date,chain,total_usd
2024-06-03,Ethereum,79539142234.0
2024-06-04,Ethereum,79381699596.0
2024-06-05,Ethereum,79603534571.0
2024-06-06,Ethereum,79687574021.0
2024-06-07,Ethereum,79751391047.0
2024-06-08,Ethereum,80098803264.0
2024-06-09,Ethereum,80034919920.0
2024-06-10,Ethereum,79994975017.0
2024-06-11,Ethereum,79579434915.0
2024-06-12,Ethereum,79382630815.0
2024-06-13,Ethereum,79576274308.0
2024-06-14,Ethereum,79502754469.0
2024-06-15,Ethereum,79351758890.0
2024-06-16,Ethereum,79138090182.0
2024-06-17,Ethereum,79179976481.0
2024-06-18,Ethereum,79038060623.0
2024-06-19,Ethereum,79429469237.0
2024-06-20,Ethereum,79255275164.0
2024-06-21,Ethereum,79083330020.0
2024-06-22,Ethereum,79387379501.0
2024-06-23,Ethereum,79329963365.0
2024-06-24,Ethereum,79109080292.0
2024-06-25,Ethereum,79095489454.0
2024-06-26,Ethereum,79205122213.0
2024-06-27,Ethereum,79237977691.0
2024-06-28,Ethereum,79135632050.0
2024-06-29,Ethereum,78894056978.0
2024-06-30,Ethereum,78900131448.0
2024-07-01,Ethereum,78569955157.0
2024-07-02,Ethereum,78671900039.0
2024-07-03,Ethereum,78518058639.0
2024-07-04,Ethereum,78445903101.0
2024-07-05,Ethereum,78650832816.0
2024-07-06,Ethereum,79089306913.0
2024-07-07,Ethereum,79234295276.0
2024-07-08,Ethereum,79237093751.0
2024-07-09,Ethereum,79122325058.0
2024-07-10,Ethereum,79274273681.0
2024-07-11,Ethereum,79549504123.0
2024-07-12,Ethereum,79311525959.0
2024-07-13,Ethereum,79279097368.0
2024-07-14,Ethereum,79081249135.0
2024-07-15,Ethereum,79273780293.0
2024-07-16,Ethereum,79073912412.0
2024-07-17,Ethereum,79319836791.0
2024-07-18,Ethereum,78958300900.0
2024-07-19,Ethereum,78962715009.0
2024-07-20,Ethereum,79465788805.0
2024-07-21,Ethereum,79544126847.0
2024-07-22,Ethereum,79492282866.0
2024-07-23,Ethereum,79445727075.0
2024-07-24,Ethereum,79513680702.0
2024-07-25,Ethereum,79448789564.0
2024-07-26,Ethereum,79181490830.0
2024-07-27,Ethereum,79360035695.0
2024-07-28,Ethereum,79379322212.0
2024-07-29,Ethereum,79581886149.0
2024-07-30,Ethereum,78886844714.0
2024-07-31,Ethereum,78763973624.0
2024-08-01,Ethereum,78610208371.0
2024-08-02,Ethereum,78172585203.0
2024-08-03,Ethereum,78207280224.0
2024-08-04,Ethereum,78289473098.0
2024-08-05,Ethereum,78443793342.0
2024-08-06,Ethereum,78513584892.0
2024-08-07,Ethereum,79086887548.0
2024-08-08,Ethereum,80035658715.0
2024-08-09,Ethereum,79962633299.0
2024-08-10,Ethereum,80164618935.0
2024-08-11,Ethereum,79814732542.0
2024-08-12,Ethereum,79976264865.0
2024-08-13,Ethereum,80270757889.0
2024-08-14,Ethereum,80632449609.0
2024-08-15,Ethereum,81070168194.0
2024-08-16,Ethereum,81293997487.0
2024-08-17,Ethereum,81791732327.0
2024-08-18,Ethereum,81938165074.0
2024-08-19,Ethereum,81878869009.0
2024-08-20,Ethereum,81745086066.0
2024-08-21,Ethereum,82113983154.0
2024-08-22,Ethereum,82294936410.0
2024-08-23,Ethereum,82347768913.0
2024-08-24,Ethereum,82903593146.0
2024-08-25,Ethereum,82999152061.0
2024-08-26,Ethereum,83154821245.0
2024-08-27,Ethereum,82897873895.0
2024-08-28,Ethereum,82800662887.0
2024-08-29,Ethereum,83046843594.0
2024-08-30,Ethereum,82977777660.0
2024-08-31,Ethereum,82758810395.0
2024-09-01,Ethereum,82617602031.0
2024-09-02,Ethereum,82813649284.0
2024-09-03,Ethereum,82816635677.0
2024-09-04,Ethereum,82446031524.0
2024-09-05,Ethereum,82741376708.0
2024-09-06,Ethereum,82499421834.0
2024-09-07,Ethereum,82392515025.0
2024-09-08,Ethereum,82681483138.0
2024-09-09,Ethereum,82595544029.0
2024-09-10,Ethereum,82947758462.0
2024-09-11,Ethereum,83323371635.0
2024-09-12,Ethereum,83318784295.0
2024-09-13,Ethereum,83261277030.0
2024-09-14,Ethereum,83456000577.0
2024-09-15,Ethereum,83634336402.0
2024-09-16,Ethereum,83470178270.0
2024-09-17,Ethereum,83583035325.0
2024-09-18,Ethereum,84028326956.0
2024-09-19,Ethereum,84282549268.0
2024-09-20,Ethereum,83953258321.0
2024-09-21,Ethereum,84363672539.0
2024-09-22,Ethereum,84570374244.0
2024-09-23,Ethereum,84589843168.0
2024-09-24,Ethereum,84397161114.0
2024-09-25,Ethereum,84464377099.0
2024-09-26,Ethereum,84575128510.0
2024-09-27,Ethereum,84964531770.0
2024-09-28,Ethereum,84680953558.0
2024-09-29,Ethereum,84690347203.0
2024-09-30,Ethereum,84550128560.0
2024-10-01,Ethereum,83853742933.0
2024-10-02,Ethereum,84358714751.0
2024-10-03,Ethereum,84609885626.0
2024-10-04,Ethereum,84411607303.0
2024-10-05,Ethereum,84512492102.0
2024-10-06,Ethereum,84957862173.0
2024-10-07,Ethereum,84252137594.0
2024-10-08,Ethereum,84469942940.0
2024-10-09,Ethereum,84635860441.0
2024-10-10,Ethereum,84687306903.0
2024-10-11,Ethereum,84376494332.0
2024-10-12,Ethereum,84689623060.0
2024-10-13,Ethereum,84917646817.0
2024-10-14,Ethereum,85055643683.0
2024-10-15,Ethereum,84420097976.0
2024-10-16,Ethereum,84468321208.0
2024-10-17,Ethereum,84050820405.0
2024-10-18,Ethereum,84166325239.0
2024-10-19,Ethereum,84410963393.0
2024-10-20,Ethereum,84486593903.0
2024-10-21,Ethereum,84414517663.0
2024-10-22,Ethereum,84515808227.0
2024-10-23,Ethereum,84373902240.0
2024-10-24,Ethereum,83691860028.0
2024-10-25,Ethereum,83271076592.0
2024-10-26,Ethereum,83774329064.0
2024-10-27,Ethereum,83810491788.0
2024-10-28,Ethereum,83952815088.0
2024-10-29,Ethereum,83834070883.0
2024-10-30,Ethereum,83813286879.0
2024-10-31,Ethereum,83879193431.0
2024-11-01,Ethereum,83386966866.0
2024-11-02,Ethereum,83860047639.0
2024-11-03,Ethereum,83815538877.0
2024-11-04,Ethereum,83972273997.0
2024-11-05,Ethereum,84513356876.0
2024-11-06,Ethereum,84610209971.0
2024-11-07,Ethereum,87541696193.0
2024-11-08,Ethereum,88406878273.0
2024-11-09,Ethereum,89550639740.0
2024-11-10,Ethereum,89413388139.0
2024-11-11,Ethereum,90119575489.0
2024-11-12,Ethereum,91343473679.0
2024-11-13,Ethereum,91434893845.0
2024-11-14,Ethereum,92568211536.0
2024-11-15,Ethereum,93589398331.0
2024-11-16,Ethereum,93874797440.0
2024-11-17,Ethereum,94222598422.0
2024-11-18,Ethereum,94478687686.0
2024-11-19,Ethereum,96488723516.0
2024-11-20,Ethereum,96896678024.0
2024-11-21,Ethereum,98105540898.0
2024-11-22,Ethereum,98693315029.0
2024-11-23,Ethereum,100562562979.0
2024-11-24,Ethereum,101196303499.0
2024-11-25,Ethereum,101517466010.0
2024-11-26,Ethereum,100700879597.0
2024-11-27,Ethereum,100557251912.0
2024-11-28,Ethereum,102054055200.0
2024-11-29,Ethereum,102900305898.0
2024-11-30,Ethereum,103393998424.0
2024-12-01,Ethereum,103823747397.0
2024-12-02,Ethereum,104070325554.0
2024-12-03,Ethereum,104850931023.0
2024-12-04,Ethereum,103200647328.0
2024-12-05,Ethereum,103806276799.0
2024-12-06,Ethereum,104271228183.0
2024-12-07,Ethereum,105876072619.0
2024-12-08,Ethereum,106210267056.0
2024-12-09,Ethereum,106597269978.0
2024-12-10,Ethereum,106642596237.0
2024-12-11,Ethereum,106897428606.0
2024-12-12,Ethereum,108724668267.0
2024-12-13,Ethereum,108977242820.0
2024-12-14,Ethereum,109996994466.0
2024-12-15,Ethereum,110104388092.0
2024-12-16,Ethereum,110072574426.0
2024-12-17,Ethereum,110155589315.0
2024-12-18,Ethereum,110017094792.0
2024-12-19,Ethereum,110130121589.0
2024-12-20,Ethereum,110555323387.0
2024-12-21,Ethereum,110416662798.0
2024-12-22,Ethereum,110666897370.0
2024-12-23,Ethereum,111061794907.0
2024-12-24,Ethereum,110592162002.0
2024-12-25,Ethereum,110880666693.0
2024-12-26,Ethereum,110984449333.0
2024-12-27,Ethereum,111493619221.0
2024-12-28,Ethereum,111770689755.0
2024-12-29,Ethereum,111620510153.0
2024-12-30,Ethereum,111327540635.0
2024-12-31,Ethereum,111937059006.0
2025-01-01,Ethereum,111512720780.0
2025-01-02,Ethereum,110759929853.0
2025-01-03,Ethereum,112021381926.0
2025-01-04,Ethereum,113249573467.0
2025-01-05,Ethereum,113478731263.0
2025-01-06,Ethereum,113620406479.0
2025-01-07,Ethereum,113890014687.0
2025-01-08,Ethereum,113482846171.0
2025-01-09,Ethereum,113471950285.0
2025-01-10,Ethereum,113280626781.0
2025-01-11,Ethereum,113521852210.0
2025-01-12,Ethereum,113450015236.0
2025-01-13,Ethereum,113806861803.0
2025-01-14,Ethereum,114061236470.0
2025-01-15,Ethereum,114256107535.0
2025-01-16,Ethereum,114953311207.0
2025-01-17,Ethereum,115137256617.0
2025-01-18,Ethereum,116064696096.0
2025-01-19,Ethereum,115390819915.0
2025-01-20,Ethereum,114505061048.0
2025-01-21,Ethereum,113453495623.0
2025-01-22,Ethereum,115583538267.0
2025-01-23,Ethereum,116195893087.0
2025-01-24,Ethereum,116724540054.0
2025-01-25,Ethereum,116749841838.0
2025-01-26,Ethereum,116685024793.0
2025-01-27,Ethereum,116882051954.0
2025-01-28,Ethereum,116502865764.0
2025-01-29,Ethereum,116942276655.0
2025-01-30,Ethereum,117296864154.0
2025-01-31,Ethereum,117761372564.0
2025-02-01,Ethereum,117685457780.0
2025-02-02,Ethereum,117787475581.0
2025-02-03,Ethereum,117734466856.0
2025-02-04,Ethereum,117973753778.0
2025-02-05,Ethereum,119488316291.0
2025-02-06,Ethereum,120480104182.0
2025-02-07,Ethereum,120870042577.0
2025-02-08,Ethereum,121853378861.0
2025-02-09,Ethereum,121832981188.0
2025-02-10,Ethereum,121816648674.0
2025-02-11,Ethereum,121613065270.0
2025-02-12,Ethereum,121561939517.0
2025-02-13,Ethereum,122765139813.0
2025-02-14,Ethereum,123145146675.0
2025-02-15,Ethereum,123316563112.0
2025-02-16,Ethereum,123329269273.0
2025-02-17,Ethereum,123374309246.0
2025-02-18,Ethereum,123172655576.0
2025-02-19,Ethereum,122849922749.0
2025-02-20,Ethereum,123739429364.0
2025-02-21,Ethereum,123752034283.0
2025-02-22,Ethereum,124284742099.0
2025-02-23,Ethereum,123436930601.0
2025-02-24,Ethereum,123513836120.0
2025-02-25,Ethereum,123329491704.0
2025-02-26,Ethereum,122161002883.0
2025-02-27,Ethereum,121574710028.0
2025-02-28,Ethereum,121123229676.0
2025-03-01,Ethereum,121911179394.0
2025-03-02,Ethereum,121851071079.0
2025-03-03,Ethereum,121992911554.0
2025-03-04,Ethereum,121798138707.0
2025-03-05,Ethereum,122462869231.0
2025-03-06,Ethereum,123112144765.0
2025-03-07,Ethereum,123107676433.0
2025-03-08,Ethereum,123927990063.0
2025-03-09,Ethereum,123944174229.0
2025-03-10,Ethereum,123879238125.0
2025-03-11,Ethereum,123495838597.0
2025-03-12,Ethereum,124120751224.0
2025-03-13,Ethereum,124652983701.0
2025-03-14,Ethereum,124859572140.0
2025-03-15,Ethereum,125432408148.0
2025-03-16,Ethereum,125258325387.0
2025-03-17,Ethereum,125193614892.0
2025-03-18,Ethereum,124970201150.0
2025-03-19,Ethereum,125211333604.0
2025-03-20,Ethereum,124487452731.0
2025-03-21,Ethereum,124330829086.0
2025-03-22,Ethereum,124839349336.0
2025-03-23,Ethereum,125761120964.0
2025-03-24,Ethereum,125960110510.0
2025-03-25,Ethereum,126505739005.0
2025-03-26,Ethereum,127497739346.0
2025-03-27,Ethereum,128036021190.0
2025-03-28,Ethereum,127533107674.0
2025-03-29,Ethereum,126788797511.0
2025-03-30,Ethereum,126926036532.0
2025-03-31,Ethereum,125778356775.0
2025-04-01,Ethereum,125879635314.0
2025-04-02,Ethereum,126068715336.0
2025-04-03,Ethereum,126442582679.0
2025-04-04,Ethereum,126264954504.0
2025-04-05,Ethereum,125841836315.0
2025-04-06,Ethereum,125568070550.0
2025-04-07,Ethereum,125334197761.0
2025-04-08,Ethereum,124427502345.0
2025-04-09,Ethereum,124532789260.0
2025-04-10,Ethereum,124360126398.0
2025-04-11,Ethereum,124137597078.0
2025-04-12,Ethereum,123898358669.0
2025-04-13,Ethereum,123322923317.0
2025-04-14,Ethereum,123264758483.0
2025-04-15,Ethereum,123122474149.0
2025-04-16,Ethereum,123215312577.0
2025-04-17,Ethereum,123265639469.0
2025-04-18,Ethereum,123514633828.0
2025-04-19,Ethereum,123127435340.0
2025-04-20,Ethereum,122986725633.0
2025-04-21,Ethereum,123120521799.0
2025-04-22,Ethereum,122135339211.0
2025-04-23,Ethereum,122891013660.0
2025-04-24,Ethereum,123248747170.0
2025-04-25,Ethereum,124172638123.0
2025-04-26,Ethereum,124603082069.0
2025-04-27,Ethereum,124726935447.0
2025-04-28,Ethereum,124603602362.0
2025-04-29,Ethereum,125296453595.0
2025-04-30,Ethereum,125322009818.0
2025-05-01,Ethereum,125507558678.0
2025-05-02,Ethereum,125297758743.0
2025-05-03,Ethereum,125431509739.0
2025-05-04,Ethereum,125699860122.0
2025-05-05,Ethereum,125416032498.0
2025-05-06,Ethereum,125350419723.0
2025-05-07,Ethereum,124634668703.0
2025-05-08,Ethereum,123844738871.0
2025-05-09,Ethereum,124476721596.0
2025-05-10,Ethereum,124698929492.0
2025-05-11,Ethereum,124806525196.0
2025-05-12,Ethereum,124810614830.0
2025-05-13,Ethereum,122756215502.0
2025-05-14,Ethereum,123217185632.0
2025-05-15,Ethereum,123203940732.0
2025-05-16,Ethereum,122373171639.0
2025-05-17,Ethereum,122582310488.0
2025-05-18,Ethereum,122542515440.0
2025-05-19,Ethereum,122367993007.0
2025-05-20,Ethereum,122050793588.0
2025-05-21,Ethereum,122497022998.0
2025-05-22,Ethereum,123243203903.0
2025-05-23,Ethereum,123331571586.0
2025-05-24,Ethereum,123174412848.0
2025-05-25,Ethereum,123349544347.0
2025-05-26,Ethereum,123315262670.0
2025-05-27,Ethereum,123527467984.0
2025-05-28,Ethereum,123277418021.0
2025-05-29,Ethereum,123232005559.0
2025-05-30,Ethereum,123162716524.0
2025-05-31,Ethereum,123448976052.0
2025-06-01,Ethereum,123635669700.0
2025-06-02,Ethereum,123915725131.0
2025-06-03,Ethereum,124405980850.0
2025-06-04,Ethereum,125081824007.0
2025-06-05,Ethereum,125249163030.0
2025-06-06,Ethereum,124931104234.0
2025-06-07,Ethereum,125328412258.0
2025-06-08,Ethereum,125448599759.0
2025-06-09,Ethereum,125309277267.0
2025-06-10,Ethereum,125419331611.0
2025-06-11,Ethereum,125040282145.0
2025-06-12,Ethereum,125155861116.0
2025-06-13,Ethereum,124907589884.0
2025-06-14,Ethereum,126237293469.0
2025-06-15,Ethereum,126195704918.0
2025-06-16,Ethereum,126156221101.0
2025-06-17,Ethereum,125973712153.0
2025-06-18,Ethereum,126541270993.0
2025-06-19,Ethereum,126514090238.0
2025-06-20,Ethereum,126180896400.0
2025-06-21,Ethereum,126142319649.0
2025-06-22,Ethereum,126260086531.0
2025-06-23,Ethereum,126166959619.0
2025-06-24,Ethereum,125623304980.0
2025-06-25,Ethereum,126127613776.0
2025-06-26,Ethereum,125924481448.0
2025-06-27,Ethereum,126089714657.0
2025-06-28,Ethereum,126022024397.0
2025-06-29,Ethereum,126307486606.0
2025-06-30,Ethereum,126301101018.0
2025-07-01,Ethereum,126462574443.0
2025-07-02,Ethereum,125613702217.0
2025-07-03,Ethereum,125736707501.0
2025-07-04,Ethereum,125953103473.0
2025-07-05,Ethereum,126071931754.0
2025-07-06,Ethereum,126291288649.0
2025-07-07,Ethereum,126323352441.0
2025-07-08,Ethereum,125980668077.0
2025-07-09,Ethereum,125706364080.0
2025-07-10,Ethereum,125877329109.0
2025-07-11,Ethereum,126482294229.0
2025-07-12,Ethereum,127152863016.0
2025-07-13,Ethereum,127124973644.0
2025-07-14,Ethereum,127105348035.0
2025-07-15,Ethereum,125945764580.0
2025-07-16,Ethereum,124804837574.0
2025-07-17,Ethereum,127096627122.0
2025-07-18,Ethereum,128269097626.0
2025-07-19,Ethereum,128950730249.0
2025-07-20,Ethereum,129245314372.0
2025-07-21,Ethereum,129249120937.0
2025-07-22,Ethereum,129527311233.0
2025-07-23,Ethereum,130028223765.0
2025-07-24,Ethereum,131002078441.0
2025-07-25,Ethereum,131823438734.0
2025-07-26,Ethereum,131500960791.0
2025-07-27,Ethereum,131771393604.0
2025-07-28,Ethereum,132046706376.0
2025-07-29,Ethereum,132026470617.0
2025-07-30,Ethereum,132117722020.0
2025-07-31,Ethereum,132376609262.0
2025-08-01,Ethereum,133356391084.0
2025-08-02,Ethereum,133850281867.0
2025-08-03,Ethereum,133830162431.0
2025-08-04,Ethereum,134367249262.0
2025-08-05,Ethereum,134695184304.0
2025-08-06,Ethereum,134993680312.0
2025-08-07,Ethereum,135058081965.0
2025-08-08,Ethereum,135329734054.0
2025-08-09,Ethereum,135921233898.0
2025-08-10,Ethereum,136480963848.0
2025-08-11,Ethereum,136721355324.0
2025-08-12,Ethereum,137307151220.0
2025-08-13,Ethereum,138027317141.0
2025-08-14,Ethereum,138314958059.0
2025-08-15,Ethereum,140322652694.0
2025-08-16,Ethereum,142176520486.0
2025-08-17,Ethereum,142196099146.0
2025-08-18,Ethereum,142687359076.0
2025-08-19,Ethereum,142477115748.0
2025-08-20,Ethereum,142829765960.0
2025-08-21,Ethereum,142868897123.0
2025-08-22,Ethereum,142399828259.0
2025-08-23,Ethereum,142286694185.0
2025-08-24,Ethereum,143100390950.0
2025-08-25,Ethereum,143301067788.0
2025-08-26,Ethereum,145012639810.0
2025-08-27,Ethereum,145231406906.0
2025-08-28,Ethereum,145694219670.0
2025-08-29,Ethereum,148064072791.0
2025-08-30,Ethereum,149093954654.0
2025-08-31,Ethereum,149484879754.0
2025-09-01,Ethereum,149625290619.0
2025-09-02,Ethereum,149668855795.0
2025-09-03,Ethereum,148955688036.0
2025-09-04,Ethereum,149804905784.0
2025-09-05,Ethereum,152607907600.0
2025-09-06,Ethereum,152999597306.0
2025-09-07,Ethereum,153118715734.0
2025-09-08,Ethereum,152890757596.0
2025-09-09,Ethereum,153232245537.0
2025-09-10,Ethereum,153379735409.0
2025-09-11,Ethereum,153360653543.0
2025-09-12,Ethereum,153898342196.0
2025-09-13,Ethereum,155092749341.0
2025-09-14,Ethereum,155956429942.0
2025-09-15,Ethereum,156315947860.0
2025-09-16,Ethereum,156395946419.0
2025-09-17,Ethereum,158455697385.0
2025-09-18,Ethereum,158575160643.0
2025-09-19,Ethereum,159997152921.0
2025-09-20,Ethereum,160871262655.0
2025-09-21,Ethereum,161030719489.0
2025-09-22,Ethereum,160780975062.0
2025-09-23,Ethereum,161498359514.0
2025-09-24,Ethereum,161000166652.0
2025-09-25,Ethereum,161085605981.0
2025-09-26,Ethereum,159179949923.0
2025-09-27,Ethereum,157499424779.0
2025-09-28,Ethereum,157258570613.0
2025-09-29,Ethereum,157382539623.0
2025-09-30,Ethereum,157162802882.0
2025-10-01,Ethereum,157989388181.0
2025-10-02,Ethereum,158619885415.0
2025-10-03,Ethereum,158967024930.0
2025-10-04,Ethereum,160024637141.0
2025-10-05,Ethereum,160565478662.0
2025-10-06,Ethereum,160344805523.0
2025-10-07,Ethereum,160641708038.0
2025-10-08,Ethereum,160427167774.0
2025-10-09,Ethereum,159042317268.0
2025-10-10,Ethereum,159804144090.0
2025-10-11,Ethereum,159045328353.0
2025-10-12,Ethereum,157959403899.0
2025-10-13,Ethereum,157806199351.0
2025-10-14,Ethereum,158415504032.0
2025-10-15,Ethereum,160726872815.0
2025-10-16,Ethereum,161259850346.0
2025-10-17,Ethereum,161889194251.0
2025-10-18,Ethereum,162682954684.0
2025-10-19,Ethereum,163014530185.0
2025-10-20,Ethereum,163488155774.0
2025-10-21,Ethereum,162673566857.0
2025-10-22,Ethereum,164136321893.0
2025-10-23,Ethereum,162593923696.0
2025-10-24,Ethereum,161994825675.0
2025-10-25,Ethereum,162619232592.0
2025-10-26,Ethereum,162613866081.0
2025-10-27,Ethereum,162340991846.0
2025-10-28,Ethereum,162128220407.0
2025-10-29,Ethereum,162830201905.0
2025-10-30,Ethereum,162334830271.0
2025-10-31,Ethereum,163158494161.0
2025-11-01,Ethereum,164556051301.0
2025-11-02,Ethereum,164774240619.0
2025-11-03,Ethereum,164573885096.0
2025-11-04,Ethereum,165148461421.36
2019-12-27,Fantom,468233.0
2020-01-05,Fantom,468233.0
2020-06-27,Fantom,468233.0
2020-12-31,Fantom,1691770.0
2021-01-01,Fantom,1704751.0
2021-01-02,Fantom,1705729.0
2021-01-03,Fantom,1693552.0
2021-01-04,Fantom,1701136.0
2021-01-05,Fantom,1746033.0
2021-01-06,Fantom,1746458.0
2021-01-07,Fantom,1490760.0
2021-01-08,Fantom,2101358.0
2021-01-09,Fantom,2149782.0
2021-01-10,Fantom,2265292.0
2021-01-11,Fantom,2275681.0
2021-01-12,Fantom,2213305.0
2021-01-13,Fantom,2206487.0
2021-01-14,Fantom,2252893.0
2021-01-15,Fantom,2261386.0
2021-01-16,Fantom,2347599.0
2021-01-17,Fantom,2469716.0
2021-01-18,Fantom,2483767.0
2021-01-19,Fantom,2497474.0
2021-01-20,Fantom,2522899.0
2021-01-21,Fantom,2539199.0
2021-01-22,Fantom,2537594.0
2021-01-23,Fantom,2533423.0
2021-01-24,Fantom,3244425.0
2021-01-25,Fantom,3873934.0
2021-01-26,Fantom,3844457.0
2021-01-27,Fantom,4401286.0
2021-01-28,Fantom,4846277.0
2021-01-29,Fantom,9465599.0
2021-01-30,Fantom,9537830.0
2021-01-31,Fantom,9541247.0
2021-02-01,Fantom,8767099.0
2021-02-02,Fantom,8612092.0
2021-02-03,Fantom,8914452.0
2021-02-04,Fantom,9342628.0
2021-02-05,Fantom,9415488.0
2021-02-06,Fantom,9860072.0
2021-02-07,Fantom,10103654.0
2021-02-08,Fantom,10150534.0
2021-02-09,Fantom,10234873.0
2021-02-10,Fantom,10393113.0
2021-02-11,Fantom,10405090.0
2021-02-12,Fantom,10601476.0
2021-02-13,Fantom,12303025.0
2021-02-14,Fantom,13466777.0
2021-02-15,Fantom,13468742.0
2021-02-16,Fantom,17821260.0
2021-02-17,Fantom,17688554.0
2021-02-18,Fantom,17769113.0
2021-02-19,Fantom,17931465.0
2021-02-20,Fantom,20945311.0
2021-02-21,Fantom,22115861.0
2021-02-22,Fantom,25481466.0
2021-02-23,Fantom,29772120.0
2021-02-24,Fantom,38462250.0
2021-02-25,Fantom,49225392.0
2021-02-26,Fantom,53147409.0
2021-02-27,Fantom,53655120.0
2021-02-28,Fantom,53629204.0
2021-03-01,Fantom,46174015.0
2021-03-02,Fantom,46958438.0
2021-03-03,Fantom,47196515.0
2021-03-04,Fantom,48717763.0
2021-03-05,Fantom,45175664.0
2021-03-06,Fantom,45637649.0
2021-03-07,Fantom,45750101.0
2021-03-08,Fantom,45854850.0
2021-03-09,Fantom,45903033.0
2021-03-10,Fantom,47550199.0
2021-03-11,Fantom,47649795.0
2021-03-12,Fantom,47704939.0
2021-03-13,Fantom,47423383.0
2021-03-14,Fantom,47148565.0
2021-03-15,Fantom,47134898.0
2021-03-16,Fantom,48834456.0
2021-03-17,Fantom,48798108.0
2021-03-18,Fantom,48986016.0
2021-03-19,Fantom,48757526.0
2021-03-20,Fantom,48905265.0
2021-03-21,Fantom,49051205.0
2021-03-22,Fantom,48403394.0
2021-03-23,Fantom,48367923.0
2021-03-24,Fantom,48366381.0
2021-03-25,Fantom,45876712.0
2021-03-26,Fantom,45542701.0
2021-03-27,Fantom,45585806.0
2021-03-28,Fantom,46195369.0
2021-03-29,Fantom,46274570.0
2021-03-30,Fantom,50628899.0
2021-03-31,Fantom,55061289.0
2021-04-01,Fantom,54753336.0
2021-04-02,Fantom,54831811.0
2021-04-03,Fantom,54259806.0
2021-04-04,Fantom,54436865.0
2021-04-05,Fantom,54241935.0
2021-04-06,Fantom,55049839.0
2021-04-07,Fantom,55808325.0
2021-04-08,Fantom,56595235.0
2021-04-09,Fantom,59692513.0
2021-04-10,Fantom,57973749.0
2021-04-11,Fantom,58198847.0
2021-04-12,Fantom,58903945.0
2021-04-13,Fantom,63276423.0
2021-04-14,Fantom,64150951.0
2021-04-15,Fantom,63098904.0
2021-04-16,Fantom,64682096.0
2021-04-17,Fantom,63661486.0
2021-04-18,Fantom,66759924.0
2021-04-19,Fantom,66427859.0
2021-04-20,Fantom,67188883.0
2021-04-21,Fantom,66553543.0
2021-04-22,Fantom,67036888.0
2021-04-23,Fantom,64288065.0
2021-04-24,Fantom,63726103.0
2021-04-25,Fantom,62563251.0
2021-04-26,Fantom,64526504.0
2021-04-27,Fantom,64252649.0
2021-04-28,Fantom,66633483.0
2021-04-29,Fantom,67603008.0
2021-04-30,Fantom,70135121.0
2021-05-01,Fantom,77470778.0
2021-05-02,Fantom,81035935.0
2021-05-03,Fantom,90395967.0
2021-05-04,Fantom,91620894.0
2021-05-05,Fantom,115357747.0
2021-05-06,Fantom,116980895.0
2021-05-07,Fantom,143451748.0
2021-05-08,Fantom,204963784.0
2021-05-09,Fantom,215963158.0
2021-05-10,Fantom,216845655.0
2021-05-11,Fantom,199848304.0
2021-05-12,Fantom,164352350.0
2021-05-13,Fantom,156161812.0
2021-05-14,Fantom,137174159.0
2021-05-15,Fantom,126253052.0
2021-05-16,Fantom,121242771.0
2021-05-17,Fantom,118768094.0
2021-05-18,Fantom,111171921.0
2021-05-19,Fantom,110896774.0
2021-05-20,Fantom,95837479.0
2021-05-21,Fantom,93441155.0
2021-05-22,Fantom,86829555.0
2021-05-23,Fantom,82304524.0
2021-05-24,Fantom,76532890.0
2021-05-25,Fantom,75852654.0
2021-05-26,Fantom,74913233.0
2021-05-27,Fantom,75278690.0
2021-05-28,Fantom,75303248.0
2021-05-29,Fantom,76780845.0
2021-05-30,Fantom,75828376.0
2021-05-31,Fantom,73991809.0
2021-06-01,Fantom,72344440.0
2021-06-02,Fantom,71708219.0
2021-06-03,Fantom,70488530.0
2021-06-04,Fantom,68887377.0
2021-06-05,Fantom,67676753.0
2021-06-06,Fantom,66555721.0
2021-06-07,Fantom,63616836.0
2021-06-08,Fantom,63467734.0
2021-06-09,Fantom,63060600.0
2021-06-10,Fantom,60929998.0
2021-06-11,Fantom,60692647.0
2021-06-12,Fantom,60308790.0
2021-06-13,Fantom,59737801.0
2021-06-14,Fantom,59626151.0
2021-06-15,Fantom,59256433.0
2021-06-16,Fantom,60088197.0
2021-06-17,Fantom,64880245.0
2021-06-18,Fantom,71795450.0
2021-06-19,Fantom,78720543.0
2021-06-20,Fantom,79306794.0
2021-06-21,Fantom,78443502.0
2021-06-22,Fantom,74202347.0
2021-06-23,Fantom,79472924.0
2021-06-24,Fantom,92006264.0
2021-06-25,Fantom,102445894.0
2021-06-26,Fantom,101649888.0
2021-06-27,Fantom,100589304.0
2021-06-28,Fantom,99132049.0
2021-06-29,Fantom,91955533.0
2021-06-30,Fantom,86403206.0
2021-07-01,Fantom,86344386.0
2021-07-02,Fantom,123167327.0
2021-07-03,Fantom,138996225.0
2021-07-04,Fantom,144479597.0
2021-07-05,Fantom,154021926.0
2021-07-06,Fantom,155946030.0
2021-07-07,Fantom,151369881.0
2021-07-08,Fantom,159334714.0
2021-07-09,Fantom,162887418.0
2021-07-10,Fantom,165773259.0
2021-07-11,Fantom,162509879.0
2021-07-12,Fantom,161608139.0
2021-07-13,Fantom,154537429.0
2021-07-14,Fantom,156145765.0
