date,chain,deposit_usd,withdraw_usd,netflow_usd
2022-11-22,Arbitrum,22128783.31915846,19661453.472805932,2467329.846352529
2022-11-23,Arbitrum,21695379.736955825,23728732.557652295,-2033352.8206964694
2022-11-24,Arbitrum,33593890.32484579,34620438.477954015,-1026548.1531082243
2022-11-25,Arbitrum,34240212.4267054,32620772.360153593,1619440.0665518045
2022-11-26,Arbitrum,24442865.46014547,36058859.68620118,-11615994.226055708
2022-11-27,Arbitrum,18366249.06832698,12775444.391017573,5590804.677309407
2022-11-28,Arbitrum,17997393.88957652,11904444.871399885,6092949.018176636
2022-11-29,Arbitrum,13594251.811247746,14577536.226991355,-983284.4157436099
2022-11-30,Arbitrum,23857700.92444952,11221877.965267807,12635822.959181711
2022-12-01,Arbitrum,18372013.174162008,29596646.276981704,-11224633.102819696
2022-12-02,Arbitrum,26997937.26322231,20228032.658020157,6769904.605202153
2022-12-03,Arbitrum,22459654.859158643,15395629.188867385,7064025.670291258
2022-12-04,Arbitrum,24965891.27292697,14215467.14806789,10750424.124859082
2022-12-05,Arbitrum,18776834.444319863,12228236.621847728,6548597.822472135
2022-12-06,Arbitrum,8087238.478779438,10688304.928350296,-2601066.449570858
2022-12-07,Arbitrum,12705582.170199476,11817585.033083128,887997.1371163484
2022-12-08,Arbitrum,12298271.84508717,11434029.550076954,864242.2950102165
2022-12-09,Arbitrum,8903587.59648361,8807722.42890479,95865.16757882014
2022-12-10,Arbitrum,16028569.580920696,11185727.048963118,4842842.531957578
2022-12-11,Arbitrum,12549255.75982403,7401788.497086961,5147467.262737069
2022-12-12,Arbitrum,17485794.943562243,17460927.865330108,24867.078232135624
2022-12-13,Arbitrum,23009407.245696865,22410689.65977981,598717.5859170556
2022-12-14,Arbitrum,12595336.65410964,11434111.06637271,1161225.5877369307
2022-12-15,Arbitrum,13600970.99986975,14479708.239141934,-878737.2392721828
2022-12-16,Arbitrum,9777883.980482478,14998814.09121093,-5220930.110728452
2022-12-17,Arbitrum,15248512.807451213,19736992.6514905,-4488479.844039286
2022-12-18,Arbitrum,7806778.808641695,7108752.790080968,698026.0185607271
2022-12-19,Arbitrum,20538868.937632736,6554257.203169718,13984611.734463017
2022-12-20,Arbitrum,23030711.809206616,20521229.546524305,2509482.2626823112
2022-12-21,Arbitrum,11471224.847002724,7600437.269090039,3870787.5779126855
2022-12-22,Arbitrum,24153564.61453597,31472540.084869955,-7318975.470333986
2022-12-23,Arbitrum,9242024.889688928,11560788.283542888,-2318763.3938539606
2022-12-24,Arbitrum,11323010.428113412,14428674.886971783,-3105664.458858371
2022-12-25,Arbitrum,11030532.0278739,13509641.005354434,-2479108.9774805345
2022-12-26,Arbitrum,17359306.058019575,14005435.308176601,3353870.7498429734
2022-12-27,Arbitrum,17793255.4245565,13871959.12264252,3921296.3019139804
2022-12-28,Arbitrum,16932268.979218457,22506496.231727004,-5574227.252508547
2022-12-29,Arbitrum,17941575.607425127,20628450.049051706,-2686874.4416265786
2022-12-30,Arbitrum,22391098.185943488,25878436.844153862,-3487338.6582103744
2022-12-31,Arbitrum,26181873.875936374,23122559.678436168,3059314.1975002065
2023-01-01,Arbitrum,5963891.219648433,7589186.237303741,-1625295.0176553084
2023-01-02,Arbitrum,6250046.0740386695,5664340.202471444,585705.8715672251
2023-01-03,Arbitrum,10401978.773557978,11813780.065864583,-1411801.2923066057
2023-01-04,Arbitrum,12725719.194402168,7492943.301102499,5232775.893299669
2023-01-05,Arbitrum,9464358.259902,6460721.629827394,3003636.6300746063
2023-01-06,Arbitrum,14376655.117046686,5023259.785460004,9353395.331586681
2023-01-07,Arbitrum,16930172.24405862,7548222.278245673,9381949.965812948
2023-01-08,Arbitrum,9708783.656589536,15760483.077753283,-6051699.421163747
2023-01-09,Arbitrum,16186274.099911813,10430628.602850856,5755645.497060956
2023-01-10,Arbitrum,18745945.242291994,11380777.402262336,7365167.840029659
2023-01-11,Arbitrum,13862229.606134506,9630392.149631953,4231837.456502553
