date,chain,deposit_usd,withdraw_usd,netflow_usd
2024-07-11,Arbitrum,40004083.53950163,47924215.13740959,-7920131.59790796
2024-07-12,Arbitrum,29936972.71290326,34220993.77525308,-4284021.062349819
2024-07-13,Arbitrum,27531796.139821064,33442931.627837855,-5911135.488016792
2024-07-14,Arbitrum,22247947.793904305,27155760.76868172,-4907812.974777415
2024-07-15,Arbitrum,43327053.604191646,49697108.142847925,-6370054.538656279
2024-07-16,Arbitrum,52688505.45273584,47418967.53046159,5269537.922274254
2024-07-17,Arbitrum,37893419.08768885,47110464.6236377,-9217045.53594885
2024-07-18,Arbitrum,45076004.39143682,37035832.85534154,8040171.536095284
2024-07-19,Arbitrum,40145295.18545434,38835891.7453644,1309403.440089941
2024-07-20,Arbitrum,49344853.66964873,34218363.037737936,15126490.631910793
2024-07-21,Arbitrum,30634717.40843916,36523908.07095068,-5889190.66251152
2024-07-22,Arbitrum,44483513.91602713,41593732.28690689,2889781.629120238
2024-07-23,Arbitrum,47696946.90845341,49104895.58260242,-1407948.6741490066
2024-07-24,Arbitrum,38257205.167067885,43052427.87210853,-4795222.705040641
2024-07-25,Arbitrum,49571590.21833749,47946821.70254508,1624768.5157924145
2024-07-26,Arbitrum,38970819.155012645,39946813.047732696,-975993.8927200511
2024-07-27,Arbitrum,30116645.159739975,32525337.040421445,-2408691.88068147
2024-07-28,Arbitrum,25910303.829925902,33139223.374807034,-7228919.5448811315
2024-07-29,Arbitrum,44902168.37535306,43806935.67071246,1095232.704640597
2024-07-30,Arbitrum,37173002.40424386,32812095.399035845,4360907.005208012
2024-07-31,Arbitrum,42168607.914388485,44855079.662556306,-2686471.7481678203
2024-08-01,Arbitrum,47894594.11773594,51409672.667162545,-3515078.549426608
2024-08-02,Arbitrum,52725632.04354784,48223745.079099976,4501886.964447863
2024-08-03,Arbitrum,34732064.44412579,51306136.021645315,-16574071.577519529
2024-08-04,Arbitrum,48239157.11086958,55733574.40917642,-7494417.298306838
2024-08-05,Arbitrum,119121471.01659036,112845947.620055,6275523.396535352
2024-08-06,Arbitrum,36734783.77170244,41129524.26054426,-4394740.488841824
2024-08-07,Arbitrum,39282019.88264229,41951174.8877195,-2669155.0050772056
2024-08-08,Arbitrum,45558887.92549289,43726566.4986526,1832321.4268402904
2024-08-09,Arbitrum,24665423.727686234,32776005.54997282,-8110581.822286587
2024-08-10,Arbitrum,25570276.597564463,21854432.212353654,3715844.3852108084
2024-08-11,Arbitrum,27370712.22022618,24956889.931773685,2413822.288452495
2024-08-12,Arbitrum,43365903.819964126,39263653.62707132,4102250.1928928047
2024-08-13,Arbitrum,33486883.79602095,34359629.87317794,-872746.077156987
2024-08-14,Arbitrum,56604635.22125252,62230901.61262655,-5626266.391374029
2024-08-15,Arbitrum,36615770.63858408,43665022.69319786,-7049252.054613784
2024-08-16,Arbitrum,27274102.115191076,32654600.852787208,-5380498.737596132
2024-08-17,Arbitrum,26516259.898279697,27957605.138550393,-1441345.2402706966
2024-08-18,Arbitrum,26112766.49408424,29646760.972370435,-3533994.4782861955
2024-08-19,Arbitrum,40658351.12262032,30587866.024272703,10070485.09834762
2024-08-20,Arbitrum,38226476.20306631,49867802.916154586,-11641326.713088274
2024-08-21,Arbitrum,44545206.9203631,35358412.39256143,9186794.52780167
2024-08-22,Arbitrum,38871461.62615939,45650026.42357535,-6778564.797415957
2024-08-23,Arbitrum,44643589.8787368,44779878.11864332,-136288.23990651965
2024-08-24,Arbitrum,35768106.210567385,33155054.363375466,2613051.8471919186
2024-08-25,Arbitrum,36315447.21580288,31752073.363772154,4563373.852030724
2024-08-26,Arbitrum,37269822.96960492,41002145.95995509,-3732322.990350172
2024-08-27,Arbitrum,36361913.08561328,43449650.3523809,-7087737.266767621
2024-08-28,Arbitrum,22003197.07778777,22473276.575855367,-470079.49806759506
2024-08-29,Arbitrum,26327671.713228717,35257170.74677692,-8929499.033548206
2024-08-30,Arbitrum,24583093.813688852,23985620.005617253,597473.8080715984
2024-08-31,Arbitrum,18560339.11929556,21502766.0663128,-2942426.9470172413
2024-09-01,Arbitrum,18146944.71546667,17188857.59382931,958087.1216373593
2024-09-02,Arbitrum,40029647.98295509,22876602.578596845,17153045.404358245
2024-09-03,Arbitrum,21146367.524161186,23827795.450394716,-2681427.92623353
2024-09-04,Arbitrum,28498850.966072585,37370423.09628595,-8871572.130213361
2024-09-05,Arbitrum,31515184.201663695,35008008.42009901,-3492824.2184353173
2024-09-06,Arbitrum,35960197.38227667,47670833.91405635,-11710636.531779684
2024-09-07,Arbitrum,23778978.235395268,26198776.27410515,-2419798.0387098826
2024-09-08,Arbitrum,18971245.41865461,16936044.21347005,2035201.2051845603
2024-09-09,Arbitrum,21561361.738159444,26801574.055445377,-5240212.317285933
2024-09-10,Arbitrum,29024308.199458197,27773643.038895503,1250665.160562694
2024-09-11,Arbitrum,25138532.220432628,26685488.607424125,-1546956.3869914971
2024-09-12,Arbitrum,28907294.392431334,31286504.42467475,-2379210.0322434157
2024-09-13,Arbitrum,36631238.044812724,33647790.80409947,2983447.2407132536
2024-09-14,Arbitrum,23356947.612602733,19700571.388269212,3656376.224333521
2024-09-15,Arbitrum,26740572.978639685,27998491.52665263,-1257918.5480129458
2024-09-16,Arbitrum,30874969.317607608,21574141.269174088,9300828.04843352
2024-09-17,Arbitrum,24920382.90158571,21190976.97167395,3729405.9299117588
2024-09-18,Arbitrum,36222593.42400749,32970508.789911054,3252084.634096436
2024-09-19,Arbitrum,46369849.43786502,43770975.01182382,2598874.4260412008
2024-09-20,Arbitrum,50170218.23088333,46183453.39232044,3986764.838562891
2024-09-21,Arbitrum,37710274.813671164,34085037.56095761,3625237.2527135536
2024-09-22,Arbitrum,35370237.23290759,35047014.04378453,323223.1891230643
2024-09-23,Arbitrum,49579694.88762718,49038706.68730954,540988.2003176361
2024-09-24,Arbitrum,41043274.35372114,47740655.27030182,-6697380.916580677
2024-09-25,Arbitrum,59576989.307357825,56605187.753554694,2971801.553803131
2024-09-26,Arbitrum,55217916.093116,51871098.814698234,3346817.278417766
2024-09-27,Arbitrum,67935325.03963551,69033129.309238,-1097804.2696024925
2024-09-28,Arbitrum,46935624.49647534,48536787.2379048,-1601162.741429463
2024-09-29,Arbitrum,35024024.93021346,30312335.328068804,4711689.602144655
2024-09-30,Arbitrum,42883656.65677729,48091706.98859026,-5208050.33181297
2024-10-01,Arbitrum,39298168.79449144,61104998.21525598,-21806829.420764543
2024-10-02,Arbitrum,40053865.835158825,55438250.37389667,-15384384.538737848
2024-10-03,Arbitrum,38416242.8443184,47217589.99872622,-8801347.154407822
2024-10-04,Arbitrum,36352573.2991469,40242273.98908273,-3889700.689935833
2024-10-05,Arbitrum,29074591.26183586,34692964.75613217,-5618373.494296312
2024-10-06,Arbitrum,29688952.896239504,24675859.421105213,5013093.475134291
2024-10-07,Arbitrum,29700288.226326928,40194292.10266518,-10494003.876338251
2024-10-08,Arbitrum,31128194.333634555,38224824.593482785,-7096630.25984823
2024-10-09,Arbitrum,39268902.86165916,37310707.44701922,1958195.4146399423
2024-10-10,Arbitrum,30436406.170251697,33943803.017966844,-3507396.847715147
2024-10-11,Arbitrum,41176687.83347759,43542451.951166846,-2365764.1176892594
2024-10-12,Arbitrum,29511616.10036674,38764685.106811464,-9253069.006444722
2024-10-13,Arbitrum,24050223.463620402,28807629.06502672,-4757405.601406317
2024-10-14,Arbitrum,36244732.84689629,42121593.12339513,-5876860.276498839
2024-10-15,Arbitrum,40952230.34698935,52339121.12203145,-11386890.775042102
2024-10-16,Arbitrum,30163820.38806882,35239317.98676718,-5075497.598698359
2024-10-17,Arbitrum,27234489.778060175,29284057.704410538,-2049567.9263503626
2024-10-18,Arbitrum,70126029.55863383,63313055.51659238,6812974.042041451
2024-10-19,Arbitrum,27950193.009529054,32602209.325071912,-4652016.315542858
2024-10-20,Arbitrum,29814684.5049113,41679642.17151052,-11864957.666599218
2024-10-21,Arbitrum,46448644.42942427,45017346.31110468,1431298.1183195934
2024-10-22,Arbitrum,40360651.7840691,64420284.88711112,-24059633.10304202
2024-10-23,Arbitrum,42963295.710497476,70474785.10226582,-27511489.391768344
2024-10-24,Arbitrum,49961973.84303883,44324228.06090172,5637745.782137111
2024-10-25,Arbitrum,40743913.73215299,50981503.82993457,-10237590.097781576
2024-10-26,Arbitrum,48668326.276836835,50038981.54719911,-1370655.2703622729
2024-10-27,Arbitrum,33863684.55908877,43516159.80347721,-9652475.244388446
2024-10-28,Arbitrum,32520034.470162418,45498720.747959234,-12978686.277796816
2024-10-29,Arbitrum,43888431.47539754,64458111.4636379,-20569679.98824036
2024-10-30,Arbitrum,71839523.25523874,64867316.11304895,6972207.142189793
2024-10-31,Arbitrum,37346704.94770202,43160735.51933473,-5814030.571632713
2024-11-01,Arbitrum,39645769.92549571,39199398.80256919,446371.1229265183
2024-11-02,Arbitrum,44988751.472542174,43317763.93178281,1670987.5407593623
2024-11-03,Arbitrum,35571129.631433256,46976872.45626111,-11405742.824827857
2024-11-04,Arbitrum,50788357.11883933,51571376.544834904,-783019.4259955734
2024-11-05,Arbitrum,56228311.419744484,59121480.03952042,-2893168.619775936
2024-11-06,Arbitrum,71173638.58242361,95084925.76962554,-23911287.187201932
2024-11-07,Arbitrum,92878180.92753135,101594484.55282444,-8716303.625293091
2024-11-08,Arbitrum,79396847.78007235,92111440.01132472,-12714592.231252372
2024-11-09,Arbitrum,48910779.05370888,82406767.92766388,-33495988.873954996
2024-11-10,Arbitrum,65426248.882296525,103789386.15532014,-38363137.27302361
2024-11-11,Arbitrum,57726519.09831217,128530952.31410988,-70804433.2157977
2024-11-12,Arbitrum,85563866.20365654,153477643.49761692,-67913777.29396038
2024-11-13,Arbitrum,90479265.19916598,113172274.42507309,-22693009.225907102
2024-11-14,Arbitrum,65994767.28196504,96112184.10946402,-30117416.82749898
2024-11-15,Arbitrum,75780588.21326008,83927215.17114097,-8146626.957880884
2024-11-16,Arbitrum,65078310.676688366,63369980.29811185,1708330.378576517
2024-11-17,Arbitrum,70649826.53756772,70499686.82478598,150139.71278174222
2024-11-18,Arbitrum,69256352.3687967,105363107.41939184,-36106755.050595134
2024-11-19,Arbitrum,60191150.34706244,63797445.48059619,-3606295.1335337535
2024-11-20,Arbitrum,59790377.58131239,58157911.758089826,1632465.8232225627
2024-11-21,Arbitrum,90649866.70522805,92338669.69270858,-1688802.987480536
2024-11-22,Arbitrum,74919442.46146283,82040250.05644079,-7120807.59497796
2024-11-23,Arbitrum,70821831.78529108,118075594.12861547,-47253762.34332439
2024-11-24,Arbitrum,88643125.85967629,107559791.56123786,-18916665.70156157
2024-11-25,Arbitrum,102621458.09527948,122674499.45579559,-20053041.3605161
2024-11-26,Arbitrum,110417043.11938198,115707652.96068205,-5290609.84130007
2024-11-27,Arbitrum,114743012.53327624,112752303.91004142,1990708.6232348233
2024-11-28,Arbitrum,108481120.95368648,160082909.87476635,-51601788.921079874
2024-11-29,Arbitrum,173175372.9844101,324064277.7728236,-150888904.78841347
2024-11-30,Arbitrum,106160005.93153793,124383509.95622922,-18223504.0246913
2024-12-01,Arbitrum,110495542.9674789,134134130.06479229,-23638587.09731339
2024-12-02,Arbitrum,125992346.91187236,190446552.38595295,-64454205.47408059
2024-12-03,Arbitrum,142333402.50294372,154986588.3163021,-12653185.813358366
2024-12-04,Arbitrum,287408305.6853344,270078987.26295733,17329318.42237705
2024-12-05,Arbitrum,291137598.47166765,265702076.364424,25435522.107243657
2024-12-06,Arbitrum,219751310.50468358,234376135.19565177,-14624824.690968186
2024-12-07,Arbitrum,222286538.07542944,192402254.77638465,29884283.299044788
2024-12-08,Arbitrum,140857918.95874923,150675779.63657638,-9817860.67782715
2024-12-09,Arbitrum,255742095.27834386,309712515.1715619,-53970419.89321804
2024-12-10,Arbitrum,256419603.37767234,257990302.16318783,-1570698.7855154872
2024-12-11,Arbitrum,247156147.35121155,218986402.54109585,28169744.810115695
2024-12-12,Arbitrum,285182344.6196243,220874971.88120487,64307372.73841944
2024-12-13,Arbitrum,324766945.86568576,330023050.855548,-5256104.989862263
2024-12-14,Arbitrum,326414519.163084,394904699.5838419,-68490180.42075795
2024-12-15,Arbitrum,273195210.3113509,306681391.7922386,-33486181.48088771
2024-12-16,Arbitrum,411103712.83676004,456861497.2833799,-45757784.44661987
2024-12-17,Arbitrum,320587308.97351414,352031641.9181938,-31444332.944679677
2024-12-18,Arbitrum,431790653.3395802,501155516.6625838,-69364863.32300365
2024-12-19,Arbitrum,409735682.8650498,490861351.24711037,-81125668.38206059
2024-12-20,Arbitrum,426523579.4787552,445076201.8474699,-18552622.36871475
2024-12-21,Arbitrum,284677002.4227846,271453456.4167945,13223546.005990148
2024-12-22,Arbitrum,217492566.3387892,221043219.66840914,-3550653.329619944
2024-12-23,Arbitrum,522393439.66519874,816684780.3557564,-294291340.69055766
2024-12-24,Arbitrum,314621609.24636513,362892049.9706659,-48270440.72430074
2024-12-25,Arbitrum,259593584.8417675,276948305.3462191,-17354720.504451632
2024-12-26,Arbitrum,265537687.7830321,324355787.91668046,-58818100.133648366
2024-12-27,Arbitrum,405320108.85905683,415920417.8056429,-10600308.946586072
2024-12-28,Arbitrum,131243248.66704135,175069527.27774045,-43826278.6106991
2024-12-29,Arbitrum,161736981.48138744,190216915.6481871,-28479934.166799664
2024-12-30,Arbitrum,247640356.43659443,240203440.50975883,7436915.926835597
2024-12-31,Arbitrum,184992965.44951907,213602279.74365073,-28609314.294131666
2025-01-01,Arbitrum,157561625.08360213,171974819.55362135,-14413194.470019221
2025-01-02,Arbitrum,231290792.50449213,197773157.3253225,33517635.179169625
2025-01-03,Arbitrum,211091344.8944287,183263198.36613515,27828146.52829355
2025-01-04,Arbitrum,179142596.51549116,180789548.62935832,-1646952.1138671637
2025-01-05,Arbitrum,146083566.70538026,121760735.44987796,24322831.2555023
2025-01-06,Arbitrum,191662185.56218848,169508609.06756353,22153576.494624943
2025-01-07,Arbitrum,29912461.49789675,34521701.790162235,-4609240.292265486
2025-01-08,Arbitrum,43218400.84343507,39020525.378656656,4197875.464778416
2025-01-09,Arbitrum,131695487.906218,134191214.45456871,-2495726.5483507067
2025-01-10,Arbitrum,68553717.49035403,72817713.16706175,-4263995.676707715
2025-01-11,Arbitrum,105404082.44739646,142634760.27733678,-37230677.82994032
2025-01-12,Arbitrum,225697114.82845673,248388273.54926786,-22691158.72081113
2025-01-13,Arbitrum,553266758.4286256,563510500.9023821,-10243742.473756552
2025-01-14,Arbitrum,204773858.3453894,175547199.89339605,29226658.451993346
2025-01-15,Arbitrum,193150404.13527963,144176626.87416467,48973777.261114955
2025-01-16,Arbitrum,148686376.95619804,144046603.72910786,4639773.22709018
2025-01-17,Arbitrum,318391776.1354721,189688693.07118776,128703083.06428435
2025-01-18,Arbitrum,476174732.9522439,442912684.5510132,33262048.401230752
2025-01-19,Arbitrum,649605925.3439775,549739719.1941108,99866206.1498667
2025-01-20,Arbitrum,457422757.31932044,597642665.5858579,-140219908.26653743
2025-01-21,Arbitrum,341606145.8905522,324413632.4332457,17192513.457306504
2025-01-22,Arbitrum,179482170.32564887,172220240.76998562,7261929.555663258
2025-01-23,Arbitrum,262096457.57474664,374392246.5507526,-112295788.97600594
2025-01-24,Arbitrum,347726479.7895685,1104157877.424456,-756431397.6348875
2025-01-25,Arbitrum,178744891.51527423,160548369.00769666,18196522.50757757
2025-01-26,Arbitrum,135382868.66951326,127294466.60063076,8088402.068882495
2025-01-27,Arbitrum,449252827.9636277,364158897.40887374,85093930.55475396
2025-01-28,Arbitrum,166672144.5469494,166613173.6826707,58970.864278674126
2025-01-29,Arbitrum,121191217.8069711,136027152.82165155,-14835935.014680445
2025-01-30,Arbitrum,239123178.62767497,192537486.64090487,46585691.98677009
2025-01-31,Arbitrum,185008881.6012607,173184757.00325933,11824124.59800136
2025-02-01,Arbitrum,152058159.60122883,189549637.4255937,-37491477.82436487
2025-02-02,Arbitrum,199600964.71153525,239292713.4484773,-39691748.73694205
2025-02-03,Arbitrum,418164771.2240544,439803049.7981709,-21638278.574116528
2025-02-04,Arbitrum,181943338.76634622,177961173.81739646,3982164.9489497542
2025-02-05,Arbitrum,190353376.847259,188156551.59890455,2196825.248354465
2025-02-06,Arbitrum,173789704.57022193,214385668.35799462,-40595963.787772685
2025-02-07,Arbitrum,134280089.92660084,135837948.56428105,-1557858.6376802027
2025-02-08,Arbitrum,99445402.55857548,100457050.04112495,-1011647.4825494736
2025-02-09,Arbitrum,83423976.28922015,91307718.74864782,-7883742.45942767
2025-02-10,Arbitrum,117605039.80245389,135552710.59387848,-17947670.791424587
2025-02-11,Arbitrum,111707649.39736901,132377952.76865172,-20670303.37128271
2025-02-12,Arbitrum,108666594.81615886,98170534.09898338,10496060.717175484
2025-02-13,Arbitrum,139575089.7149712,145845620.89462012,-6270531.179648906
2025-02-14,Arbitrum,205990581.00365695,170868172.75108927,35122408.25256768
2025-02-15,Arbitrum,122086235.88532954,142308832.45206755,-20222596.56673801
2025-02-16,Arbitrum,74082603.40696307,81797711.84664531,-7715108.439682245
2025-02-17,Arbitrum,101185117.3912223,116157106.18532151,-14971988.794099212
2025-02-18,Arbitrum,194990167.99051848,206442295.99842975,-11452128.007911265
2025-02-19,Arbitrum,147306416.77843505,140484765.5905471,6821651.187887937
2025-02-20,Arbitrum,218414847.2762767,194188388.92715332,24226458.34912339
2025-02-21,Arbitrum,238373685.51787883,288840052.35728747,-50466366.839408636
2025-02-22,Arbitrum,150358852.49367604,248546607.47377303,-98187754.980097
2025-02-23,Arbitrum,111361135.49111663,119877293.89331287,-8516158.402196243
2025-02-24,Arbitrum,173168064.6345379,161137380.22972447,12030684.404813439
2025-02-25,Arbitrum,210808863.89864042,285484704.6173187,-74675840.71867827
2025-02-26,Arbitrum,165162905.00177923,161899223.928941,3263681.072838217
2025-02-27,Arbitrum,131054804.1347026,170045556.90156916,-38990752.766866565
2025-02-28,Arbitrum,166321193.8055914,191245658.92813128,-24924465.122539878
2025-03-01,Arbitrum,88149784.09975794,108521701.47168085,-20371917.37192291
2025-03-02,Arbitrum,239180210.0721968,179453797.45692345,59726412.61527336
2025-03-03,Arbitrum,165305623.33823466,167131475.49474528,-1825852.1565106213
2025-03-04,Arbitrum,190913865.95137146,226914568.9226588,-36000702.97128734
2025-03-05,Arbitrum,125265037.40852174,139515974.77069733,-14250937.362175584
2025-03-06,Arbitrum,100202020.61247428,107215391.18135753,-7013370.568883255
2025-03-07,Arbitrum,102630124.79560088,108118007.78425263,-5487882.9886517525
2025-03-08,Arbitrum,80641705.95555428,88193158.32037242,-7551452.364818141
2025-03-09,Arbitrum,120737129.26261522,141784745.17444423,-21047615.91182901
2025-03-10,Arbitrum,191825590.26999593,237727411.97190374,-45901821.70190781
2025-03-11,Arbitrum,173803729.89280805,220652425.71087334,-46848695.818065286
2025-03-12,Arbitrum,193111748.47574374,296926770.58133537,-103815022.10559162
2025-03-13,Arbitrum,85368704.76509836,94164666.08543834,-8795961.320339978
2025-03-14,Arbitrum,170880162.29248536,164509870.9315451,6370291.360940248
2025-03-15,Arbitrum,113281233.61662531,128943591.60358801,-15662357.986962706
2025-03-16,Arbitrum,101702184.43559884,141463636.54426318,-39761452.10866435
2025-03-17,Arbitrum,121946360.04675266,117939144.26071095,4007215.786041707
2025-03-18,Arbitrum,194619196.9984124,189261927.90824822,5357269.090164185
2025-03-19,Arbitrum,203296518.8603432,186382231.8262192,16914287.034123987
2025-03-20,Arbitrum,166442976.3822161,194263140.43284267,-27820164.050626576
2025-03-21,Arbitrum,119544458.3442999,155924605.36332384,-36380147.01902394
2025-03-22,Arbitrum,79900131.70968056,80832423.6272349,-932291.9175543487
2025-03-23,Arbitrum,47953573.35720795,59516595.90972243,-11563022.552514486
2025-03-24,Arbitrum,177495059.70316163,137442769.52972245,40052290.173439175
2025-03-25,Arbitrum,165814678.43237224,117007656.64744098,48807021.78493126
2025-03-26,Arbitrum,263930943.32198018,442568436.64103365,-178637493.31905347
2025-03-27,Arbitrum,177404149.45028636,191804571.06279045,-14400421.612504095
2025-03-28,Arbitrum,164807910.25094748,215182287.84312183,-50374377.59217435
2025-03-29,Arbitrum,121617129.68226036,125550766.28427061,-3933636.60201025
2025-03-30,Arbitrum,88731655.40538558,98597672.03602773,-9866016.630642146
2025-03-31,Arbitrum,155399602.81131685,154733702.34446785,665900.4668489993
2025-04-01,Arbitrum,132085484.48170283,156087263.7366105,-24001779.254907668
2025-04-02,Arbitrum,179279441.26721442,245439937.39237466,-66160496.12516025
2025-04-03,Arbitrum,206814894.86344108,307146315.8018202,-100331420.93837914
2025-04-04,Arbitrum,187346880.85531354,232805468.94338876,-45458588.08807522
2025-04-05,Arbitrum,90455306.40045749,114250391.95756997,-23795085.557112485
2025-04-06,Arbitrum,188235145.36883846,189666333.74740428,-1431188.378565818
2025-04-07,Arbitrum,259906094.2119184,355623084.10043126,-95716989.88851285
2025-04-08,Arbitrum,155931703.46180096,181488992.74973363,-25557289.287932664
2025-04-09,Arbitrum,240490174.22000277,216739268.95772514,23750905.262277633
2025-04-10,Arbitrum,161916879.01814803,191887758.8090233,-29970879.790875256
2025-04-11,Arbitrum,172382372.07163587,206778442.50662264,-34396070.43498677
2025-04-12,Arbitrum,159470619.24632525,169401573.0045089,-9930953.758183658
2025-04-13,Arbitrum,118923093.9156465,135134720.0172204,-16211626.101573914
2025-04-14,Arbitrum,143685067.26274693,164541165.69318646,-20856098.43043953
2025-04-15,Arbitrum,130860761.84907845,142845849.94597432,-11985088.096895874
2025-04-16,Arbitrum,146633286.0002128,179683426.24810955,-33050140.24789676
2025-04-17,Arbitrum,124347826.19544391,149812672.623552,-25464846.42810808
2025-04-18,Arbitrum,94775440.26437268,137660544.41695556,-42885104.152582884
2025-04-19,Arbitrum,85494353.12349124,127846903.45244303,-42352550.32895179
2025-04-20,Arbitrum,86460357.7852034,103782091.4380235,-17321733.652820095
2025-04-21,Arbitrum,143580077.5206041,179070940.00085214,-35490862.480248034
2025-04-22,Arbitrum,204688342.4745961,161599980.13488773,43088362.33970839
2025-04-23,Arbitrum,213033019.01943773,223970436.07079044,-10937417.05135271
2025-04-24,Arbitrum,135949698.95634344,180278034.54800695,-44328335.59166351
2025-04-25,Arbitrum,157163746.112574,149520759.6125433,7642986.500030696
2025-04-26,Arbitrum,124146774.11660777,177429795.74336845,-53283021.62676068
2025-04-27,Arbitrum,95484179.66677502,98797876.98152958,-3313697.3147545606
2025-04-28,Arbitrum,120807803.3590426,136519761.28432587,-15711957.925283268
2025-04-29,Arbitrum,154478643.76522535,175624279.7631721,-21145635.99794674
2025-04-30,Arbitrum,116185698.09162816,145434432.3660521,-29248734.274423927
2025-05-01,Arbitrum,193310182.87030333,209100500.8446216,-15790317.974318266
2025-05-02,Arbitrum,106894960.40563919,112744083.82118416,-5849123.415544972
2025-05-03,Arbitrum,72292961.41773155,101718398.43574902,-29425437.01801747
2025-05-04,Arbitrum,101750327.06212926,134485092.77949005,-32734765.717360795
2025-05-05,Arbitrum,117057172.82803874,160726457.4458693,-43669284.61783056
2025-05-06,Arbitrum,141841758.36994454,203871944.32838318,-62030185.958438635
2025-05-07,Arbitrum,143159144.01157475,193778294.54749927,-50619150.535924524
2025-05-08,Arbitrum,367409675.431333,260657915.3187692,106751760.11256382
2025-05-09,Arbitrum,445558267.65138286,351620229.0064438,93938038.64493906
2025-05-10,Arbitrum,282467598.7646007,225469311.60507667,56998287.15952402
2025-05-11,Arbitrum,215312325.39592892,189031754.69380128,26280570.702127635
2025-05-12,Arbitrum,366666773.98448294,284883768.01359576,81783005.97088718
2025-05-13,Arbitrum,260068255.8286846,263220991.7789482,-3152735.9502635896
2025-05-14,Arbitrum,179235433.5327362,221356972.0684876,-42121538.5357514
2025-05-15,Arbitrum,163624586.26791513,225818679.79042706,-62194093.52251193
2025-05-16,Arbitrum,137649493.67743686,152179883.93499017,-14530390.25755331
2025-05-17,Arbitrum,106879385.33092959,134252678.94752878,-27373293.616599187
2025-05-18,Arbitrum,147185355.05550545,150666460.5555258,-3481105.500020355
2025-05-19,Arbitrum,192526929.50644818,209770582.85370845,-17243653.347260267
2025-05-20,Arbitrum,214646474.29283682,255526639.79191315,-40880165.49907634
2025-05-21,Arbitrum,380304577.03672266,260773524.11203125,119531052.92469141
2025-05-22,Arbitrum,437701215.7816774,386702641.36059684,50998574.42108059
2025-05-23,Arbitrum,449889265.00427,456560099.9743344,-6670834.970064402
2025-05-24,Arbitrum,120383754.78449965,165805729.0245315,-45421974.24003187
2025-05-25,Arbitrum,176679970.11738822,265248338.02558264,-88568367.90819442
2025-05-26,Arbitrum,217829831.5762273,255560766.2466541,-37730934.670426786
2025-05-27,Arbitrum,205064296.28705123,214566076.86287,-9501780.575818777
2025-05-28,Arbitrum,152255192.52260226,169877862.39545625,-17622669.872853994
2025-05-29,Arbitrum,192889490.49121672,249303702.6889483,-56414212.197731584
2025-05-30,Arbitrum,263944250.80655333,380222319.1505765,-116278068.34402314
2025-05-31,Arbitrum,121082442.15976728,184689495.85191312,-63607053.69214584
2025-06-01,Arbitrum,90376556.34295255,113917601.96661516,-23541045.623662606
2025-06-02,Arbitrum,167894699.45081618,184798288.676443,-16903589.225626826
2025-06-03,Arbitrum,206592444.76047483,167280547.09634623,39311897.6641286
2025-06-04,Arbitrum,163937838.75301194,180014285.67255604,-16076446.9195441
2025-06-05,Arbitrum,207068617.2874457,260599338.11655605,-53530720.829110354
2025-06-06,Arbitrum,167283280.88868302,268768215.8358513,-101484934.94716829
2025-06-07,Arbitrum,116976454.92629692,147906111.08075747,-30929656.15446055
2025-06-08,Arbitrum,129506844.43778017,136987833.47176144,-7480989.033981264
2025-06-09,Arbitrum,345543253.7808719,263533906.67815065,82009347.10272127
2025-06-10,Arbitrum,430983973.7133038,378173565.0921063,52810408.62119752
2025-06-11,Arbitrum,312321863.89552975,252532721.0643102,59789142.831219554
2025-06-12,Arbitrum,219710473.41084483,317665310.7155338,-97954837.30468896
2025-06-13,Arbitrum,268110155.9978496,404951421.079572,-136841265.0817224
2025-06-14,Arbitrum,95885061.30111459,190410749.7091209,-94525688.40800631
2025-06-15,Arbitrum,102414356.12189186,109797490.40678133,-7383134.2848894745
2025-06-16,Arbitrum,295603736.2358957,205066268.3418649,90537467.89403078
2025-06-17,Arbitrum,176286783.41347283,232103449.36272514,-55816665.94925231
2025-06-18,Arbitrum,145253881.0014224,172978785.9204098,-27724904.918987393
2025-06-19,Arbitrum,131067765.42953348,120956711.8114836,10111053.618049875
2025-06-20,Arbitrum,595160042.6434052,179187934.05843267,415972108.5849725
2025-06-21,Arbitrum,142512138.01677787,195815382.99509653,-53303244.97831866
2025-06-22,Arbitrum,222668326.48660776,262550035.36352772,-39881708.876919955
2025-06-23,Arbitrum,246864279.0371575,363863372.03775865,-116999093.00060114
2025-06-24,Arbitrum,485066523.19568485,237644687.18767524,247421836.0080096
2025-06-25,Arbitrum,223380489.93862656,135594143.16004404,87786346.77858251
2025-06-26,Arbitrum,241233171.76068977,176653175.48312134,64579996.27756843
2025-06-27,Arbitrum,98810734.89957984,148427543.09440616,-49616808.19482632
2025-06-28,Arbitrum,78067363.06994575,77925829.23303051,141533.8369152397
2025-06-29,Arbitrum,128650648.80933084,160476258.8185123,-31825610.009181455
2025-06-30,Arbitrum,185822634.33209303,220762156.73565137,-34939522.40355834
2025-07-01,Arbitrum,181284185.922746,155454446.50012204,25829739.422623962
2025-07-02,Arbitrum,214479816.37378088,291797708.525417,-77317892.1516361
2025-07-03,Arbitrum,183078607.76647186,182293488.52602944,785119.240442425
2025-07-04,Arbitrum,149422510.89679733,187765779.11597452,-38343268.21917719
2025-07-05,Arbitrum,71947002.01945005,107338455.09549443,-35391453.07604438
