date,chain,peg,total_circulating_usd
2023-09-24,Ethereum,peggedVAR,98820198.0
2023-09-25,Ethereum,peggedVAR,99020284.0
2023-09-26,Ethereum,peggedVAR,99068338.0
2023-09-27,Ethereum,peggedVAR,98714449.0
2023-09-28,Ethereum,peggedVAR,98629527.0
2023-09-29,Ethereum,peggedVAR,98864672.0
2023-09-30,Ethereum,peggedVAR,98494147.0
2023-10-01,Ethereum,peggedVAR,99003997.0
2023-10-02,Ethereum,peggedVAR,99148889.0
2023-10-03,Ethereum,peggedVAR,98384155.0
2023-10-04,Ethereum,peggedVAR,98727000.0
2023-10-05,Ethereum,peggedVAR,99175194.0
2023-10-06,Ethereum,peggedVAR,98325194.0
2023-10-07,Ethereum,peggedVAR,99028389.0
2023-10-08,Ethereum,peggedVAR,99038866.0
2023-10-09,Ethereum,peggedVAR,98399541.0
2023-10-10,Ethereum,peggedVAR,98508897.0
2023-10-11,Ethereum,peggedVAR,98764383.0
2023-10-12,Ethereum,peggedVAR,99019383.0
2023-10-13,Ethereum,peggedVAR,98641759.0
2023-10-14,Ethereum,peggedVAR,98896759.0
2023-10-15,Ethereum,peggedVAR,99298961.0
2023-10-16,Ethereum,peggedVAR,99236759.0
2023-10-17,Ethereum,peggedVAR,99083364.0
2023-10-18,Ethereum,peggedVAR,98788961.0
2023-10-19,Ethereum,peggedVAR,99361163.0
2023-10-20,Ethereum,peggedVAR,97565544.0
2023-10-21,Ethereum,peggedVAR,98019138.0
2023-10-22,Ethereum,peggedVAR,98336831.0
2023-10-23,Ethereum,peggedVAR,98077660.0
2023-10-24,Ethereum,peggedVAR,98407187.0
2023-10-25,Ethereum,peggedVAR,98451016.0
2023-10-26,Ethereum,peggedVAR,98696049.0
2023-10-27,Ethereum,peggedVAR,98214658.0
2023-10-28,Ethereum,peggedVAR,98299658.0
2023-10-29,Ethereum,peggedVAR,97842169.0
2023-10-30,Ethereum,peggedVAR,98015397.0
2023-10-31,Ethereum,peggedVAR,97833671.0
2023-11-01,Ethereum,peggedVAR,97663671.0
2023-11-02,Ethereum,peggedVAR,97681969.0
2023-11-03,Ethereum,peggedVAR,98173671.0
2023-11-04,Ethereum,peggedVAR,97906863.0
2023-11-05,Ethereum,peggedVAR,98495373.0
2023-11-06,Ethereum,peggedVAR,98058565.0
2023-11-07,Ethereum,peggedVAR,97924836.0
2023-11-08,Ethereum,peggedVAR,97888195.0
2023-11-09,Ethereum,peggedVAR,98007848.0
2023-11-10,Ethereum,peggedVAR,98363436.0
2023-11-11,Ethereum,peggedVAR,97648051.0
2023-11-12,Ethereum,peggedVAR,97680861.0
2023-11-13,Ethereum,peggedVAR,97386725.0
2023-11-14,Ethereum,peggedVAR,97573834.0
2023-11-15,Ethereum,peggedVAR,97640225.0
2023-11-16,Ethereum,peggedVAR,97187551.0
2023-11-17,Ethereum,peggedVAR,97346232.0
2023-11-18,Ethereum,peggedVAR,96439875.0
2023-11-19,Ethereum,peggedVAR,96880160.0
2023-11-20,Ethereum,peggedVAR,96964660.0
2023-11-21,Ethereum,peggedVAR,96931345.0
2023-11-22,Ethereum,peggedVAR,96817545.0
2023-11-23,Ethereum,peggedVAR,97442955.0
2023-11-24,Ethereum,peggedVAR,96643094.0
2023-11-25,Ethereum,peggedVAR,97047751.0
2023-11-26,Ethereum,peggedVAR,96456250.0
2023-11-27,Ethereum,peggedVAR,96420563.0
2023-11-28,Ethereum,peggedVAR,96841204.0
2023-11-29,Ethereum,peggedVAR,96815968.0
2023-11-30,Ethereum,peggedVAR,96798530.0
2023-12-01,Ethereum,peggedVAR,96815968.0
2023-12-02,Ethereum,peggedVAR,97059559.0
2023-12-03,Ethereum,peggedVAR,97113533.0
2023-12-04,Ethereum,peggedVAR,97215255.0
2023-12-05,Ethereum,peggedVAR,97456311.0
2023-12-06,Ethereum,peggedVAR,97786787.0
2023-12-07,Ethereum,peggedVAR,97763842.0
2023-12-08,Ethereum,peggedVAR,97846780.0
2023-12-09,Ethereum,peggedVAR,97795285.0
2023-12-10,Ethereum,peggedVAR,97440103.0
2023-12-11,Ethereum,peggedVAR,97240551.0
2023-12-12,Ethereum,peggedVAR,97357973.0
2023-12-13,Ethereum,peggedVAR,97409568.0
2023-12-14,Ethereum,peggedVAR,97578577.0
2023-12-15,Ethereum,peggedVAR,97611486.0
2023-12-16,Ethereum,peggedVAR,97174741.0
2023-12-17,Ethereum,peggedVAR,96853178.0
2023-12-18,Ethereum,peggedVAR,96772664.0
2023-12-19,Ethereum,peggedVAR,96720145.0
2023-12-20,Ethereum,peggedVAR,96742836.0
2023-12-21,Ethereum,peggedVAR,96589112.0
2023-12-22,Ethereum,peggedVAR,96573827.0
2023-12-23,Ethereum,peggedVAR,97211213.0
2023-12-24,Ethereum,peggedVAR,97180643.0
2023-12-25,Ethereum,peggedVAR,96573827.0
2023-12-26,Ethereum,peggedVAR,96673617.0
2023-12-27,Ethereum,peggedVAR,96604898.0
2023-12-28,Ethereum,peggedVAR,97334466.0
2023-12-29,Ethereum,peggedVAR,96681834.0
2023-12-30,Ethereum,peggedVAR,96651206.0
2023-12-31,Ethereum,peggedVAR,96451569.0
2024-01-01,Ethereum,peggedVAR,96436255.0
2024-01-02,Ethereum,peggedVAR,96313299.0
2024-01-03,Ethereum,peggedVAR,96635399.0
2024-01-04,Ethereum,peggedVAR,96336964.0
2024-01-05,Ethereum,peggedVAR,97112195.0
2024-01-06,Ethereum,peggedVAR,96700310.0
2024-01-07,Ethereum,peggedVAR,97119686.0
2024-01-08,Ethereum,peggedVAR,97076152.0
2024-01-09,Ethereum,peggedVAR,95987883.0
2024-01-10,Ethereum,peggedVAR,95818874.0
2024-01-11,Ethereum,peggedVAR,97214560.0
2024-01-12,Ethereum,peggedVAR,96958669.0
2024-01-13,Ethereum,peggedVAR,96886433.0
2024-01-14,Ethereum,peggedVAR,96970934.0
2024-01-15,Ethereum,peggedVAR,97110113.0
2024-01-16,Ethereum,peggedVAR,96804636.0
2024-01-17,Ethereum,peggedVAR,96383628.0
2024-01-18,Ethereum,peggedVAR,96345761.0
2024-01-19,Ethereum,peggedVAR,96910144.0
2024-01-20,Ethereum,peggedVAR,96493559.0
2024-01-21,Ethereum,peggedVAR,96578077.0
2024-01-22,Ethereum,peggedVAR,96888196.0
2024-01-23,Ethereum,peggedVAR,97103238.0
2024-01-24,Ethereum,peggedVAR,96553430.0
2024-01-25,Ethereum,peggedVAR,96822197.0
2024-01-26,Ethereum,peggedVAR,96644141.0
2024-01-27,Ethereum,peggedVAR,97176077.0
2024-01-28,Ethereum,peggedVAR,97076397.0
2024-01-29,Ethereum,peggedVAR,96974446.0
2024-01-30,Ethereum,peggedVAR,96835609.0
2024-01-31,Ethereum,peggedVAR,97202521.0
2024-02-01,Ethereum,peggedVAR,96610895.0
2024-02-02,Ethereum,peggedVAR,96725709.0
2024-02-03,Ethereum,peggedVAR,97305769.0
2024-02-04,Ethereum,peggedVAR,97147296.0
2024-02-05,Ethereum,peggedVAR,97047643.0
2024-02-06,Ethereum,peggedVAR,97300040.0
2024-02-07,Ethereum,peggedVAR,97191809.0
2024-02-08,Ethereum,peggedVAR,97276330.0
2024-02-09,Ethereum,peggedVAR,97345671.0
2024-02-10,Ethereum,peggedVAR,97362878.0
2024-02-11,Ethereum,peggedVAR,97316914.0
2024-02-12,Ethereum,peggedVAR,97130188.0
2024-02-13,Ethereum,peggedVAR,97149315.0
2024-02-14,Ethereum,peggedVAR,97442788.0
2024-02-15,Ethereum,peggedVAR,97597648.0
2024-02-16,Ethereum,peggedVAR,97613787.0
2024-02-17,Ethereum,peggedVAR,97597092.0
2024-02-18,Ethereum,peggedVAR,96900125.0
2024-02-19,Ethereum,peggedVAR,97024901.0
2024-02-20,Ethereum,peggedVAR,97532030.0
2024-02-21,Ethereum,peggedVAR,97940009.0
2024-02-22,Ethereum,peggedVAR,97251818.0
2024-02-23,Ethereum,peggedVAR,97875202.0
2024-02-24,Ethereum,peggedVAR,97843774.0
2024-02-25,Ethereum,peggedVAR,97946014.0
2024-02-26,Ethereum,peggedVAR,97861479.0
2024-02-27,Ethereum,peggedVAR,97982031.0
2024-02-28,Ethereum,peggedVAR,98968671.0
2024-02-29,Ethereum,peggedVAR,98828656.0
2024-03-01,Ethereum,peggedVAR,98786411.0
2024-03-02,Ethereum,peggedVAR,99052009.0
2024-03-03,Ethereum,peggedVAR,98913370.0
2024-03-04,Ethereum,peggedVAR,98908021.0
2024-03-05,Ethereum,peggedVAR,5116740.0
2024-03-06,Ethereum,peggedVAR,97308620.0
2024-03-07,Ethereum,peggedVAR,5269147.0
2024-03-08,Ethereum,peggedVAR,5132584.0
2024-03-09,Ethereum,peggedVAR,97937321.0
2024-03-10,Ethereum,peggedVAR,98338813.0
2024-03-11,Ethereum,peggedVAR,5283477.0
2024-03-12,Ethereum,peggedVAR,5302689.0
2024-03-13,Ethereum,peggedVAR,5383148.0
2024-03-14,Ethereum,peggedVAR,98203679.0
2024-03-15,Ethereum,peggedVAR,106837625.0
2024-03-16,Ethereum,peggedVAR,99210291.0
2024-03-17,Ethereum,peggedVAR,98486773.0
2024-03-18,Ethereum,peggedVAR,99469834.0
2024-03-19,Ethereum,peggedVAR,98489030.0
2024-03-20,Ethereum,peggedVAR,93159889.0
2024-03-21,Ethereum,peggedVAR,100083369.0
2024-03-22,Ethereum,peggedVAR,97403435.0
2024-03-23,Ethereum,peggedVAR,94680681.0
2024-03-24,Ethereum,peggedVAR,95253789.0
2024-03-25,Ethereum,peggedVAR,99250064.0
2024-03-26,Ethereum,peggedVAR,103489284.0
2024-03-27,Ethereum,peggedVAR,103508533.0
2024-03-28,Ethereum,peggedVAR,102700851.0
2024-03-29,Ethereum,peggedVAR,104393215.0
2024-03-30,Ethereum,peggedVAR,102609248.0
2024-03-31,Ethereum,peggedVAR,98397318.0
2024-04-01,Ethereum,peggedVAR,98397318.0
2024-04-02,Ethereum,peggedVAR,98435298.0
2024-04-03,Ethereum,peggedVAR,96451096.0
2024-04-04,Ethereum,peggedVAR,97402026.0
2024-04-05,Ethereum,peggedVAR,100497930.0
2024-04-06,Ethereum,peggedVAR,4990782.0
2024-04-07,Ethereum,peggedVAR,102249385.0
2024-04-08,Ethereum,peggedVAR,101442140.0
2024-04-09,Ethereum,peggedVAR,98074930.0
2024-04-10,Ethereum,peggedVAR,98543716.0
2024-04-11,Ethereum,peggedVAR,104483318.0
2024-04-12,Ethereum,peggedVAR,102758319.0
2024-04-13,Ethereum,peggedVAR,98528369.0
2024-04-14,Ethereum,peggedVAR,94943369.0
2024-04-15,Ethereum,peggedVAR,97490697.0
2024-04-16,Ethereum,peggedVAR,97627682.0
2024-04-17,Ethereum,peggedVAR,98479662.0
2024-04-18,Ethereum,peggedVAR,98487686.0
2024-04-19,Ethereum,peggedVAR,92384032.0
2024-04-20,Ethereum,peggedVAR,93920390.0
2024-04-21,Ethereum,peggedVAR,98490519.0
2024-04-22,Ethereum,peggedVAR,97204907.0
2024-04-23,Ethereum,peggedVAR,4565122.0
2024-04-24,Ethereum,peggedVAR,98469409.0
2024-04-25,Ethereum,peggedVAR,98485522.0
2024-04-26,Ethereum,peggedVAR,94644855.0
2024-04-27,Ethereum,peggedVAR,93258516.0
2024-04-28,Ethereum,peggedVAR,93492234.0
2024-04-29,Ethereum,peggedVAR,92851469.0
2024-04-30,Ethereum,peggedVAR,94253922.0
2024-05-01,Ethereum,peggedVAR,89514529.0
2024-05-02,Ethereum,peggedVAR,86441112.0
2024-05-03,Ethereum,peggedVAR,86842334.0
2024-05-04,Ethereum,peggedVAR,92408938.0
2024-05-05,Ethereum,peggedVAR,4528568.0
2024-05-06,Ethereum,peggedVAR,98486269.0
2024-05-07,Ethereum,peggedVAR,93001362.0
2024-05-08,Ethereum,peggedVAR,93629897.0
2024-05-09,Ethereum,peggedVAR,98486269.0
2024-05-10,Ethereum,peggedVAR,99316415.0
2024-05-11,Ethereum,peggedVAR,98470095.0
2024-05-12,Ethereum,peggedVAR,98487649.0
2024-05-13,Ethereum,peggedVAR,97318980.0
2024-05-14,Ethereum,peggedVAR,98494674.0
2024-05-15,Ethereum,peggedVAR,90542366.0
2024-05-16,Ethereum,peggedVAR,98397604.0
2024-05-17,Ethereum,peggedVAR,95691320.0
2024-05-18,Ethereum,peggedVAR,4473938.0
2024-05-19,Ethereum,peggedVAR,98415465.0
2024-05-20,Ethereum,peggedVAR,97077275.0
2024-05-21,Ethereum,peggedVAR,99280126.0
2024-05-22,Ethereum,peggedVAR,101826902.0
2024-05-23,Ethereum,peggedVAR,4485364.0
2024-05-24,Ethereum,peggedVAR,4481576.0
2024-05-25,Ethereum,peggedVAR,98440158.0
2024-05-26,Ethereum,peggedVAR,98420517.0
2024-05-27,Ethereum,peggedVAR,97589950.0
2024-05-28,Ethereum,peggedVAR,101790860.0
2024-05-29,Ethereum,peggedVAR,100280604.0
2024-05-30,Ethereum,peggedVAR,99389474.0
2024-05-31,Ethereum,peggedVAR,99389474.0
2024-06-01,Ethereum,peggedVAR,99389474.0
2024-06-02,Ethereum,peggedVAR,99373380.0
2024-06-03,Ethereum,peggedVAR,98530053.0
2024-06-04,Ethereum,peggedVAR,102794533.0
2024-06-05,Ethereum,peggedVAR,104471337.0
2024-06-06,Ethereum,peggedVAR,4605853.0
2024-06-07,Ethereum,peggedVAR,98531181.0
2024-06-08,Ethereum,peggedVAR,98502159.0
2024-06-09,Ethereum,peggedVAR,98560830.0
2024-06-10,Ethereum,peggedVAR,98519327.0
2024-06-11,Ethereum,peggedVAR,98535450.0
2024-06-12,Ethereum,peggedVAR,100229190.0
2024-06-13,Ethereum,peggedVAR,97513320.0
2024-06-14,Ethereum,peggedVAR,99376114.0
2024-06-15,Ethereum,peggedVAR,99457764.0
2024-06-16,Ethereum,peggedVAR,98417085.0
2024-06-17,Ethereum,peggedVAR,98404998.0
2024-06-18,Ethereum,peggedVAR,98420553.0
2024-06-19,Ethereum,peggedVAR,101852716.0
2024-06-20,Ethereum,peggedVAR,4503403.0
2024-06-21,Ethereum,peggedVAR,98448979.0
2024-06-22,Ethereum,peggedVAR,98417562.0
2024-06-23,Ethereum,peggedVAR,99391733.0
2024-06-24,Ethereum,peggedVAR,97617037.0
2024-06-25,Ethereum,peggedVAR,98518716.0
2024-06-26,Ethereum,peggedVAR,98517726.0
2024-06-27,Ethereum,peggedVAR,98580856.0
2024-06-28,Ethereum,peggedVAR,99412857.0
2024-06-29,Ethereum,peggedVAR,98532325.0
2024-06-30,Ethereum,peggedVAR,98602496.0
2024-07-01,Ethereum,peggedVAR,98628285.0
2024-07-02,Ethereum,peggedVAR,98553413.0
2024-07-03,Ethereum,peggedVAR,98532592.0
2024-07-04,Ethereum,peggedVAR,100295523.0
2024-07-05,Ethereum,peggedVAR,98664453.0
2024-07-06,Ethereum,peggedVAR,98547732.0
2024-07-07,Ethereum,peggedVAR,99321580.0
2024-07-08,Ethereum,peggedVAR,98517211.0
2024-07-09,Ethereum,peggedVAR,98501427.0
2024-07-10,Ethereum,peggedVAR,98519955.0
2024-07-11,Ethereum,peggedVAR,4487104.0
2024-07-12,Ethereum,peggedVAR,98569163.0
2024-07-13,Ethereum,peggedVAR,98585238.0
2024-07-14,Ethereum,peggedVAR,98554920.0
2024-07-15,Ethereum,peggedVAR,101996648.0
2024-07-16,Ethereum,peggedVAR,108751834.0
2024-07-17,Ethereum,peggedVAR,98566585.0
2024-07-18,Ethereum,peggedVAR,98536063.0
2024-07-19,Ethereum,peggedVAR,98551439.0
2024-07-20,Ethereum,peggedVAR,99414103.0
2024-07-21,Ethereum,peggedVAR,98585016.0
2024-07-22,Ethereum,peggedVAR,97198402.0
2024-07-23,Ethereum,peggedVAR,98569631.0
2024-07-24,Ethereum,peggedVAR,97624918.0
2024-07-25,Ethereum,peggedVAR,98153583.0
2024-07-26,Ethereum,peggedVAR,97349326.0
2024-07-27,Ethereum,peggedVAR,98196729.0
2024-07-28,Ethereum,peggedVAR,97335165.0
2024-07-29,Ethereum,peggedVAR,98245106.0
2024-07-30,Ethereum,peggedVAR,98182567.0
2024-07-31,Ethereum,peggedVAR,96617595.0
2024-08-01,Ethereum,peggedVAR,98285273.0
2024-08-02,Ethereum,peggedVAR,98283811.0
2024-08-03,Ethereum,peggedVAR,98278843.0
2024-08-04,Ethereum,peggedVAR,98274228.0
2024-08-05,Ethereum,peggedVAR,98237771.0
2024-08-06,Ethereum,peggedVAR,99291985.0
2024-08-07,Ethereum,peggedVAR,97598855.0
2024-08-08,Ethereum,peggedVAR,98455903.0
2024-08-09,Ethereum,peggedVAR,103549559.0
2024-08-10,Ethereum,peggedVAR,98443670.0
2024-08-11,Ethereum,peggedVAR,97602319.0
2024-08-12,Ethereum,peggedVAR,100165125.0
2024-08-13,Ethereum,peggedVAR,97623611.0
2024-08-14,Ethereum,peggedVAR,96245005.0
2024-08-15,Ethereum,peggedVAR,96740149.0
2024-08-16,Ethereum,peggedVAR,97660084.0
2024-08-17,Ethereum,peggedVAR,97688354.0
2024-08-18,Ethereum,peggedVAR,97772338.0
2024-08-19,Ethereum,peggedVAR,97677314.0
2024-08-20,Ethereum,peggedVAR,97609707.0
2024-08-21,Ethereum,peggedVAR,97801629.0
2024-08-22,Ethereum,peggedVAR,97691879.0
2024-08-23,Ethereum,peggedVAR,97839204.0
2024-08-24,Ethereum,peggedVAR,97697104.0
2024-08-25,Ethereum,peggedVAR,97650169.0
2024-08-26,Ethereum,peggedVAR,97587176.0
2024-08-27,Ethereum,peggedVAR,97608814.0
2024-08-28,Ethereum,peggedVAR,97801252.0
2024-08-29,Ethereum,peggedVAR,97609275.0
2024-08-30,Ethereum,peggedVAR,97672667.0
2024-08-31,Ethereum,peggedVAR,97628603.0
2024-09-01,Ethereum,peggedVAR,97655361.0
2024-09-02,Ethereum,peggedVAR,97651503.0
2024-09-03,Ethereum,peggedVAR,97738235.0
2024-09-04,Ethereum,peggedVAR,97535670.0
2024-09-05,Ethereum,peggedVAR,97697524.0
2024-09-06,Ethereum,peggedVAR,97740469.0
2024-09-07,Ethereum,peggedVAR,97517826.0
2024-09-08,Ethereum,peggedVAR,97565207.0
2024-09-09,Ethereum,peggedVAR,97585874.0
2024-09-10,Ethereum,peggedVAR,97669207.0
2024-09-11,Ethereum,peggedVAR,97677104.0
2024-09-12,Ethereum,peggedVAR,97899135.0
2024-09-13,Ethereum,peggedVAR,97810875.0
2024-09-14,Ethereum,peggedVAR,97803454.0
2024-09-15,Ethereum,peggedVAR,97825700.0
2024-09-16,Ethereum,peggedVAR,97768990.0
2024-09-17,Ethereum,peggedVAR,97845911.0
2024-09-18,Ethereum,peggedVAR,97878312.0
2024-09-19,Ethereum,peggedVAR,97725390.0
2024-09-20,Ethereum,peggedVAR,97744396.0
2024-09-21,Ethereum,peggedVAR,97844082.0
2024-09-22,Ethereum,peggedVAR,97843546.0
2024-09-23,Ethereum,peggedVAR,97777968.0
2024-09-24,Ethereum,peggedVAR,97926698.0
2024-09-25,Ethereum,peggedVAR,97756480.0
2024-09-26,Ethereum,peggedVAR,97785849.0
2024-09-27,Ethereum,peggedVAR,97915731.0
2024-09-28,Ethereum,peggedVAR,97893725.0
2024-09-29,Ethereum,peggedVAR,97920273.0
2024-09-30,Ethereum,peggedVAR,97951378.0
2024-10-01,Ethereum,peggedVAR,97930507.0
2024-10-02,Ethereum,peggedVAR,97958571.0
2024-10-03,Ethereum,peggedVAR,97841929.0
2024-10-04,Ethereum,peggedVAR,97771264.0
2024-10-05,Ethereum,peggedVAR,97835628.0
2024-10-06,Ethereum,peggedVAR,97808633.0
2024-10-07,Ethereum,peggedVAR,97806460.0
2024-10-08,Ethereum,peggedVAR,97823766.0
2024-10-09,Ethereum,peggedVAR,97796876.0
2024-10-10,Ethereum,peggedVAR,97927152.0
2024-10-11,Ethereum,peggedVAR,97753213.0
2024-10-12,Ethereum,peggedVAR,97866067.0
2024-10-13,Ethereum,peggedVAR,97786007.0
2024-10-14,Ethereum,peggedVAR,97857104.0
2024-10-15,Ethereum,peggedVAR,97893449.0
2024-10-16,Ethereum,peggedVAR,97839469.0
2024-10-17,Ethereum,peggedVAR,97712700.0
2024-10-18,Ethereum,peggedVAR,97885614.0
2024-10-19,Ethereum,peggedVAR,97837053.0
2024-10-20,Ethereum,peggedVAR,97793448.0
2024-10-21,Ethereum,peggedVAR,97864505.0
2024-10-22,Ethereum,peggedVAR,97793550.0
2024-10-23,Ethereum,peggedVAR,98074297.0
2024-10-24,Ethereum,peggedVAR,98300729.0
2024-10-25,Ethereum,peggedVAR,97899568.0
2024-10-26,Ethereum,peggedVAR,97880974.0
2024-10-27,Ethereum,peggedVAR,97778466.0
2024-10-28,Ethereum,peggedVAR,98051582.0
2024-10-29,Ethereum,peggedVAR,97773232.0
2024-10-30,Ethereum,peggedVAR,97861250.0
2024-10-31,Ethereum,peggedVAR,97924323.0
2024-11-01,Ethereum,peggedVAR,97718054.0
2024-11-02,Ethereum,peggedVAR,97746339.0
2024-11-03,Ethereum,peggedVAR,97756077.0
2024-11-04,Ethereum,peggedVAR,97674207.0
2024-11-05,Ethereum,peggedVAR,97629160.0
2024-11-06,Ethereum,peggedVAR,97992846.0
2024-11-07,Ethereum,peggedVAR,97946699.0
2024-11-08,Ethereum,peggedVAR,97827340.0
2024-11-09,Ethereum,peggedVAR,97803256.0
2024-11-10,Ethereum,peggedVAR,97618395.0
2024-11-11,Ethereum,peggedVAR,98126381.0
2024-11-12,Ethereum,peggedVAR,97271863.0
2024-11-13,Ethereum,peggedVAR,97228114.0
2024-11-14,Ethereum,peggedVAR,97657302.0
2024-11-15,Ethereum,peggedVAR,97975519.0
2024-11-16,Ethereum,peggedVAR,97622444.0
2024-11-17,Ethereum,peggedVAR,97743340.0
2024-11-18,Ethereum,peggedVAR,97633468.0
2024-11-19,Ethereum,peggedVAR,97903854.0
2024-11-20,Ethereum,peggedVAR,97688685.0
2024-11-21,Ethereum,peggedVAR,97660424.0
2024-11-22,Ethereum,peggedVAR,97863840.0
2024-11-23,Ethereum,peggedVAR,97746520.0
2024-11-24,Ethereum,peggedVAR,97830431.0
2024-11-25,Ethereum,peggedVAR,97504725.0
2024-11-26,Ethereum,peggedVAR,97805413.0
2024-11-27,Ethereum,peggedVAR,98201210.0
2024-11-28,Ethereum,peggedVAR,97973345.0
2024-11-29,Ethereum,peggedVAR,97998267.0
2024-11-30,Ethereum,peggedVAR,97938901.0
2024-12-01,Ethereum,peggedVAR,98069515.0
2024-12-02,Ethereum,peggedVAR,97704315.0
2024-12-03,Ethereum,peggedVAR,98014703.0
2024-12-04,Ethereum,peggedVAR,97759254.0
2024-12-05,Ethereum,peggedVAR,97136160.0
2024-12-06,Ethereum,peggedVAR,97978870.0
2024-12-07,Ethereum,peggedVAR,98106102.0
2024-12-08,Ethereum,peggedVAR,97973012.0
2024-12-09,Ethereum,peggedVAR,97844852.0
2024-12-10,Ethereum,peggedVAR,97845938.0
2024-12-11,Ethereum,peggedVAR,97863540.0
2024-12-12,Ethereum,peggedVAR,97725878.0
2024-12-13,Ethereum,peggedVAR,97892789.0
2024-12-14,Ethereum,peggedVAR,97899612.0
2024-12-15,Ethereum,peggedVAR,97782653.0
2024-12-16,Ethereum,peggedVAR,97992558.0
2024-12-17,Ethereum,peggedVAR,98024232.0
2024-12-18,Ethereum,peggedVAR,97642002.0
2024-12-19,Ethereum,peggedVAR,98066657.0
2024-12-20,Ethereum,peggedVAR,97838245.0
2024-12-21,Ethereum,peggedVAR,98062968.0
2024-12-22,Ethereum,peggedVAR,97429087.0
2024-12-23,Ethereum,peggedVAR,98021887.0
2024-12-24,Ethereum,peggedVAR,97690921.0
2024-12-25,Ethereum,peggedVAR,98260794.0
2024-12-26,Ethereum,peggedVAR,98236005.0
2024-12-27,Ethereum,peggedVAR,98215695.0
2024-12-28,Ethereum,peggedVAR,98343597.0
2024-12-29,Ethereum,peggedVAR,98298709.0
2024-12-30,Ethereum,peggedVAR,98251553.0
2024-12-31,Ethereum,peggedVAR,98180855.0
2025-01-01,Ethereum,peggedVAR,98185058.0
2025-01-02,Ethereum,peggedVAR,96603709.0
2025-01-03,Ethereum,peggedVAR,96802404.0
2025-01-04,Ethereum,peggedVAR,98247082.0
2025-01-05,Ethereum,peggedVAR,98316898.0
2025-01-06,Ethereum,peggedVAR,98411620.0
2025-01-07,Ethereum,peggedVAR,98298253.0
2025-01-08,Ethereum,peggedVAR,98376780.0
2025-01-09,Ethereum,peggedVAR,98269908.0
2025-01-10,Ethereum,peggedVAR,98237711.0
2025-01-11,Ethereum,peggedVAR,98752605.0
2025-01-12,Ethereum,peggedVAR,98641694.0
2025-01-13,Ethereum,peggedVAR,100239742.0
2025-01-14,Ethereum,peggedVAR,98716497.0
2025-01-15,Ethereum,peggedVAR,98980544.0
2025-01-16,Ethereum,peggedVAR,98775412.0
2025-01-17,Ethereum,peggedVAR,98429050.0
2025-01-18,Ethereum,peggedVAR,98727960.0
2025-01-19,Ethereum,peggedVAR,99285310.0
2025-01-20,Ethereum,peggedVAR,98445166.0
2025-01-21,Ethereum,peggedVAR,98925258.0
2025-01-22,Ethereum,peggedVAR,98514839.0
2025-01-23,Ethereum,peggedVAR,98727725.0
2025-01-24,Ethereum,peggedVAR,98744948.0
2025-01-25,Ethereum,peggedVAR,98795528.0
2025-01-26,Ethereum,peggedVAR,98692560.0
2025-01-27,Ethereum,peggedVAR,100400564.0
2025-01-28,Ethereum,peggedVAR,96503301.0
2025-01-29,Ethereum,peggedVAR,100389721.0
2025-01-30,Ethereum,peggedVAR,96761455.0
2025-01-31,Ethereum,peggedVAR,98698640.0
2025-02-01,Ethereum,peggedVAR,97838991.0
2025-02-02,Ethereum,peggedVAR,96678401.0
2025-02-03,Ethereum,peggedVAR,99599498.0
2025-02-04,Ethereum,peggedVAR,98191469.0
2025-02-05,Ethereum,peggedVAR,98196834.0
2025-02-06,Ethereum,peggedVAR,101525595.0
2025-02-07,Ethereum,peggedVAR,98104854.0
2025-02-08,Ethereum,peggedVAR,99808633.0
2025-02-09,Ethereum,peggedVAR,98970115.0
2025-02-10,Ethereum,peggedVAR,98949586.0
2025-02-11,Ethereum,peggedVAR,98952207.0
2025-02-12,Ethereum,peggedVAR,99810692.0
2025-02-13,Ethereum,peggedVAR,98115708.0
2025-02-14,Ethereum,peggedVAR,99822057.0
2025-02-15,Ethereum,peggedVAR,98116785.0
2025-02-16,Ethereum,peggedVAR,98632573.0
2025-02-17,Ethereum,peggedVAR,97289151.0
2025-02-18,Ethereum,peggedVAR,97937999.0
2025-02-19,Ethereum,peggedVAR,97949951.0
2025-02-20,Ethereum,peggedVAR,98758175.0
2025-02-21,Ethereum,peggedVAR,99559696.0
2025-02-22,Ethereum,peggedVAR,99457109.0
2025-02-23,Ethereum,peggedVAR,96867146.0
2025-02-24,Ethereum,peggedVAR,98624262.0
2025-02-25,Ethereum,peggedVAR,98587736.0
2025-02-26,Ethereum,peggedVAR,99386774.0
2025-02-27,Ethereum,peggedVAR,97689767.0
2025-02-28,Ethereum,peggedVAR,99298852.0
2025-03-01,Ethereum,peggedVAR,98281920.0
2025-03-02,Ethereum,peggedVAR,97435653.0
2025-03-03,Ethereum,peggedVAR,101672274.0
2025-03-04,Ethereum,peggedVAR,98275022.0
2025-03-05,Ethereum,peggedVAR,99127116.0
2025-03-06,Ethereum,peggedVAR,98279687.0
2025-03-07,Ethereum,peggedVAR,98261478.0
2025-03-08,Ethereum,peggedVAR,98263172.0
2025-03-09,Ethereum,peggedVAR,99026166.0
2025-03-10,Ethereum,peggedVAR,96493146.0
2025-03-11,Ethereum,peggedVAR,95126350.0
2025-03-12,Ethereum,peggedVAR,97284272.0
2025-03-13,Ethereum,peggedVAR,98140867.0
