date,chain,peg,total_circulating_usd
2022-07-10,Algorand,peggedEUR,10130.0
2022-07-11,Algorand,peggedEUR,9979.0
2022-07-12,Algorand,peggedEUR,9946.0
2022-07-13,Algorand,peggedEUR,9968.0
2022-07-14,Algorand,peggedEUR,10050.0
2022-07-15,Algorand,peggedEUR,10066.0
2022-07-16,Algorand,peggedEUR,10066.0
2022-07-17,Algorand,peggedEUR,10117.0
2022-07-18,Algorand,peggedEUR,10113.0
2022-07-19,Algorand,peggedEUR,10207.0
2022-07-20,Algorand,peggedEUR,10281.0
2022-07-21,Algorand,peggedEUR,10269.0
2022-07-22,Algorand,peggedEUR,10261.0
2022-07-23,Algorand,peggedEUR,10272.0
2022-07-24,Algorand,peggedEUR,10286.0
2022-07-25,Algorand,peggedEUR,10286.0
2022-07-26,Algorand,peggedEUR,10252.0
2022-07-27,Algorand,peggedEUR,10223.0
2022-07-28,Algorand,peggedEUR,10230.0
2022-07-29,Algorand,peggedEUR,10172.0
2022-07-30,Algorand,peggedEUR,10210.0
2022-07-31,Algorand,peggedEUR,10243.0
2022-08-01,Algorand,peggedEUR,10248.0
2022-08-02,Algorand,peggedEUR,10297.0
2022-08-03,Algorand,peggedEUR,10250.0
2022-08-04,Algorand,peggedEUR,10152.0
2022-08-05,Algorand,peggedEUR,10220.0
2022-08-06,Algorand,peggedEUR,10181.0
2022-08-07,Algorand,peggedEUR,10181.0
2022-08-08,Algorand,peggedEUR,10169.0
2022-08-09,Algorand,peggedEUR,10202.0
2022-08-10,Algorand,peggedEUR,10191.0
2022-08-11,Algorand,peggedEUR,10251.0
2022-08-12,Algorand,peggedEUR,10310.0
2022-08-13,Algorand,peggedEUR,10244.0
2022-08-14,Algorand,peggedEUR,10235.0
2022-08-15,Algorand,peggedEUR,10240.0
2022-08-16,Algorand,peggedEUR,10195.0
2022-08-17,Algorand,peggedEUR,10131.0
2022-08-18,Algorand,peggedEUR,10125.0
2022-08-19,Algorand,peggedEUR,10121.0
2022-08-20,Algorand,peggedEUR,10078.0
2022-08-21,Algorand,peggedEUR,10001.0
2022-08-22,Algorand,peggedEUR,10050.0
2022-08-23,Algorand,peggedEUR,9982.0
2022-08-24,Algorand,peggedEUR,9955.0
2022-08-25,Algorand,peggedEUR,9944.0
2022-08-26,Algorand,peggedEUR,9994.0
2022-08-27,Algorand,peggedEUR,9999.0
2022-08-28,Algorand,peggedEUR,9999.0
2022-08-29,Algorand,peggedEUR,9980.0
2022-08-30,Algorand,peggedEUR,9972.0
2022-08-31,Algorand,peggedEUR,10009.0
2022-09-01,Algorand,peggedEUR,10006.0
2022-09-02,Algorand,peggedEUR,9999.0
2022-09-03,Algorand,peggedEUR,9958.0
2022-09-04,Algorand,peggedEUR,9935.0
2022-09-05,Algorand,peggedEUR,9920.0
2022-09-06,Algorand,peggedEUR,9973.0
2022-09-07,Algorand,peggedEUR,9872.0
2022-09-08,Algorand,peggedEUR,9959.0
2022-09-09,Algorand,peggedEUR,9952.0
2022-09-10,Algorand,peggedEUR,10044.0
2022-09-11,Algorand,peggedEUR,10020.0
2022-09-12,Algorand,peggedEUR,10010.0
2022-09-13,Algorand,peggedEUR,10094.0
2022-09-14,Algorand,peggedEUR,9970.0
2022-09-15,Algorand,peggedEUR,9952.0
2022-09-16,Algorand,peggedEUR,9968.0
2022-09-17,Algorand,peggedEUR,9950.0
2022-09-18,Algorand,peggedEUR,9972.0
2022-09-19,Algorand,peggedEUR,9950.0
2022-09-20,Algorand,peggedEUR,9996.0
2022-09-21,Algorand,peggedEUR,9989.0
2022-09-22,Algorand,peggedEUR,9845.0
2022-09-23,Algorand,peggedEUR,9849.0
2022-09-24,Algorand,peggedEUR,9695.0
2022-09-25,Algorand,peggedEUR,9707.0
2022-09-26,Algorand,peggedEUR,9695.0
2022-09-27,Algorand,peggedEUR,9611.0
2022-09-28,Algorand,peggedEUR,9576.0
2022-09-29,Algorand,peggedEUR,9674.0
2022-09-30,Algorand,peggedEUR,9748.0
2022-10-01,Algorand,peggedEUR,9752.0
2022-10-02,Algorand,peggedEUR,9750.0
2022-10-03,Algorand,peggedEUR,9652.0
2022-10-04,Algorand,peggedEUR,9723.0
2022-10-05,Algorand,peggedEUR,9908.0
2022-10-06,Algorand,peggedEUR,9837.0
2022-10-07,Algorand,peggedEUR,9793.0
2022-10-08,Algorand,peggedEUR,9743.0
2022-10-09,Algorand,peggedEUR,9732.0
2022-10-10,Algorand,peggedEUR,9713.0
2022-10-11,Algorand,peggedEUR,9713.0
2022-10-12,Algorand,peggedEUR,9738.0
2022-10-13,Algorand,peggedEUR,9675.0
2022-10-14,Algorand,peggedEUR,9734.0
2022-10-15,Algorand,peggedEUR,9685.0
2022-10-16,Algorand,peggedEUR,9666.0
2022-10-17,Algorand,peggedEUR,9677.0
2022-10-18,Algorand,peggedEUR,9764.0
2022-10-19,Algorand,peggedEUR,9802.0
2022-10-20,Algorand,peggedEUR,9751.0
2022-10-21,Algorand,peggedEUR,9786.0
2022-10-22,Algorand,peggedEUR,9814.0
2022-10-23,Algorand,peggedEUR,9823.0
2022-10-24,Algorand,peggedEUR,9841.0
2022-10-25,Algorand,peggedEUR,9839.0
2022-10-26,Algorand,peggedEUR,9930.0
2022-10-27,Algorand,peggedEUR,10033.0
2022-10-28,Algorand,peggedEUR,9982.0
2022-10-29,Algorand,peggedEUR,9929.0
2022-10-30,Algorand,peggedEUR,9960.0
2022-10-31,Algorand,peggedEUR,9980.0
2022-11-01,Algorand,peggedEUR,9922.0
2022-11-02,Algorand,peggedEUR,9868.0
2022-11-03,Algorand,peggedEUR,9886.0
2022-11-04,Algorand,peggedEUR,9802.0
2022-11-05,Algorand,peggedEUR,9908.0
2022-11-06,Algorand,peggedEUR,9964.0
2022-11-07,Algorand,peggedEUR,9909.0
2022-11-08,Algorand,peggedEUR,9971.0
2022-11-09,Algorand,peggedEUR,10011.0
2022-11-10,Algorand,peggedEUR,9896.0
2022-11-11,Algorand,peggedEUR,10099.0
2022-11-12,Algorand,peggedEUR,10163.0
2022-11-13,Algorand,peggedEUR,10224.0
2022-11-14,Algorand,peggedEUR,10251.0
2022-11-15,Algorand,peggedEUR,10217.0
2022-11-16,Algorand,peggedEUR,10259.0
2022-11-17,Algorand,peggedEUR,10259.0
2022-11-18,Algorand,peggedEUR,10254.0
2022-11-19,Algorand,peggedEUR,10238.0
2022-11-20,Algorand,peggedEUR,10306.0
2022-11-21,Algorand,peggedEUR,10204.0
2022-11-22,Algorand,peggedEUR,10152.0
2022-11-23,Algorand,peggedEUR,10171.0
2022-11-24,Algorand,peggedEUR,10247.0
2022-11-25,Algorand,peggedEUR,10302.0
2022-11-26,Algorand,peggedEUR,10275.0
2022-11-27,Algorand,peggedEUR,10218.0
2022-11-28,Algorand,peggedEUR,10217.0
2022-11-29,Algorand,peggedEUR,10259.0
2022-11-30,Algorand,peggedEUR,10238.0
2022-12-01,Algorand,peggedEUR,10249.0
2022-12-02,Algorand,peggedEUR,10298.0
2022-12-03,Algorand,peggedEUR,10303.0
2022-12-04,Algorand,peggedEUR,10303.0
2022-12-05,Algorand,peggedEUR,10303.0
2022-12-06,Algorand,peggedEUR,10365.0
2022-12-07,Algorand,peggedEUR,10370.0
2022-12-08,Algorand,peggedEUR,10395.0
2022-12-09,Algorand,peggedEUR,10434.0
2022-12-10,Algorand,peggedEUR,10445.0
2022-12-11,Algorand,peggedEUR,10444.0
2022-12-12,Algorand,peggedEUR,10459.0
2022-12-13,Algorand,peggedEUR,10476.0
2022-12-14,Algorand,peggedEUR,10648.0
2022-12-15,Algorand,peggedEUR,10692.0
2022-12-16,Algorand,peggedEUR,10621.0
2022-12-17,Algorand,peggedEUR,10621.0
2022-12-18,Algorand,peggedEUR,10577.0
2022-12-19,Algorand,peggedEUR,10595.0
2022-12-20,Algorand,peggedEUR,10628.0
2022-12-21,Algorand,peggedEUR,10626.0
2022-12-22,Algorand,peggedEUR,10605.0
2022-12-23,Algorand,peggedEUR,10573.0
2022-12-24,Algorand,peggedEUR,10600.0
2022-12-25,Algorand,peggedEUR,10610.0
2022-12-26,Algorand,peggedEUR,10610.0
2022-12-27,Algorand,peggedEUR,10611.0
2022-12-28,Algorand,peggedEUR,10621.0
2022-12-29,Algorand,peggedEUR,10647.0
2022-12-30,Algorand,peggedEUR,10661.0
2022-12-31,Algorand,peggedEUR,10684.0
2023-01-01,Algorand,peggedEUR,10738.0
2023-01-02,Algorand,peggedEUR,10752.0
2023-01-03,Algorand,peggedEUR,10746.0
2023-01-04,Algorand,peggedEUR,10581.0
2023-01-05,Algorand,peggedEUR,10666.0
2023-01-06,Algorand,peggedEUR,10634.0
2023-01-07,Algorand,peggedEUR,10680.0
2023-01-08,Algorand,peggedEUR,10680.0
2023-01-09,Algorand,peggedEUR,10666.0
2023-01-10,Algorand,peggedEUR,10753.0
2023-01-11,Algorand,peggedEUR,10786.0
2023-01-12,Algorand,peggedEUR,10804.0
2023-01-13,Algorand,peggedEUR,10915.0
2023-01-14,Algorand,peggedEUR,10917.0
2023-01-15,Algorand,peggedEUR,10921.0
2023-01-16,Algorand,peggedEUR,10902.0
2023-01-17,Algorand,peggedEUR,10845.0
2023-01-18,Algorand,peggedEUR,10826.0
2023-01-19,Algorand,peggedEUR,10918.0
2023-01-20,Algorand,peggedEUR,10842.0
2023-01-21,Algorand,peggedEUR,10894.0
2023-01-22,Algorand,peggedEUR,10960.0
2023-01-23,Algorand,peggedEUR,10931.0
2023-01-24,Algorand,peggedEUR,10984.0
2023-01-25,Algorand,peggedEUR,10952.0
2023-01-26,Algorand,peggedEUR,10966.0
2023-01-27,Algorand,peggedEUR,10944.0
2023-01-28,Algorand,peggedEUR,10985.0
2023-01-29,Algorand,peggedEUR,11005.0
2023-01-30,Algorand,peggedEUR,10999.0
2023-01-31,Algorand,peggedEUR,11014.0
2023-02-01,Algorand,peggedEUR,10968.0
2023-02-02,Algorand,peggedEUR,11043.0
2023-02-03,Algorand,peggedEUR,11052.0
2023-02-04,Algorand,peggedEUR,10969.0
2023-02-05,Algorand,peggedEUR,10959.0
2023-02-06,Algorand,peggedEUR,10933.0
2023-02-07,Algorand,peggedEUR,10857.0
2023-02-08,Algorand,peggedEUR,10888.0
2023-02-09,Algorand,peggedEUR,10872.0
2023-02-10,Algorand,peggedEUR,10821.0
2023-02-11,Algorand,peggedEUR,10814.0
2023-02-12,Algorand,peggedEUR,10814.0
2023-02-13,Algorand,peggedEUR,10749.0
2023-02-14,Algorand,peggedEUR,10791.0
2023-02-15,Algorand,peggedEUR,10812.0
2023-02-16,Algorand,peggedEUR,10805.0
2023-02-17,Algorand,peggedEUR,10756.0
2023-02-18,Algorand,peggedEUR,10726.0
2023-02-19,Algorand,peggedEUR,10740.0
2023-02-20,Algorand,peggedEUR,10743.0
2023-02-21,Algorand,peggedEUR,10730.0
2023-02-22,Algorand,peggedEUR,10679.0
2023-02-23,Algorand,peggedEUR,10572.0
2023-02-24,Algorand,peggedEUR,10593.0
2023-02-25,Algorand,peggedEUR,10557.0
2023-02-26,Algorand,peggedEUR,10490.0
2023-02-27,Algorand,peggedEUR,10490.0
2023-02-28,Algorand,peggedEUR,10514.0
2023-03-01,Algorand,peggedEUR,10546.0
2023-03-02,Algorand,peggedEUR,10600.0
2023-03-03,Algorand,peggedEUR,10564.0
2023-03-04,Algorand,peggedEUR,10547.0
2023-03-05,Algorand,peggedEUR,10560.0
2023-03-06,Algorand,peggedEUR,10560.0
2023-03-07,Algorand,peggedEUR,10611.0
2023-03-08,Algorand,peggedEUR,10552.0
2023-03-09,Algorand,peggedEUR,10519.0
2023-03-10,Algorand,peggedEUR,10531.0
2023-03-11,Algorand,peggedEUR,10704.0
2023-03-12,Algorand,peggedEUR,10770.0
2023-03-13,Algorand,peggedEUR,30380.0
2023-03-14,Algorand,peggedEUR,30941.0
2023-03-15,Algorand,peggedEUR,30557.0
2023-03-16,Algorand,peggedEUR,30284.0
2023-03-17,Algorand,peggedEUR,30451.0
2023-03-18,Algorand,peggedEUR,30341.0
2023-03-19,Algorand,peggedEUR,30660.0
2023-03-20,Algorand,peggedEUR,30440.0
2023-03-21,Algorand,peggedEUR,30587.0
2023-03-22,Algorand,peggedEUR,30871.0
2023-03-23,Algorand,peggedEUR,30909.0
2023-03-24,Algorand,peggedEUR,30937.0
2023-03-25,Algorand,peggedEUR,30912.0
2023-03-26,Algorand,peggedEUR,30934.0
2023-03-27,Algorand,peggedEUR,30668.0
2023-03-28,Algorand,peggedEUR,30942.0
2023-03-29,Algorand,peggedEUR,30737.0
2023-03-30,Algorand,peggedEUR,30685.0
2023-03-31,Algorand,peggedEUR,19469.0
2023-04-01,Algorand,peggedEUR,19417.0
2023-04-02,Algorand,peggedEUR,19492.0
2023-04-03,Algorand,peggedEUR,19465.0
2023-04-04,Algorand,peggedEUR,19482.0
2023-04-05,Algorand,peggedEUR,19534.0
2023-04-06,Algorand,peggedEUR,19520.0
2023-04-07,Algorand,peggedEUR,19515.0
2023-04-08,Algorand,peggedEUR,19533.0
2023-04-09,Algorand,peggedEUR,19648.0
2023-04-10,Algorand,peggedEUR,19538.0
2023-04-11,Algorand,peggedEUR,19459.0
2023-04-12,Algorand,peggedEUR,19143.0
2023-04-13,Algorand,peggedEUR,19554.0
2023-04-14,Algorand,peggedEUR,19669.0
2023-04-15,Algorand,peggedEUR,19629.0
2023-04-16,Algorand,peggedEUR,19659.0
2023-04-17,Algorand,peggedEUR,19748.0
2023-04-18,Algorand,peggedEUR,19658.0
2023-04-19,Algorand,peggedEUR,19611.0
2023-04-20,Algorand,peggedEUR,19524.0
2023-04-21,Algorand,peggedEUR,19575.0
2023-04-22,Algorand,peggedEUR,19639.0
2023-04-23,Algorand,peggedEUR,19602.0
2023-04-24,Algorand,peggedEUR,19641.0
2023-04-25,Algorand,peggedEUR,19769.0
2023-04-26,Algorand,peggedEUR,19610.0
2023-04-27,Algorand,peggedEUR,19643.0
2023-04-28,Algorand,peggedEUR,19848.0
2023-04-29,Algorand,peggedEUR,19748.0
2023-04-30,Algorand,peggedEUR,19645.0
2023-05-01,Algorand,peggedEUR,19669.0
2023-05-02,Algorand,peggedEUR,19597.0
2023-05-03,Algorand,peggedEUR,19669.0
2023-05-04,Algorand,peggedEUR,19769.0
2023-05-05,Algorand,peggedEUR,19669.0
2023-05-06,Algorand,peggedEUR,19748.0
2023-05-07,Algorand,peggedEUR,19649.0
2023-05-08,Algorand,peggedEUR,19669.0
2023-05-09,Algorand,peggedEUR,19641.0
2023-05-10,Algorand,peggedEUR,19621.0
2023-05-11,Algorand,peggedEUR,19625.0
2023-05-12,Algorand,peggedEUR,19546.0
2023-05-13,Algorand,peggedEUR,19429.0
2023-05-14,Algorand,peggedEUR,19489.0
2023-05-15,Algorand,peggedEUR,19378.0
2023-05-16,Algorand,peggedEUR,19362.0
2023-05-17,Algorand,peggedEUR,19307.0
2023-05-18,Algorand,peggedEUR,19405.0
2023-05-19,Algorand,peggedEUR,19232.0
2023-05-20,Algorand,peggedEUR,19158.0
2023-05-21,Algorand,peggedEUR,19333.0
2023-05-22,Algorand,peggedEUR,19348.0
2023-05-23,Algorand,peggedEUR,19343.0
2023-05-24,Algorand,peggedEUR,19226.0
2023-05-25,Algorand,peggedEUR,19018.0
2023-05-26,Algorand,peggedEUR,19204.0
2023-05-27,Algorand,peggedEUR,19138.0
2023-05-28,Algorand,peggedEUR,19168.0
2023-05-29,Algorand,peggedEUR,19133.0
2023-05-30,Algorand,peggedEUR,19076.0
2023-05-31,Algorand,peggedEUR,19141.0
2023-06-01,Algorand,peggedEUR,19120.0
2023-06-02,Algorand,peggedEUR,19115.0
2023-06-03,Algorand,peggedEUR,19121.0
2023-06-04,Algorand,peggedEUR,19152.0
2023-06-05,Algorand,peggedEUR,19107.0
2023-06-06,Algorand,peggedEUR,19117.0
2023-06-07,Algorand,peggedEUR,19129.0
2023-06-08,Algorand,peggedEUR,19113.0
2023-06-09,Algorand,peggedEUR,19230.0
2023-06-10,Algorand,peggedEUR,19194.0
2023-06-11,Algorand,peggedEUR,19188.0
2023-06-12,Algorand,peggedEUR,19192.0
2023-06-13,Algorand,peggedEUR,19194.0
2023-06-14,Algorand,peggedEUR,19236.0
2023-06-15,Algorand,peggedEUR,19291.0
2023-06-16,Algorand,peggedEUR,19397.0
2023-06-17,Algorand,peggedEUR,19472.0
2023-06-18,Algorand,peggedEUR,19321.0
2023-06-19,Algorand,peggedEUR,19512.0
2023-06-20,Algorand,peggedEUR,19447.0
2023-06-21,Algorand,peggedEUR,19456.0
2023-06-22,Algorand,peggedEUR,19592.0
2023-06-23,Algorand,peggedEUR,19321.0
2023-06-24,Algorand,peggedEUR,19488.0
2023-06-25,Algorand,peggedEUR,19480.0
2023-06-26,Algorand,peggedEUR,19269.0
2023-06-27,Algorand,peggedEUR,19508.0
2023-06-28,Algorand,peggedEUR,19556.0
2023-06-29,Algorand,peggedEUR,19494.0
2023-06-30,Algorand,peggedEUR,19527.0
2023-07-01,Algorand,peggedEUR,19528.0
2023-07-02,Algorand,peggedEUR,19500.0
2023-07-03,Algorand,peggedEUR,19474.0
2023-07-04,Algorand,peggedEUR,19510.0
2023-07-05,Algorand,peggedEUR,19490.0
2023-07-06,Algorand,peggedEUR,19366.0
2023-07-07,Algorand,peggedEUR,19379.0
2023-07-08,Algorand,peggedEUR,19439.0
2023-07-09,Algorand,peggedEUR,19455.0
2023-07-10,Algorand,peggedEUR,19445.0
2023-07-11,Algorand,peggedEUR,19593.0
2023-07-12,Algorand,peggedEUR,19494.0
2023-07-13,Algorand,peggedEUR,19706.0
2023-07-14,Algorand,peggedEUR,20027.0
2023-07-15,Algorand,peggedEUR,19827.0
2023-07-16,Algorand,peggedEUR,19927.0
2023-07-17,Algorand,peggedEUR,20027.0
2023-07-18,Algorand,peggedEUR,19191.0
2023-07-19,Algorand,peggedEUR,20499.0
2023-07-20,Algorand,peggedEUR,20027.0
2023-07-21,Algorand,peggedEUR,19927.0
2023-07-22,Algorand,peggedEUR,19848.0
2023-07-23,Algorand,peggedEUR,19848.0
2023-07-24,Algorand,peggedEUR,19848.0
2023-07-25,Algorand,peggedEUR,19769.0
2023-07-26,Algorand,peggedEUR,19669.0
2023-07-27,Algorand,peggedEUR,19848.0
2023-07-28,Algorand,peggedEUR,19639.0
2023-07-29,Algorand,peggedEUR,19645.0
2023-07-30,Algorand,peggedEUR,19669.0
2023-07-31,Algorand,peggedEUR,19651.0
2023-08-01,Algorand,peggedEUR,19659.0
2023-08-02,Algorand,peggedEUR,19827.0
2023-08-03,Algorand,peggedEUR,19527.0
2023-08-04,Algorand,peggedEUR,19513.0
2023-08-05,Algorand,peggedEUR,19637.0
2023-08-06,Algorand,peggedEUR,19669.0
2023-08-07,Algorand,peggedEUR,19582.0
2023-08-08,Algorand,peggedEUR,19519.0
2023-08-09,Algorand,peggedEUR,19769.0
2023-08-10,Algorand,peggedEUR,19421.0
2023-08-11,Algorand,peggedEUR,19525.0
2023-08-12,Algorand,peggedEUR,19678.0
2023-08-13,Algorand,peggedEUR,19566.0
2023-08-14,Algorand,peggedEUR,19562.0
2023-08-15,Algorand,peggedEUR,19492.0
2023-08-16,Algorand,peggedEUR,19461.0
2023-08-17,Algorand,peggedEUR,19407.0
2023-08-18,Algorand,peggedEUR,19397.0
2023-08-19,Algorand,peggedEUR,19421.0
2023-08-20,Algorand,peggedEUR,19357.0
2023-08-21,Algorand,peggedEUR,19505.0
2023-08-22,Algorand,peggedEUR,19486.0
2023-08-23,Algorand,peggedEUR,19387.0
2023-08-24,Algorand,peggedEUR,19376.0
2023-08-25,Algorand,peggedEUR,19310.0
2023-08-26,Algorand,peggedEUR,19256.0
2023-08-27,Algorand,peggedEUR,19254.0
2023-08-28,Algorand,peggedEUR,19318.0
2023-08-29,Algorand,peggedEUR,19369.0
2023-08-30,Algorand,peggedEUR,19767.0
2023-08-31,Algorand,peggedEUR,19479.0
2023-09-01,Algorand,peggedEUR,19414.0
2023-09-02,Algorand,peggedEUR,19266.0
2023-09-03,Algorand,peggedEUR,19304.0
2023-09-04,Algorand,peggedEUR,19348.0
2023-09-05,Algorand,peggedEUR,19203.0
2023-09-06,Algorand,peggedEUR,19170.0
2023-09-07,Algorand,peggedEUR,19240.0
2023-09-08,Algorand,peggedEUR,19138.0
2023-09-09,Algorand,peggedEUR,19173.0
2023-09-10,Algorand,peggedEUR,19157.0
2023-09-11,Algorand,peggedEUR,19240.0
2023-09-12,Algorand,peggedEUR,19127.0
2023-09-13,Algorand,peggedEUR,19068.0
2023-09-14,Algorand,peggedEUR,19090.0
2023-09-15,Algorand,peggedEUR,19057.0
2023-09-16,Algorand,peggedEUR,19026.0
2023-09-17,Algorand,peggedEUR,19063.0
2023-09-18,Algorand,peggedEUR,19227.0
2023-09-19,Algorand,peggedEUR,19075.0
2023-09-20,Algorand,peggedEUR,19080.0
2023-09-21,Algorand,peggedEUR,19036.0
2023-09-22,Algorand,peggedEUR,18693.0
2023-09-23,Algorand,peggedEUR,18990.0
2023-09-24,Algorand,peggedEUR,19354.0
2023-09-25,Algorand,peggedEUR,19334.0
2023-09-26,Algorand,peggedEUR,18920.0
2023-09-27,Algorand,peggedEUR,18909.0
2023-09-28,Algorand,peggedEUR,18844.0
2023-09-29,Algorand,peggedEUR,18868.0
2023-09-30,Algorand,peggedEUR,18864.0
2023-10-01,Algorand,peggedEUR,19184.0
2023-10-02,Algorand,peggedEUR,18910.0
2023-10-03,Algorand,peggedEUR,18708.0
2023-10-04,Algorand,peggedEUR,18736.0
2023-10-05,Algorand,peggedEUR,18831.0
2023-10-06,Algorand,peggedEUR,18916.0
2023-10-07,Algorand,peggedEUR,18936.0
2023-10-08,Algorand,peggedEUR,18791.0
2023-10-09,Algorand,peggedEUR,18940.0
2023-10-10,Algorand,peggedEUR,18926.0
2023-10-11,Algorand,peggedEUR,18946.0
2023-10-12,Algorand,peggedEUR,18942.0
2023-10-13,Algorand,peggedEUR,18930.0
2023-10-14,Algorand,peggedEUR,18763.0
2023-10-15,Algorand,peggedEUR,18759.0
2023-10-16,Algorand,peggedEUR,18844.0
2023-10-17,Algorand,peggedEUR,18866.0
2023-10-18,Algorand,peggedEUR,18869.0
2023-10-19,Algorand,peggedEUR,18839.0
2023-10-20,Algorand,peggedEUR,19005.0
2023-10-21,Algorand,peggedEUR,19472.0
2023-10-22,Algorand,peggedEUR,19265.0
2023-10-23,Algorand,peggedEUR,19113.0
2023-10-24,Algorand,peggedEUR,19069.0
2023-10-25,Algorand,peggedEUR,18974.0
2023-10-26,Algorand,peggedEUR,19212.0
2023-10-27,Algorand,peggedEUR,18970.0
2023-10-28,Algorand,peggedEUR,18904.0
2023-10-29,Algorand,peggedEUR,18892.0
2023-10-30,Algorand,peggedEUR,19168.0
2023-10-31,Algorand,peggedEUR,18894.0
2023-11-01,Algorand,peggedEUR,18884.0
2023-11-02,Algorand,peggedEUR,18884.0
2023-11-03,Algorand,peggedEUR,18997.0
2023-11-04,Algorand,peggedEUR,19156.0
2023-11-05,Algorand,peggedEUR,19326.0
2023-11-06,Algorand,peggedEUR,19289.0
2023-11-07,Algorand,peggedEUR,19533.0
2023-11-08,Algorand,peggedEUR,19517.0
2023-11-09,Algorand,peggedEUR,40501.0
2023-11-10,Algorand,peggedEUR,40304.0
2023-11-11,Algorand,peggedEUR,40312.0
2023-11-12,Algorand,peggedEUR,40334.0
2023-11-13,Algorand,peggedEUR,40465.0
2023-11-14,Algorand,peggedEUR,40465.0
2023-11-15,Algorand,peggedEUR,41017.0
2023-11-16,Algorand,peggedEUR,35654.0
2023-11-17,Algorand,peggedEUR,35740.0
2023-11-18,Algorand,peggedEUR,35832.0
2023-11-19,Algorand,peggedEUR,35823.0
2023-11-20,Algorand,peggedEUR,35743.0
2023-11-21,Algorand,peggedEUR,35981.0
2023-11-22,Algorand,peggedEUR,35907.0
2023-11-23,Algorand,peggedEUR,35726.0
2023-11-24,Algorand,peggedEUR,35817.0
2023-11-25,Algorand,peggedEUR,35924.0
2023-11-26,Algorand,peggedEUR,35889.0
2023-11-27,Algorand,peggedEUR,35940.0
2023-11-28,Algorand,peggedEUR,35997.0
2023-11-29,Algorand,peggedEUR,36072.0
2023-11-30,Algorand,peggedEUR,79935.0
2023-12-01,Algorand,peggedEUR,79318.0
2023-12-02,Algorand,peggedEUR,79245.0
2023-12-03,Algorand,peggedEUR,79253.0
2023-12-04,Algorand,peggedEUR,79359.0
2023-12-05,Algorand,peggedEUR,78841.0
2023-12-06,Algorand,peggedEUR,78493.0
2023-12-07,Algorand,peggedEUR,132244.0
2023-12-08,Algorand,peggedEUR,132434.0
2023-12-09,Algorand,peggedEUR,132173.0
2023-12-10,Algorand,peggedEUR,132319.0
2023-12-11,Algorand,peggedEUR,130570.0
2023-12-12,Algorand,peggedEUR,131645.0
2023-12-13,Algorand,peggedEUR,132188.0
2023-12-14,Algorand,peggedEUR,133655.0
2023-12-15,Algorand,peggedEUR,134808.0
2023-12-16,Algorand,peggedEUR,134162.0
2023-12-17,Algorand,peggedEUR,134115.0
2023-12-18,Algorand,peggedEUR,134178.0
2023-12-19,Algorand,peggedEUR,134254.0
2023-12-20,Algorand,peggedEUR,134578.0
2023-12-21,Algorand,peggedEUR,134654.0
2023-12-22,Algorand,peggedEUR,134800.0
2023-12-23,Algorand,peggedEUR,135145.0
2023-12-24,Algorand,peggedEUR,135054.0
2023-12-25,Algorand,peggedEUR,135007.0
2023-12-26,Algorand,peggedEUR,134931.0
2023-12-27,Algorand,peggedEUR,135114.0
2023-12-28,Algorand,peggedEUR,136398.0
2023-12-29,Algorand,peggedEUR,135248.0
2023-12-30,Algorand,peggedEUR,135169.0
2023-12-31,Algorand,peggedEUR,134709.0
2024-01-01,Algorand,peggedEUR,135169.0
2024-01-02,Algorand,peggedEUR,135169.0
2024-01-03,Algorand,peggedEUR,134301.0
2024-01-04,Algorand,peggedEUR,133564.0
2024-01-05,Algorand,peggedEUR,134547.0
2024-01-06,Algorand,peggedEUR,134392.0
2024-01-07,Algorand,peggedEUR,134424.0
2024-01-08,Algorand,peggedEUR,134301.0
2024-01-09,Algorand,peggedEUR,134507.0
2024-01-10,Algorand,peggedEUR,133932.0
2024-01-11,Algorand,peggedEUR,134499.0
2024-01-12,Algorand,peggedEUR,134562.0
2024-01-13,Algorand,peggedEUR,134309.0
2024-01-14,Algorand,peggedEUR,134186.0
2024-01-15,Algorand,peggedEUR,134432.0
2024-01-16,Algorand,peggedEUR,134432.0
2024-01-17,Algorand,peggedEUR,133587.0
2024-01-18,Algorand,peggedEUR,133710.0
2024-01-19,Algorand,peggedEUR,187749.0
2024-01-20,Algorand,peggedEUR,187898.0
2024-01-21,Algorand,peggedEUR,188550.0
2024-01-22,Algorand,peggedEUR,188079.0
2024-01-23,Algorand,peggedEUR,187851.0
2024-01-24,Algorand,peggedEUR,241611.0
2024-01-25,Algorand,peggedEUR,242248.0
2024-01-26,Algorand,peggedEUR,241404.0
2024-01-27,Algorand,peggedEUR,241818.0
2024-01-28,Algorand,peggedEUR,241794.0
2024-01-29,Algorand,peggedEUR,241834.0
2024-01-30,Algorand,peggedEUR,241380.0
2024-01-31,Algorand,peggedEUR,8551.0
2024-02-01,Algorand,peggedEUR,8496.0
2024-02-02,Algorand,peggedEUR,241594.0
2024-02-03,Algorand,peggedEUR,240057.0
2024-02-04,Algorand,peggedEUR,240010.0
2024-02-05,Algorand,peggedEUR,240886.0
2024-02-06,Algorand,peggedEUR,240663.0
2024-02-07,Algorand,peggedEUR,236869.0
2024-02-08,Algorand,peggedEUR,237735.0
2024-02-09,Algorand,peggedEUR,237950.0
2024-02-10,Algorand,peggedEUR,237735.0
2024-02-11,Algorand,peggedEUR,238181.0
