asset,date,price_usd,market_cap,volume_24h
bitcoin,2023-01-26,23009.65,,6664592468.337928
bitcoin,2023-01-27,23074.16,,6461707755.053915
bitcoin,2023-01-28,23022.6,,3408985411.316586
bitcoin,2023-01-29,23742.3,,6941922954.136406
bitcoin,2023-01-30,22826.15,,7020727239.059652
bitcoin,2023-01-31,23125.13,,6083858924.538486
bitcoin,2023-02-01,23732.66,,7212542002.325099
bitcoin,2023-02-02,23488.94,,8673696845.80511
bitcoin,2023-02-03,23431.9,,7806490899.914181
bitcoin,2023-02-04,23326.84,,3886777607.796051
bitcoin,2023-02-05,22932.91,,4842463016.833934
bitcoin,2023-02-06,22762.52,,6076050768.117038
bitcoin,2023-02-07,23240.46,,7085929136.456849
bitcoin,2023-02-08,22963.0,,6457585647.820655
bitcoin,2023-02-09,21796.35,,9052973327.197163
bitcoin,2023-02-10,21625.19,,7369456394.906654
bitcoin,2023-02-11,21862.55,,3842000897.7975802
bitcoin,2023-02-12,21783.54,,4469822441.4372015
bitcoin,2023-02-13,21773.97,,6404813758.2696295
bitcoin,2023-02-14,22199.84,,7938385476.792084
bitcoin,2023-02-15,24324.05,,8604133693.663172
bitcoin,2023-02-16,23517.72,,11074988148.779009
bitcoin,2023-02-17,24569.97,,11968532252.05733
bitcoin,2023-02-18,24631.95,,5339920389.516133
bitcoin,2023-02-19,24271.76,,7408745406.624344
bitcoin,2023-02-20,24842.2,,8561226688.07291
bitcoin,2023-02-21,24452.16,,9280992344.428871
bitcoin,2023-02-22,24182.21,,9101745945.990707
bitcoin,2023-02-23,23940.2,,9596083721.512953
bitcoin,2023-02-24,23185.29,,8087524100.39044
bitcoin,2023-02-25,23157.07,,4406286300.272117
bitcoin,2023-02-26,23554.85,,4716158181.22559
bitcoin,2023-02-27,23492.09,,6659785788.329373
bitcoin,2023-02-28,23141.57,,6172930936.037334
bitcoin,2023-03-01,23628.97,,7441571085.495408
bitcoin,2023-03-02,23465.32,,5603770010.239548
bitcoin,2023-03-03,22354.34,,7167184765.7436495
bitcoin,2023-03-04,22346.57,,2706422995.680256
bitcoin,2023-03-05,22430.24,,3473011455.1879516
bitcoin,2023-03-06,22410.0,,4569102169.185691
bitcoin,2023-03-07,22197.96,,6517594938.246053
bitcoin,2023-03-08,21705.44,,6641171704.242421
bitcoin,2023-03-09,20362.22,,9403028764.707773
bitcoin,2023-03-10,20150.69,,12344992788.912497
bitcoin,2023-03-11,20455.73,,8651590672.468525
bitcoin,2023-03-12,21997.11,,8982418413.80114
bitcoin,2023-03-13,24113.48,,15824996078.605639
bitcoin,2023-03-14,24670.41,,17465307097.884075
bitcoin,2023-03-15,24285.66,,14291005743.897852
bitcoin,2023-03-16,24998.78,,10847330151.941006
bitcoin,2023-03-17,27395.13,,16476681071.24338
bitcoin,2023-03-18,26907.49,,10135945069.64263
bitcoin,2023-03-19,27972.87,,10264707987.594164
bitcoin,2023-03-20,27717.01,,13300424536.514921
bitcoin,2023-03-21,28105.47,,11760492716.33759
bitcoin,2023-03-22,27250.97,,6272099822.449624
bitcoin,2023-03-23,28295.41,,3591123573.1149583
bitcoin,2023-03-24,27454.47,,2403443392.0273013
bitcoin,2023-03-25,27462.95,,1397227639.2141378
bitcoin,2023-03-26,27968.05,,1380973402.9961205
bitcoin,2023-03-27,27124.91,,2407130888.034605
bitcoin,2023-03-28,27261.07,,2124533606.765556
bitcoin,2023-03-29,28348.6,,2519887866.2111588
bitcoin,2023-03-30,28028.53,,2808471938.6424427
bitcoin,2023-03-31,28465.36,,2203253311.777351
bitcoin,2023-04-01,28452.73,,860804237.452269
bitcoin,2023-04-02,28171.87,,1053600933.0676805
bitcoin,2023-04-03,27800.0,,2214361048.7823668
bitcoin,2023-04-04,28165.47,,1397141464.875036
bitcoin,2023-04-05,28170.01,,1721098539.0660567
bitcoin,2023-04-06,28033.82,,1122713087.5561826
bitcoin,2023-04-07,27906.33,,691323748.9286413
bitcoin,2023-04-08,27938.38,,545324518.6860754
bitcoin,2023-04-09,28323.76,,913915923.6951957
bitcoin,2023-04-10,29637.34,,1955300943.1708305
bitcoin,2023-04-11,30200.42,,2046078278.0821176
bitcoin,2023-04-12,29888.07,,1863497606.1415303
bitcoin,2023-04-13,30373.84,,1571091101.1299672
bitcoin,2023-04-14,30466.93,,2323267494.38023
bitcoin,2023-04-15,30295.09,,772211097.614016
bitcoin,2023-04-16,30304.65,,801322926.1525651
bitcoin,2023-04-17,29430.27,,1675287761.4330356
bitcoin,2023-04-18,30380.01,,1861001491.9786973
bitcoin,2023-04-19,28797.1,,2541283888.303447
bitcoin,2023-04-20,28243.65,,2198854031.424746
bitcoin,2023-04-21,27262.84,,2164667611.9354606
bitcoin,2023-04-22,27816.85,,989379475.3218232
bitcoin,2023-04-23,27590.6,,959389698.7572551
bitcoin,2023-04-24,27510.93,,1458406515.6404214
bitcoin,2023-04-25,28300.79,,1446329375.242731
bitcoin,2023-04-26,28415.29,,3719701461.9091635
bitcoin,2023-04-27,29472.77,,2784859692.3646197
bitcoin,2023-04-28,29311.7,,1590683771.6681979
bitcoin,2023-04-29,29230.45,,599466910.0466621
bitcoin,2023-04-30,29233.21,,1172155267.8761897
bitcoin,2023-05-01,28068.26,,1828221138.9544399
bitcoin,2023-05-02,28669.86,,1441733922.0116444
bitcoin,2023-05-03,29026.16,,1845961218.8432436
bitcoin,2023-05-04,28838.16,,1233816136.1606576
bitcoin,2023-05-05,29505.61,,1709786814.901134
bitcoin,2023-05-06,28848.2,,1429517892.780502
bitcoin,2023-05-07,28430.1,,865838535.326382
bitcoin,2023-05-08,27668.79,,1903052694.6684127
bitcoin,2023-05-09,27628.27,,1106923908.305847
bitcoin,2023-05-10,27598.75,,1971173412.435502
bitcoin,2023-05-11,26968.62,,1295799109.011004
bitcoin,2023-05-12,26795.01,,1777052127.731093
bitcoin,2023-05-13,26775.28,,612062852.0866882
bitcoin,2023-05-14,26917.62,,580801698.0002693
bitcoin,2023-05-15,27162.14,,1104633264.131574
bitcoin,2023-05-16,27033.84,,900273404.6010331
bitcoin,2023-05-17,27405.61,,1159714527.6352634
bitcoin,2023-05-18,26821.28,,1330745572.6946373
bitcoin,2023-05-19,26880.26,,772864757.1633048
bitcoin,2023-05-20,27102.43,,389225653.7451669
bitcoin,2023-05-21,26747.78,,575213570.2794422
bitcoin,2023-05-22,26849.27,,709594996.7242744
bitcoin,2023-05-23,27219.61,,1054565781.6023751
bitcoin,2023-05-24,26329.01,,1442636235.4543552
bitcoin,2023-05-25,26473.79,,984117789.7017612
bitcoin,2023-05-26,26705.92,,932817724.59401
bitcoin,2023-05-27,26854.27,,403337263.0344908
bitcoin,2023-05-28,28065.0,,1205762341.9704952
bitcoin,2023-05-29,27736.4,,1182678581.634669
bitcoin,2023-05-30,27694.4,,908653906.0072742
bitcoin,2023-05-31,27210.35,,1265952178.7798684
bitcoin,2023-06-01,26817.93,,1055132509.8658342
bitcoin,2023-06-02,27242.59,,983857061.6408418
bitcoin,2023-06-03,27069.22,,450588672.4704081
bitcoin,2023-06-04,27115.21,,523747237.4389696
bitcoin,2023-06-05,25728.2,,1722665798.0920303
bitcoin,2023-06-06,27230.08,,1797636024.0812125
bitcoin,2023-06-07,26339.34,,1589291467.5372329
bitcoin,2023-06-08,26498.61,,823023638.236875
bitcoin,2023-06-09,26477.81,,741158215.0539023
bitcoin,2023-06-10,25841.21,,1673795235.4008923
bitcoin,2023-06-11,25925.55,,776111471.8669971
bitcoin,2023-06-12,25905.19,,773303698.8633221
bitcoin,2023-06-13,25934.25,,1068985236.5126554
bitcoin,2023-06-14,25128.6,,1152808416.919793
bitcoin,2023-06-15,25598.49,,1224436974.8502872
bitcoin,2023-06-16,26345.0,,1335158158.639614
bitcoin,2023-06-17,26516.99,,738491809.8811625
bitcoin,2023-06-18,26339.97,,571013013.8553362
bitcoin,2023-06-19,26844.35,,954193987.2948112
bitcoin,2023-06-20,28307.99,,1912797983.5310054
bitcoin,2023-06-21,29993.89,,3210301129.366291
bitcoin,2023-06-22,29884.92,,1775822103.7632556
bitcoin,2023-06-23,30688.5,,2265077496.195469
bitcoin,2023-06-24,30527.43,,933244397.7040021
bitcoin,2023-06-25,30462.66,,926316644.4167665
bitcoin,2023-06-26,30267.99,,1367837657.5451825
bitcoin,2023-06-27,30692.44,,1306206257.0193572
bitcoin,2023-06-28,30077.41,,1224103637.6132562
bitcoin,2023-06-29,30447.31,,1107940389.9242406
bitcoin,2023-06-30,30472.0,,2726355505.5063505
bitcoin,2023-07-01,30585.9,,533859338.1325383
bitcoin,2023-07-02,30617.03,,711031423.4334425
bitcoin,2023-07-03,31156.2,,1352635339.5043936
bitcoin,2023-07-04,30766.51,,1028794008.5245212
bitcoin,2023-07-05,30504.81,,1013694790.3170501
bitcoin,2023-07-06,29895.43,,2181763648.99527
bitcoin,2023-07-07,30344.7,,1027461795.2332091
bitcoin,2023-07-08,30284.63,,395759717.5724278
bitcoin,2023-07-09,30160.71,,465781514.2589476
bitcoin,2023-07-10,30411.57,,1254289037.7420728
bitcoin,2023-07-11,30622.1,,868966244.2412692
bitcoin,2023-07-12,30380.0,,1166497472.433173
bitcoin,2023-07-13,31454.23,,2194927210.224416
bitcoin,2023-07-14,30312.01,,1869443273.7476244
bitcoin,2023-07-15,30289.52,,427921094.3021783
bitcoin,2023-07-16,30231.99,,477189328.0072937
bitcoin,2023-07-17,30138.0,,929647644.243343
bitcoin,2023-07-18,29859.13,,897157095.4774112
bitcoin,2023-07-19,29909.21,,769254865.2851151
bitcoin,2023-07-20,29800.0,,1125950643.7116494
bitcoin,2023-07-21,29901.72,,713123417.7612139
bitcoin,2023-07-22,29794.0,,437785700.3396102
bitcoin,2023-07-23,30083.75,,548940321.0915866
bitcoin,2023-07-24,29176.5,,1162562413.8190155
bitcoin,2023-07-25,29228.91,,629531351.1145664
bitcoin,2023-07-26,29351.96,,995569172.1396836
bitcoin,2023-07-27,29222.78,,659594157.3443576
bitcoin,2023-07-28,29314.14,,702705076.837866
bitcoin,2023-07-29,29352.9,,318276733.8766431
bitcoin,2023-07-30,29281.09,,459830379.6509824
bitcoin,2023-07-31,29232.25,,663025204.2072346
bitcoin,2023-08-01,29705.99,,1299160215.077924
bitcoin,2023-08-02,29186.01,,1419729744.649752
bitcoin,2023-08-03,29193.64,,773302705.4947629
bitcoin,2023-08-04,29113.99,,686643453.3930904
bitcoin,2023-08-05,29072.13,,338478560.1218247
bitcoin,2023-08-06,29088.42,,383209498.8777505
bitcoin,2023-08-07,29211.06,,899492595.6812717
bitcoin,2023-08-08,29770.42,,1352934531.6659672
bitcoin,2023-08-09,29581.99,,1130396850.0974114
bitcoin,2023-08-10,29455.75,,692863472.0877249
bitcoin,2023-08-11,29426.03,,607176051.3015367
bitcoin,2023-08-12,29430.17,,263949405.5434029
bitcoin,2023-08-13,29303.84,,326264625.2296824
bitcoin,2023-08-14,29430.93,,924613476.681799
bitcoin,2023-08-15,29200.0,,806683957.3100156
bitcoin,2023-08-16,28730.51,,959870747.0063142
bitcoin,2023-08-17,26623.41,,2755821274.340605
bitcoin,2023-08-18,26054.0,,1834219523.699404
bitcoin,2023-08-19,26100.01,,680623880.8247554
bitcoin,2023-08-20,26189.99,,497880752.2301158
bitcoin,2023-08-21,26126.92,,788205156.3215925
bitcoin,2023-08-22,26056.0,,886782344.1602929
bitcoin,2023-08-23,26432.72,,1156326251.922411
bitcoin,2023-08-24,26180.05,,792966965.8982658
bitcoin,2023-08-25,26060.01,,722611079.1898074
bitcoin,2023-08-26,26017.37,,261041530.4758038
bitcoin,2023-08-27,26101.77,,315548363.0193776
bitcoin,2023-08-28,26120.0,,591008939.17657
bitcoin,2023-08-29,27716.34,,2023326050.758479
bitcoin,2023-08-30,27299.99,,969086451.1625257
bitcoin,2023-08-31,25940.78,,1360373186.0116708
bitcoin,2023-09-01,25805.05,,1059444591.7097493
bitcoin,2023-09-02,25869.51,,419812969.9468598
bitcoin,2023-09-03,25971.21,,453100690.1021077
bitcoin,2023-09-04,25826.02,,563532890.5699993
bitcoin,2023-09-05,25792.1,,548893707.6002005
bitcoin,2023-09-06,25759.95,,700763180.8011677
bitcoin,2023-09-07,26255.0,,718923008.9071183
bitcoin,2023-09-08,25910.5,,754184537.1096923
bitcoin,2023-09-09,25901.61,,284109473.8075783
bitcoin,2023-09-10,25841.61,,483577459.2055345
bitcoin,2023-09-11,25162.52,,1057371884.6697066
bitcoin,2023-09-12,25840.1,,1464393036.9616623
bitcoin,2023-09-13,26222.0,,825437881.4687591
bitcoin,2023-09-14,26522.73,,1015267319.7730227
bitcoin,2023-09-15,26600.0,,695203258.0004445
bitcoin,2023-09-16,26559.67,,370889866.4592735
bitcoin,2023-09-17,26527.51,,344703727.5601071
bitcoin,2023-09-18,26762.51,,1158780347.625305
bitcoin,2023-09-19,27210.26,,981539255.55962
bitcoin,2023-09-20,27125.0,,927206075.9626273
bitcoin,2023-09-21,26568.08,,920768143.3513128
bitcoin,2023-09-22,26580.14,,484331618.9485319
bitcoin,2023-09-23,26575.96,,250873957.3886738
bitcoin,2023-09-24,26248.38,,416368301.3736848
bitcoin,2023-09-25,26304.81,,688252596.3809944
bitcoin,2023-09-26,26221.67,,485217905.0421048
bitcoin,2023-09-27,26372.99,,918797815.048481
bitcoin,2023-09-28,27021.39,,1193420040.1309185
bitcoin,2023-09-29,26906.96,,767827314.9319088
bitcoin,2023-09-30,26962.56,,345406056.6806953
bitcoin,2023-10-01,27992.57,,674657121.9944204
bitcoin,2023-10-02,27494.51,,1600944483.4902065
bitcoin,2023-10-03,27426.46,,794301815.426502
bitcoin,2023-10-04,27778.57,,820421385.2557853
bitcoin,2023-10-05,27410.39,,849415594.0472504
bitcoin,2023-10-06,27931.09,,1052864393.8176135
bitcoin,2023-10-07,27956.67,,372820279.523143
bitcoin,2023-10-08,27917.05,,549839951.4800811
bitcoin,2023-10-09,27590.12,,870014634.3621609
bitcoin,2023-10-10,27390.12,,626258724.2775784
bitcoin,2023-10-11,26875.52,,1007065585.9346406
bitcoin,2023-10-12,26759.63,,626909068.3868717
bitcoin,2023-10-13,26862.0,,647553796.3580662
bitcoin,2023-10-14,26852.48,,280059019.0534013
bitcoin,2023-10-15,27154.15,,412673965.3439348
bitcoin,2023-10-16,28500.78,,2210785548.2360964
bitcoin,2023-10-17,28395.91,,1090741746.4830873
bitcoin,2023-10-18,28320.0,,914773525.1527581
bitcoin,2023-10-19,28713.71,,1023984017.0322788
bitcoin,2023-10-20,29669.04,,1753411192.551091
bitcoin,2023-10-21,29909.8,,821964508.4353629
bitcoin,2023-10-22,29992.46,,683854827.8969322
bitcoin,2023-10-23,33069.99,,2941620022.8651876
bitcoin,2023-10-24,33922.73,,3933194868.161196
bitcoin,2023-10-25,34496.05,,1888210825.6063828
