date,chain,fees_usd
2025-01-02,base,6786811.0
2025-01-03,base,5281466.0
2025-01-04,base,4643012.0
2025-01-05,base,4668915.0
2025-01-06,base,4851705.0
2025-01-07,base,4763507.0
2025-01-08,base,4748435.0
2025-01-09,base,4288481.0
2025-01-10,base,4728959.0
2025-01-11,base,3084229.0
2025-01-12,base,2987865.0
2025-01-13,base,4130298.0
2025-01-14,base,3852241.0
2025-01-15,base,4910805.0
2025-01-16,base,4683569.0
2025-01-17,base,4191335.0
2025-01-18,base,4136260.0
2025-01-19,base,5169210.0
2025-01-20,base,3743652.0
2025-01-21,base,3468931.0
2025-01-22,base,2740373.0
2025-01-23,base,5250474.0
2025-01-24,base,3371468.0
2025-01-25,base,3148203.0
2025-01-26,base,4547200.0
2025-01-27,base,4554649.0
2025-01-28,base,5210386.0
2025-01-29,base,3835675.0
2025-01-30,base,3168561.0
2025-01-31,base,3536148.0
2025-02-01,base,2903428.0
2025-02-02,base,2999873.0
2025-02-03,base,5363232.0
2025-02-04,base,2838149.0
2025-02-05,base,2527791.0
2025-02-06,base,2507132.0
2025-02-07,base,2090710.0
2025-02-08,base,2197307.0
2025-02-09,base,1737126.0
2025-02-10,base,1952100.0
2025-02-11,base,2139246.0
2025-02-12,base,2150107.0
2025-02-13,base,2031623.0
2025-02-14,base,1873838.0
2025-02-15,base,1670922.0
2025-02-16,base,1181833.0
2025-02-17,base,1559374.0
2025-02-18,base,1920273.0
2025-02-19,base,2529386.0
2025-02-20,base,2623432.0
2025-02-21,base,3030205.0
2025-02-22,base,2074697.0
2025-02-23,base,2622654.0
2025-02-24,base,1887034.0
2025-02-25,base,3118257.0
2025-02-26,base,2253243.0
2025-02-27,base,1989020.0
2025-02-28,base,2823628.0
2025-03-01,base,1630355.0
2025-03-02,base,2355033.0
2025-03-03,base,2094754.0
2025-03-04,base,1733478.0
2025-03-05,base,1702266.0
2025-03-06,base,1496930.0
2025-03-07,base,2558170.0
2025-03-08,base,4412298.0
2025-03-09,base,4143724.0
2025-03-10,base,3281538.0
2025-03-11,base,3014946.0
2025-03-12,base,2452152.0
2025-03-13,base,1814100.0
2025-03-14,base,1261167.0
2025-03-15,base,1292584.0
2025-03-16,base,1240994.0
2025-03-17,base,1293323.0
2025-03-18,base,1427452.0
2025-03-19,base,951088.0
2025-03-20,base,1359108.0
2025-03-21,base,1076481.0
2025-03-22,base,791640.0
2025-03-23,base,978979.0
2025-03-24,base,1566643.0
2025-03-25,base,953193.0
2025-03-26,base,1495536.0
2025-03-27,base,1113878.0
2025-03-28,base,1017176.0
2025-03-29,base,899378.0
2025-03-30,base,847375.0
2025-03-31,base,1056267.0
2025-04-01,base,924788.0
2025-04-02,base,1596271.0
2025-04-03,base,1361026.0
2025-04-04,base,1168376.0
2025-04-05,base,840156.0
2025-04-06,base,1349138.0
2025-04-07,base,1880516.0
2025-04-08,base,1124732.0
2025-04-09,base,1505488.0
2025-04-10,base,1239021.0
2025-04-11,base,1215338.0
2025-04-12,base,1222357.0
2025-04-13,base,1373244.0
2025-04-14,base,1266141.0
2025-04-15,base,1044273.0
2025-04-16,base,1810480.0
2025-04-17,base,1666272.0
2025-04-18,base,1165775.0
2025-04-19,base,867840.0
2025-04-20,base,802599.0
2025-04-21,base,1088601.0
2025-04-22,base,1519914.0
2025-04-23,base,1918202.0
2025-04-24,base,2604979.0
2025-04-25,base,1766535.0
2025-04-26,base,5166818.0
2025-04-27,base,1362891.0
2025-04-28,base,1640799.0
2025-04-29,base,1649887.0
2025-04-30,base,3308773.0
2025-05-01,base,1866122.0
2025-05-02,base,1569540.0
2025-05-03,base,1241112.0
2025-05-04,base,1329135.0
2025-05-05,base,1367827.0
2025-05-06,base,1471410.0
2025-05-07,base,1547133.0
2025-05-08,base,1831516.0
2025-05-09,base,2501590.0
2025-05-10,base,2853521.0
2025-05-11,base,2725333.0
2025-05-12,base,2636004.0
2025-05-13,base,2434173.0
2025-05-14,base,2183947.0
2025-05-15,base,1942041.0
2025-05-16,base,1680342.0
2025-05-17,base,1288777.0
2025-05-18,base,2008653.0
2025-05-19,base,1993234.0
2025-05-20,base,2697334.0
2025-05-21,base,2349204.0
2025-05-22,base,2120919.0
2025-05-23,base,2546517.0
2025-05-24,base,1480152.0
2025-05-25,base,1643507.0
2025-05-26,base,1944754.0
2025-05-27,base,2040619.0
2025-05-28,base,2189386.0
2025-05-29,base,2468903.0
2025-05-30,base,2039177.0
2025-05-31,base,1546593.0
2025-06-01,base,1653967.0
2025-06-02,base,1907115.0
2025-06-03,base,2117551.0
2025-06-04,base,2082922.0
2025-06-05,base,2283761.0
2025-06-06,base,1792796.0
2025-06-07,base,1608782.0
2025-06-08,base,2126919.0
2025-06-09,base,2684651.0
2025-06-10,base,2591451.0
2025-06-11,base,2646545.0
2025-06-12,base,2630858.0
2025-06-13,base,2718854.0
2025-06-14,base,1696856.0
2025-06-15,base,1792686.0
2025-06-16,base,2315038.0
2025-06-17,base,2818476.0
2025-06-18,base,2005299.0
2025-06-19,base,1800876.0
2025-06-20,base,1910089.0
2025-06-21,base,1693743.0
2025-06-22,base,2119688.0
2025-06-23,base,2074959.0
2025-06-24,base,1976935.0
2025-06-25,base,1721927.0
2025-06-26,base,1635024.0
2025-06-27,base,1249305.0
2025-06-28,base,1057314.0
2025-06-29,base,1326209.0
2025-06-30,base,1528571.0
2025-07-01,base,1404647.0
2025-07-02,base,1681329.0
2025-07-03,base,1657491.0
2025-07-04,base,1368381.0
2025-07-05,base,1159751.0
2025-07-06,base,1371620.0
2025-07-07,base,1510872.0
2025-07-08,base,1612330.0
2025-07-09,base,1770398.0
2025-07-10,base,2223491.0
2025-07-11,base,2380949.0
2025-07-12,base,1684703.0
2025-07-13,base,1817958.0
2025-07-14,base,2510074.0
2025-07-15,base,2593245.0
2025-07-16,base,3101199.0
2025-07-17,base,3301683.0
2025-07-18,base,2801761.0
2025-07-19,base,2142849.0
2025-07-20,base,2540217.0
2025-07-21,base,2830068.0
2025-07-22,base,3001754.0
2025-07-23,base,3034123.0
2025-07-24,base,3280876.0
2025-07-25,base,3172260.0
2025-07-26,base,2819561.0
2025-07-27,base,3723973.0
2025-07-28,base,3542946.0
2025-07-29,base,3773607.0
2025-07-30,base,4154499.0
2025-07-31,base,4256147.0
2025-08-01,base,3559929.0
2025-08-02,base,2706681.0
2025-08-03,base,2576207.0
2025-08-04,base,3057111.0
2025-08-05,base,3135785.0
2025-08-06,base,2976829.0
2025-08-07,base,3464147.0
2025-08-08,base,3428459.0
2025-08-09,base,3397887.0
2025-08-10,base,3330609.0
2025-08-11,base,3868802.0
2025-08-12,base,3829897.0
2025-08-13,base,3788626.0
2025-08-14,base,4773671.0
2025-08-15,base,3961271.0
2025-08-16,base,2495908.0
2025-08-17,base,3117690.0
2025-08-18,base,3194233.0
2025-08-19,base,3422274.0
2025-08-20,base,3220041.0
2025-08-21,base,3131038.0
2025-08-22,base,3893350.0
2025-08-23,base,2594386.0
2025-08-24,base,3964461.0
2025-08-25,base,4427724.0
2025-08-26,base,3531354.0
2025-08-27,base,3769049.0
2025-08-28,base,3112274.0
2025-08-29,base,3027895.0
2025-08-30,base,2475333.0
2025-08-31,base,2560018.0
2025-09-01,base,2891255.0
2025-09-02,base,2824793.0
2025-09-03,base,2859579.0
2025-09-04,base,2824812.0
2025-09-05,base,2789028.0
2025-09-06,base,2557126.0
2025-09-07,base,2242741.0
2025-09-08,base,2669742.0
2025-09-09,base,2925951.0
2025-09-10,base,3030125.0
2025-09-11,base,2741427.0
2025-09-12,base,2914872.0
2025-09-13,base,2768618.0
2025-09-14,base,2551950.0
2025-09-15,base,3884967.0
2025-09-16,base,3314122.0
2025-09-17,base,3964331.0
2025-09-18,base,4743248.0
2025-09-19,base,3383171.0
2025-09-20,base,3187258.0
2025-09-21,base,3101908.0
2025-09-22,base,3706036.0
2025-09-23,base,3072514.0
2025-09-24,base,3147677.0
2025-09-25,base,3684637.0
2025-09-26,base,3850163.0
2025-09-27,base,2230619.0
2025-09-28,base,2304486.0
2025-09-29,base,2939982.0
2025-09-30,base,3306304.0
2025-10-01,base,3199187.0
2025-10-02,base,4105409.0
2025-10-03,base,3134591.0
2025-10-04,base,2733489.0
2025-10-05,base,3300193.0
2025-10-06,base,3343405.0
2025-10-07,base,3267993.0
2025-10-08,base,2929652.0
2025-10-09,base,3971274.0
2025-10-10,base,6448982.0
2025-10-11,base,3097005.0
2025-10-12,base,3455122.0
2025-10-13,base,3315196.0
2025-10-14,base,3339521.0
2025-10-15,base,3143652.0
2025-10-16,base,3004531.0
2025-10-17,base,3488795.0
2025-10-18,base,2007815.0
2025-10-19,base,2286757.0
2025-10-20,base,2794748.0
2025-10-21,base,3964205.0
2025-10-22,base,3898216.0
2025-10-23,base,3571781.0
2025-10-24,base,5085865.0
2025-10-25,base,5587717.0
2025-10-26,base,5762625.0
2025-10-27,base,5460769.0
2025-10-28,base,5382144.0
2025-10-29,base,4024180.0
2025-10-30,base,4130735.0
2025-10-31,base,3213265.0
2025-11-01,base,2982914.0
2025-11-02,base,3008125.0
2025-11-03,base,3062334.0
2025-11-04,base,3131547.0
2025-11-05,base,3187592.0
2021-02-17,bsc,32833.0
2021-02-18,bsc,32841.0
2021-02-19,bsc,58610.0
2021-02-20,bsc,58640.0
2021-02-21,bsc,24704.0
2021-02-22,bsc,24738.0
2021-02-23,bsc,20612.0
2021-02-24,bsc,20283.0
2021-02-25,bsc,17451.0
2021-02-26,bsc,17466.0
2021-02-27,bsc,18973.0
2021-02-28,bsc,19451.0
2021-03-01,bsc,21177.0
2021-03-02,bsc,15988.0
2021-03-03,bsc,15947.0
2021-03-04,bsc,15753.0
2021-03-05,bsc,16126.0
2021-03-06,bsc,15938.0
2021-03-07,bsc,18284.0
2021-03-08,bsc,7398.0
2021-03-09,bsc,7399.0
2021-03-10,bsc,16295.0
2021-03-11,bsc,14363.0
2021-03-12,bsc,15074.0
2021-03-13,bsc,15093.0
2021-03-14,bsc,13753.0
2021-03-15,bsc,11698.0
2021-03-16,bsc,76277.0
2021-03-17,bsc,13184.0
2021-03-18,bsc,17767.0
2021-03-19,bsc,10761.0
2021-03-20,bsc,6276.0
2021-03-21,bsc,9806.0
2021-03-22,bsc,8877.0
2021-03-23,bsc,8718.0
2021-03-24,bsc,6963.0
2021-03-25,bsc,6096.0
2021-03-26,bsc,6384.0
2021-03-27,bsc,7643.0
2021-03-28,bsc,7647.0
2021-03-29,bsc,6304.0
2021-03-30,bsc,7149.0
2021-03-31,bsc,9021.0
2021-04-01,bsc,9022.0
2021-04-02,bsc,9603.0
2021-04-03,bsc,26087.0
2021-04-04,bsc,8249.0
2021-04-05,bsc,13799.0
2021-04-06,bsc,15178.0
2021-04-07,bsc,14426.0
2021-04-08,bsc,11268.0
2021-04-09,bsc,11330.0
2021-04-10,bsc,10887.0
2021-04-11,bsc,10833.0
2021-04-12,bsc,10131.0
2021-04-13,bsc,15703.0
2021-04-14,bsc,12194.0
2021-04-15,bsc,10930.0
2021-04-16,bsc,11116.0
2021-04-17,bsc,12177.0
2021-04-18,bsc,18509.0
2021-04-19,bsc,18509.0
2021-04-20,bsc,16261.0
2021-04-21,bsc,15245.0
2021-04-22,bsc,24570.0
2021-04-23,bsc,24592.0
2021-04-24,bsc,2543313.0
2021-04-25,bsc,4234347.0
2021-04-26,bsc,5774005.0
2021-04-27,bsc,6779795.0
2021-04-28,bsc,5303843.0
2021-04-29,bsc,8386404.0
2021-04-30,bsc,7133715.0
2021-05-01,bsc,6648437.0
2021-05-02,bsc,6798174.0
2021-05-03,bsc,7946837.0
2021-05-04,bsc,8491104.0
2021-05-05,bsc,6288746.0
2021-05-06,bsc,7247132.0
2021-05-07,bsc,18340332.0
2021-05-08,bsc,6767933.0
2021-05-09,bsc,7908767.0
2021-05-10,bsc,9072970.0
2021-05-11,bsc,11076131.0
2021-05-12,bsc,12701873.0
2021-05-13,bsc,14588501.0
2021-05-14,bsc,9675598.0
2021-05-15,bsc,10503796.0
2021-05-16,bsc,9247952.0
2021-05-17,bsc,10794124.0
2021-05-18,bsc,11251602.0
2021-05-19,bsc,31469058.0
2021-05-20,bsc,24283005.0
2021-05-21,bsc,15655188.0
2021-05-22,bsc,7056068.0
2021-05-23,bsc,10244205.0
2021-05-24,bsc,8339676.0
2021-05-25,bsc,7045095.0
2021-05-26,bsc,5942249.0
2021-05-27,bsc,6376661.0
2021-05-28,bsc,5679913.0
2021-05-29,bsc,22182351.0
2021-05-30,bsc,3612390.0
2021-05-31,bsc,3870987.0
2021-06-01,bsc,4242679.0
2021-06-02,bsc,4691536.0
2021-06-03,bsc,4025460.0
2021-06-04,bsc,5020922.0
2021-06-05,bsc,4071990.0
2021-06-06,bsc,2687578.0
2021-06-07,bsc,3868988.0
2021-06-08,bsc,4511869.0
2021-06-09,bsc,3298446.0
2021-06-10,bsc,3148798.0
2021-06-11,bsc,3184838.0
2021-06-12,bsc,3028082.0
2021-06-13,bsc,2660599.0
2021-06-14,bsc,3036427.0
2021-06-15,bsc,2833197.0
2021-06-16,bsc,2985990.0
2021-06-17,bsc,2774465.0
2021-06-18,bsc,2807061.0
2021-06-19,bsc,2085011.0
2021-06-20,bsc,2428891.0
2021-06-21,bsc,4794688.0
2021-06-22,bsc,6156153.0
2021-06-23,bsc,3112375.0
2021-06-24,bsc,2716470.0
2021-06-25,bsc,2980374.0
2021-06-26,bsc,2134687.0
2021-06-27,bsc,1785701.0
2021-06-28,bsc,2089630.0
2021-06-29,bsc,2334335.0
2021-06-30,bsc,2040924.0
2021-07-01,bsc,2342410.0
2021-07-02,bsc,1838470.0
2021-07-03,bsc,1709295.0
2021-07-04,bsc,2806286.0
2021-07-05,bsc,2655031.0
2021-07-06,bsc,3547525.0
2021-07-07,bsc,2928945.0
2021-07-08,bsc,2584522.0
2021-07-09,bsc,2339124.0
2021-07-10,bsc,1957451.0
2021-07-11,bsc,1873341.0
2021-07-12,bsc,2370046.0
2021-07-13,bsc,2025551.0
2021-07-14,bsc,2988162.0
2021-07-15,bsc,3342856.0
2021-07-16,bsc,2554126.0
2021-07-17,bsc,1852913.0
2021-07-18,bsc,1851454.0
2021-07-19,bsc,2599874.0
2021-07-20,bsc,2790273.0
2021-07-21,bsc,2484267.0
2021-07-22,bsc,2535568.0
2021-07-23,bsc,2874520.0
2021-07-24,bsc,3261918.0
2021-07-25,bsc,2931132.0
2021-07-26,bsc,4394717.0
2021-07-27,bsc,3449464.0
2021-07-28,bsc,3988063.0
2021-07-29,bsc,3161867.0
2021-07-30,bsc,3193175.0
2021-07-31,bsc,2839316.0
2021-08-01,bsc,3269177.0
2021-08-02,bsc,2816865.0
2021-08-03,bsc,2632921.0
2021-08-04,bsc,3119070.0
2021-08-05,bsc,3011106.0
2021-08-06,bsc,2700799.0
2021-08-07,bsc,2928072.0
2021-08-08,bsc,2683805.0
2021-08-09,bsc,2816963.0
2021-08-10,bsc,3223053.0
2021-08-11,bsc,4767704.0
2021-08-12,bsc,3703567.0
2021-08-13,bsc,2875980.0
2021-08-14,bsc,2925689.0
2021-08-15,bsc,3196360.0
2021-08-16,bsc,4139097.0
2021-08-17,bsc,4260121.0
2021-08-18,bsc,4150440.0
2021-08-19,bsc,4846160.0
2021-08-20,bsc,4541343.0
2021-08-21,bsc,4502088.0
2021-08-22,bsc,3757367.0
2021-08-23,bsc,5490126.0
2021-08-24,bsc,5925226.0
2021-08-25,bsc,6837327.0
2021-08-26,bsc,6662066.0
2021-08-27,bsc,5410204.0
2021-08-28,bsc,3773332.0
2021-08-29,bsc,3928448.0
2021-08-30,bsc,4529262.0
2021-08-31,bsc,4890744.0
2021-09-01,bsc,4660601.0
2021-09-02,bsc,4221482.0
2021-09-03,bsc,4370592.0
2021-09-04,bsc,4018255.0
2021-09-05,bsc,3411463.0
2021-09-06,bsc,4402633.0
2021-09-07,bsc,8809918.0
2021-09-08,bsc,5363274.0
2021-09-09,bsc,4332731.0
2021-09-10,bsc,4398625.0
2021-09-11,bsc,2796378.0
2021-09-12,bsc,3050891.0
2021-09-13,bsc,4158792.0
2021-09-14,bsc,3226905.0
2021-09-15,bsc,3830976.0
2021-09-16,bsc,4280478.0
2021-09-17,bsc,3490123.0
2021-09-18,bsc,3083725.0
2021-09-19,bsc,2998146.0
2021-09-20,bsc,5432617.0
2021-09-21,bsc,4668990.0
2021-09-22,bsc,3773646.0
2021-09-23,bsc,3444191.0
2021-09-24,bsc,4431965.0
2021-09-25,bsc,2570758.0
2021-09-26,bsc,3486527.0
2021-09-27,bsc,3045090.0
2021-09-28,bsc,2839800.0
2021-09-29,bsc,3498928.0
2021-09-30,bsc,3171532.0
2021-10-01,bsc,3368974.0
2021-10-02,bsc,3356444.0
2021-10-03,bsc,3010007.0
2021-10-04,bsc,3604405.0
2021-10-05,bsc,3675498.0
2021-10-06,bsc,4013549.0
2021-10-07,bsc,4549768.0
2021-10-08,bsc,3868252.0
2021-10-09,bsc,3651742.0
2021-10-10,bsc,4193999.0
2021-10-11,bsc,4396199.0
2021-10-12,bsc,5557978.0
2021-10-13,bsc,6847102.0
2021-10-14,bsc,5392622.0
2021-10-15,bsc,5225155.0
2021-10-16,bsc,4026383.0
2021-10-17,bsc,4419137.0
2021-10-18,bsc,4641221.0
2021-10-19,bsc,4560506.0
2021-10-20,bsc,5652483.0
2021-10-21,bsc,5460646.0
2021-10-22,bsc,5325592.0
2021-10-23,bsc,3771365.0
2021-10-24,bsc,4191081.0
2021-10-25,bsc,4981526.0
2021-10-26,bsc,6035680.0
2021-10-27,bsc,6801196.0
2021-10-28,bsc,8083200.0
2021-10-29,bsc,8568242.0
2021-10-30,bsc,8612246.0
2021-10-31,bsc,7591312.0
2021-11-01,bsc,8306882.0
2021-11-02,bsc,8866136.0
2021-11-03,bsc,9221026.0
2021-11-04,bsc,10124690.0
2021-11-05,bsc,9180702.0
2021-11-06,bsc,9836166.0
2021-11-07,bsc,10514903.0
2021-11-08,bsc,9577162.0
2021-11-09,bsc,8868333.0
2021-11-10,bsc,12137973.0
2021-11-11,bsc,9051709.0
2021-11-12,bsc,10000860.0
2021-11-13,bsc,9280675.0
2021-11-14,bsc,9703248.0
2021-11-15,bsc,10595493.0
2021-11-16,bsc,11562347.0
2021-11-17,bsc,9214747.0
2021-11-18,bsc,12074174.0
2021-11-19,bsc,9966808.0
2021-11-20,bsc,11115306.0
2021-11-21,bsc,9828917.0
2021-11-22,bsc,9096815.0
2021-11-23,bsc,9852208.0
2021-11-24,bsc,10061149.0
2021-11-25,bsc,11645011.0
2021-11-26,bsc,12163702.0
2021-11-27,bsc,8228015.0
2021-11-28,bsc,8805656.0
2021-11-29,bsc,10682260.0
2021-11-30,bsc,11534458.0
2021-12-01,bsc,12299034.0
2021-12-02,bsc,12147200.0
2021-12-03,bsc,9352237.0
2021-12-04,bsc,11271827.0
2021-12-05,bsc,7819037.0
2021-12-06,bsc,9617462.0
2021-12-07,bsc,8467830.0
2021-12-08,bsc,8130272.0
2021-12-09,bsc,7995880.0
2021-12-10,bsc,8222670.0
2021-12-11,bsc,5785888.0
2021-12-12,bsc,4981245.0
2021-12-13,bsc,6171974.0
2021-12-14,bsc,5976991.0
2021-12-15,bsc,5834910.0
2021-12-16,bsc,5673330.0
2021-12-17,bsc,7240471.0
2021-12-18,bsc,5218495.0
2021-12-19,bsc,4399065.0
2021-12-20,bsc,5754699.0
2021-12-21,bsc,5104775.0
2021-12-22,bsc,5171499.0
2021-12-23,bsc,6115624.0
2021-12-24,bsc,5329932.0
2021-12-25,bsc,4513467.0
2021-12-26,bsc,4508323.0
2021-12-27,bsc,5036070.0
2021-12-28,bsc,5298889.0
2021-12-29,bsc,4894899.0
2021-12-30,bsc,4584710.0
2021-12-31,bsc,4679379.0
2022-01-01,bsc,3625105.0
2022-01-02,bsc,3554363.0
2022-01-03,bsc,4190429.0
2022-01-04,bsc,4927342.0
2022-01-05,bsc,5799542.0
2022-01-06,bsc,4869658.0
2022-01-07,bsc,4703453.0
2022-01-08,bsc,4204568.0
2022-01-09,bsc,3545087.0
2022-01-10,bsc,4800600.0
2022-01-11,bsc,4186469.0
2022-01-12,bsc,3848762.0
2022-01-13,bsc,3942640.0
2022-01-14,bsc,4160609.0
2022-01-15,bsc,3515872.0
2022-01-16,bsc,3748017.0
2022-01-17,bsc,3926530.0
2022-01-18,bsc,3763524.0
2022-01-19,bsc,3527975.0
2022-01-20,bsc,3891337.0
2022-01-21,bsc,5897429.0
2022-01-22,bsc,6219411.0
2022-01-23,bsc,3082890.0
2022-01-24,bsc,3862499.0
2022-01-25,bsc,2955897.0
2022-01-26,bsc,3473471.0
2022-01-27,bsc,5006855.0
2022-01-28,bsc,2955083.0
2022-01-29,bsc,2682263.0
2022-01-30,bsc,2536587.0
2022-01-31,bsc,2954392.0
2022-02-01,bsc,2474237.0
2022-02-02,bsc,2485782.0
2022-02-03,bsc,2877043.0
2022-02-04,bsc,3137990.0
2022-02-05,bsc,3350423.0
2022-02-06,bsc,2708433.0
2022-02-07,bsc,3412893.0
2022-02-08,bsc,3504373.0
2022-02-09,bsc,3079632.0
2022-02-10,bsc,4001614.0
2022-02-11,bsc,4272239.0
2022-02-12,bsc,3046645.0
2022-02-13,bsc,2825876.0
2022-02-14,bsc,2708622.0
2022-02-15,bsc,3350753.0
2022-02-16,bsc,3201804.0
2022-02-17,bsc,3255533.0
2022-02-18,bsc,3354650.0
2022-02-19,bsc,2920943.0
2022-02-20,bsc,3143636.0
2022-02-21,bsc,3423471.0
2022-02-22,bsc,3340912.0
2022-02-23,bsc,3088314.0
2022-02-24,bsc,4789848.0
2022-02-25,bsc,4370200.0
2022-02-26,bsc,3148334.0
2022-02-27,bsc,2885541.0
2022-02-28,bsc,3061458.0
2022-03-01,bsc,3319610.0
2022-03-02,bsc,2783993.0
2022-03-03,bsc,2597600.0
2022-03-04,bsc,2732779.0
2022-03-05,bsc,2121067.0
2022-03-06,bsc,2298960.0
2022-03-07,bsc,2724680.0
2022-03-08,bsc,2333078.0
2022-03-09,bsc,2902063.0
2022-03-10,bsc,2419897.0
2022-03-11,bsc,2305464.0
2022-03-12,bsc,2693296.0
2022-03-13,bsc,2713037.0
2022-03-14,bsc,2324359.0
2022-03-15,bsc,2469229.0
2022-03-16,bsc,2628398.0
2022-03-17,bsc,2750906.0
2022-03-18,bsc,2535085.0
2022-03-19,bsc,3349080.0
2022-03-20,bsc,3152629.0
2022-03-21,bsc,3960008.0
2022-03-22,bsc,3252834.0
2022-03-23,bsc,3068247.0
2022-03-24,bsc,3104679.0
2022-03-25,bsc,3035332.0
2022-03-26,bsc,2269073.0
2022-03-27,bsc,2745970.0
2022-03-28,bsc,3536289.0
2022-03-29,bsc,3486863.0
2022-03-30,bsc,3700616.0
2022-03-31,bsc,4235448.0
2022-04-01,bsc,5113281.0
2022-04-02,bsc,4298049.0
2022-04-03,bsc,3713835.0
2022-04-04,bsc,3906309.0
2022-04-05,bsc,3598073.0
2022-04-06,bsc,3893124.0
2022-04-07,bsc,3975684.0
2022-04-08,bsc,4320468.0
2022-04-09,bsc,3993893.0
2022-04-10,bsc,4331978.0
2022-04-11,bsc,4203851.0
2022-04-12,bsc,6156817.0
2022-04-13,bsc,3299016.0
2022-04-14,bsc,3247132.0
2022-04-15,bsc,2617596.0
2022-04-16,bsc,2804324.0
2022-04-17,bsc,2213630.0
2022-04-18,bsc,3133307.0
2022-04-19,bsc,3251157.0
2022-04-20,bsc,3192624.0
2022-04-21,bsc,3212843.0
2022-04-22,bsc,2579655.0
2022-04-23,bsc,2315992.0
2022-04-24,bsc,2469264.0
2022-04-25,bsc,3428273.0
2022-04-26,bsc,3296952.0
2022-04-27,bsc,2842169.0
2022-04-28,bsc,3538500.0
2022-04-29,bsc,3669758.0
2022-04-30,bsc,3232497.0
2022-05-01,bsc,2769141.0
2022-05-02,bsc,2569098.0
2022-05-03,bsc,2372406.0
2022-05-04,bsc,2616661.0
2022-05-05,bsc,3216135.0
2022-05-06,bsc,2478294.0
2022-05-07,bsc,2683387.0
2022-05-08,bsc,3183570.0
2022-05-09,bsc,6229525.0
2022-05-10,bsc,5938036.0
2022-05-11,bsc,8144589.0
2022-05-12,bsc,8142392.0
2022-05-13,bsc,4389745.0
2022-05-14,bsc,4253733.0
2022-05-15,bsc,3231679.0
2022-05-16,bsc,3025920.0
2022-05-17,bsc,2536687.0
2022-05-18,bsc,2534312.0
2022-05-19,bsc,2450071.0
2022-05-20,bsc,3161994.0
2022-05-21,bsc,2111851.0
2022-05-22,bsc,2410965.0
2022-05-23,bsc,3052146.0
2022-05-24,bsc,3203824.0
2022-05-25,bsc,2692188.0
2022-05-26,bsc,3656857.0
2022-05-27,bsc,2840257.0
2022-05-28,bsc,2240429.0
2022-05-29,bsc,1976112.0
2022-05-30,bsc,2490739.0
2022-05-31,bsc,2188404.0
2022-06-01,bsc,1829525.0
2022-06-02,bsc,1688913.0
2022-06-03,bsc,1377704.0
2022-06-04,bsc,1302895.0
2022-06-05,bsc,1493765.0
2022-06-06,bsc,1874735.0
2022-06-07,bsc,2119751.0
2022-06-08,bsc,2291206.0
2022-06-09,bsc,1907342.0
2022-06-10,bsc,1836036.0
2022-06-11,bsc,1784777.0
2022-06-12,bsc,1973046.0
2022-06-13,bsc,3717065.0
2022-06-14,bsc,2933463.0
2022-06-15,bsc,2750593.0
2022-06-16,bsc,1660332.0
2022-06-17,bsc,1270122.0
2022-06-18,bsc,1990886.0
2022-06-19,bsc,1508002.0
2022-06-20,bsc,1536367.0
2022-06-21,bsc,1650169.0
2022-06-22,bsc,1412075.0
2022-06-23,bsc,1441458.0
2022-06-24,bsc,1389149.0
2022-06-25,bsc,1125265.0
2022-06-26,bsc,1138506.0
2022-06-27,bsc,1152110.0
2022-06-28,bsc,1461799.0
2022-06-29,bsc,1507362.0
2022-06-30,bsc,1527144.0
2022-07-01,bsc,1414306.0
2022-07-02,bsc,1119615.0
2022-07-03,bsc,993581.0
2022-07-04,bsc,1293453.0
2022-07-05,bsc,1314454.0
2022-07-06,bsc,1191162.0
2022-07-07,bsc,1138536.0
2022-07-08,bsc,1338054.0
2022-07-09,bsc,952744.0
2022-07-10,bsc,1035291.0
2022-07-11,bsc,1123859.0
2022-07-12,bsc,1043473.0
2022-07-13,bsc,1323332.0
2022-07-14,bsc,1310545.0
2022-07-15,bsc,1207925.0
2022-07-16,bsc,1141085.0
2022-07-17,bsc,1153419.0
2022-07-18,bsc,1555709.0
2022-07-19,bsc,1599939.0
2022-07-20,bsc,1595797.0
2022-07-21,bsc,1293285.0
2022-07-22,bsc,1269245.0
2022-07-23,bsc,1159249.0
2022-07-24,bsc,1095501.0
2022-07-25,bsc,1279153.0
2022-07-26,bsc,1130195.0
2022-07-27,bsc,1377230.0
2022-07-28,bsc,1371935.0
2022-07-29,bsc,1693833.0
2022-07-30,bsc,1455208.0
2022-07-31,bsc,1437710.0
2022-08-01,bsc,1360680.0
2022-08-02,bsc,1433087.0
2022-08-03,bsc,1287622.0
2022-08-04,bsc,2786134.0
2022-08-05,bsc,1565373.0
2022-08-06,bsc,1256442.0
2022-08-07,bsc,1212791.0
2022-08-08,bsc,1452863.0
2022-08-09,bsc,1484974.0
2022-08-10,bsc,1591004.0
2022-08-11,bsc,1593327.0
2022-08-12,bsc,1327572.0
2022-08-13,bsc,1281033.0
2022-08-14,bsc,1215458.0
2022-08-15,bsc,1272161.0
2022-08-16,bsc,1160017.0
2022-08-17,bsc,1399302.0
2022-08-18,bsc,1255538.0
2022-08-19,bsc,1562386.0
2022-08-20,bsc,1150001.0
2022-08-21,bsc,1192952.0
2022-08-22,bsc,1350195.0
2022-08-23,bsc,1179710.0
2022-08-24,bsc,1114119.0
2022-08-25,bsc,1056504.0
