month_end,forecast,lower,upper,level,level_lower,level_upper
2025-12-31,20.871787024873917,19.67939698637462,22.064177063373215,1160117377.9969296,352089860.4579914,3822525104.755323
2026-01-31,20.875034301042298,19.188740136958014,22.561328465126582,1163890722.741491,215557906.0449061,6284351334.353309
2026-02-28,20.885536939832527,18.885536939832527,22.885536939832527,1176179063.6409647,159178526.71482387,8690853083.630812
2026-03-31,20.896193029062097,18.896193029062097,22.896193029062097,1188779549.409196,160883817.02518636,8783958779.846048
2026-04-30,20.940582844172997,18.940582844172997,22.940582844172997,1242737996.6264486,168186298.76234105,9182660773.345516
2026-05-31,20.945232040847554,18.945232040847554,22.945232040847554,1248529181.735602,168970050.43936396,9225452164.996344
2026-06-30,20.946648778661892,18.946648778661892,22.946648778661892,1250299273.8217988,169209606.3532043,9238531474.721525
2026-07-31,20.945295994218984,18.945295994218984,22.945295994218984,1248609031.9394212,168980856.98931432,9226042182.631874
2026-08-31,20.9767950844033,18.9767950844033,22.9767950844033,1288565066.185391,174388318.2010045,9521279561.166142
2026-09-30,20.971453299662414,18.971453299662414,22.971453299662414,1281700180.671473,173459256.97559148,9470554536.991066
2026-10-31,20.964774848567053,18.964774848567053,22.964774848567053,1273168928.1812255,172304677.50346076,9407516633.746485
2026-11-30,20.957090763716536,18.957090763716536,22.957090763716536,1263423281.2497377,170985747.6156639,9335505501.84935
2026-12-31,20.98256000541963,18.98256000541963,22.98256000541963,1296014995.510654,175396556.4963317,9576327506.883577
2027-01-31,20.973575615455736,18.973575615455736,22.973575615455736,1284423241.7829087,173827783.2223782,9490675388.30428
2027-02-28,20.996976323261528,18.996976323261528,22.996976323261528,1314834084.6690462,177943443.25783777,9715382812.405714
2027-03-31,20.98729203782778,18.98729203782778,22.98729203782778,1302162313.654239,176228505.53843933,9621750385.5045
2027-04-30,21.009142088864138,19.009142088864138,23.009142088864138,1330927745.3051052,180121483.37833273,9834299773.682707
2027-05-31,20.999088315481032,18.999088315481032,22.999088315481032,1317613938.5073483,178319655.56440076,9735923308.363756
2027-06-30,21.019694279450174,19.019694279450174,23.019694279450174,1345046308.407377,182032223.11467266,9938622628.481686
2027-07-31,21.039301008632552,19.039301008632552,23.039301008632552,1371678499.0232918,185636498.174889,10135409378.980095
2027-08-31,21.057984487395803,19.057984487395803,23.057984487395803,1397547130.6469014,189137436.76261377,10326554149.249517
2027-09-30,21.04763899784059,19.04763899784059,23.04763899784059,1383163353.3030777,187190804.18177503,10220271611.541477
2027-10-31,21.037263876148092,19.037263876148092,23.037263876148092,1368887052.4333131,185258716.95999435,10114783223.529573
2027-11-30,21.05503847290291,19.05503847290291,23.05503847290291,1393435995.251122,188581055.0894019,10296176739.179802
2027-12-31,21.083847820245623,19.083847820245623,23.083847820245623,1434163831.126584,194092968.2932218,10597117003.251633
2028-01-31,21.07342571327741,19.07342571327741,23.07342571327741,1419294442.0433264,192080615.31008378,10487246253.158615
2028-02-29,21.090394942144062,19.090394942144062,23.090394942144062,1443584281.318721,195367887.5881911,10666725238.198517
2028-03-31,21.07995977117856,19.07995977117856,23.07995977117856,1428598557.8196223,193339790.453935,10555994886.58061
2028-04-30,21.069520750364997,19.069520750364997,23.069520750364997,1413762957.03627,191332010.21993467,10446373800.13108
2028-05-31,21.059079000509055,19.059079000509055,23.059079000509055,1399077601.7153225,189344563.49814394,10337862885.83187
2028-06-30,21.101279051362567,19.101279051362567,23.101279051362567,1459382227.6324668,197505907.12711868,10783457149.758678
2028-07-31,21.140844421625427,19.140844421625427,23.140844421625427,1518280712.8129694,205476950.30122945,11218661360.899448
2028-08-31,21.15449595585437,19.15449595585437,23.15449595585437,1539149696.6547549,208301260.14031777,11372863453.234077
2028-09-30,21.190569270886208,19.190569270886208,23.190569270886208,1595685515.1078525,215952551.14368144,11790609787.382975
2028-10-31,21.180122087870927,19.180122087870927,23.180122087870927,1579101873.4991288,213708199.30947033,11668072329.211554
2028-11-30,21.169674564468856,19.169674564468856,23.169674564468856,1562690050.4541137,211487100.58924404,11546804448.046215
2028-12-31,21.181699656890906,19.181699656890906,23.181699656890906,1581594981.7022297,214045604.81427652,11686494045.58497
2029-01-31,21.171251724299474,19.171251724299474,23.171251724299474,1565156606.9950614,211820912.71733233,11565029972.69846
2029-02-28,21.160803672554806,19.160803672554806,23.160803672554806,1548888900.679398,209619318.07549202,11444826978.131096
2029-03-31,21.172334443643063,19.172334443643063,23.172334443643063,1566852150.062202,212050379.51856366,11577558435.539715
2029-04-30,21.161886248983958,19.161886248983958,23.161886248983958,1550566599.2492602,209846369.88662997,11457223586.980904
2029-05-31,21.15143801280667,19.15143801280667,23.15143801280667,1534450253.5172806,207665259.6722533,11338139004.257544
2029-06-30,21.16249595266079,19.16249595266079,23.16249595266079,1551512273.6672883,209974353.0018434,11464211228.307037
2029-07-31,21.152047666780454,19.152047666780454,23.152047666780454,1535386022.4305506,207791902.22317475,11345053453.253332
2029-08-31,21.183272062890026,19.183272062890026,23.183272062890026,1584083847.3804984,214382436.1557829,11704884413.704401
2029-09-30,21.1930264597968,19.1930264597968,23.1930264597968,1599611237.00531,216483839.82858202,11819617166.712088
2029-10-31,21.18257814228203,19.18257814228203,23.18257814228203,1582985000.2544324,214233723.368743,11696764970.64575
2029-11-30,21.191932447078084,19.191932447078084,23.191932447078084,1597862198.8764496,216247133.2580211,11806693425.85877
2029-12-31,21.20090220693761,19.20090220693761,23.20090220693761,1612259110.984064,218195543.4358377,11913073017.073305
