month_end,S_USD,S_ALL,S_nonUSD,share_USD,share_nonUSD,DEX,VIX,DXY,FEE_wgt,BRIDGE_net,log_S_USD,log_S_nonUSD,log_S_ALL,log_DEX,dlog_S_USD,dlog_S_nonUSD,z_VIX,z_DXY,z_FEE_wgt,BRIDGE_intensity,z_BRIDGE,const,N_nonUSD
2024-07-31,160510860068.0,160872032026.0,361171958.0,0.99775491144451,0.0022450885554900412,187786103544.0,14.373913043478263,123.9223,438000122.627148,1067670040.1915584,25.801627441202456,19.704864740834385,25.803875053747685,25.95856940494439,0.014677440958223542,0.06572929231520064,-0.7563823400407353,1.154314331299545,0.6661177445070213,0.006735647807487095,1.2138036785704833,1,0.0
2024-08-31,166066478002.0,166449427954.0,382949952.0,0.997699301483296,0.002300698516704017,170550350058.0,19.312272727272727,122.5582,439276719.84912586,507921463.4686521,25.835654015027856,19.763414864977136,25.837957364217772,25.862296398333147,0.03402657382540042,0.058550124142751514,-0.03555256098503177,0.8833110540249439,0.6709806576084721,0.003157301223040201,0.5745149205618291,1,0.0
2024-09-30,168595560941.0,168996956407.0,401395466.0,0.9976248361240702,0.0023751638759298616,131885956678.0,17.663333333333334,121.5298,423368854.3622861,-873215986.8665125,25.850768553229237,19.81045769879685,25.853146542281277,25.60520342153969,0.015114538201380867,0.04704283381971308,-0.27624070342837365,0.6790006879599931,0.610383183197385,-0.005246133901450444,-0.9267990178621401,1,0.0
2024-10-31,168626200683.0,169049610331.0,423409648.0,0.9974953527123135,0.0025046472876865066,203938773743.0,19.960869565217394,125.0247,484833747.0744946,-499163584.6109835,25.850950271881896,19.863850703368104,25.853458061045888,26.04108565703221,0.00018171865265870224,0.053393004571255176,0.05912015330228587,1.37332614338628,0.8445200173559064,-0.002953683872322731,-0.5172418390556364,1,0.0
2024-11-30,189697167655.0,190086134507.0,388966852.0,0.9979537336954701,0.0020462663045298347,400532640643.0,16.015238095238097,126.8114,628306585.8763287,-677292382.8706295,25.968694783122253,19.779004684584248,25.970743145890115,26.716061099866735,0.11774451124035679,-0.08484601878385689,-0.5168056283036172,1.7282865975366573,1.391047877122674,-0.004006471127289129,-0.7053273251290432,1,23.0
2024-12-31,196518595088.0,196885713102.0,367118014.0,0.9981353750446595,0.0018646249553405038,424875652495.0,15.866190476190477,129.488,814611334.0314766,-2388597491.873485,26.004022895269543,19.72119391836091,26.005889260802014,26.77506238069555,0.03532811214729037,-0.05781076622333714,-0.5385614276350104,2.2600418735085,2.100734366383929,-0.012565869141736501,-2.234504780924203,1,23.0
2025-01-31,208676406034.0,209088099012.0,411692978.0,0.9980310071211831,0.0019689928788169434,560254564142.0,16.763636363636365,128.6686,838477038.4616791,-1903391820.0837734,26.064050592573533,19.83578843048586,26.066021526467143,27.051657096210953,0.06002769730399038,0.11459451212494898,-0.40756535562248947,2.0972531590456254,2.191645457800196,-0.009667495879183923,-1.7166965140234351,1,25.0
2025-02-28,214338071985.0,214761994210.0,423922225.0,0.9980260835882094,0.0019739164117906147,370959312889.0,16.968,128.4646,683465578.6477675,-1746494608.0435567,26.090820381066237,19.865060564766825,26.092796248218516,26.639358224776984,0.02676978849270384,0.029272134280965645,-0.3777353302133581,2.0567248483909664,1.6011637883851735,-0.008352912558372448,-1.481839906753136,1,25.0
2025-03-31,222929976776.0,223442615983.0,512639207.0,0.9977057232133417,0.0022942767866582924,254372018602.0,21.841428571428573,126.9402,639530934.1267332,-827086958.7929665,26.130123553607696,20.05508285550851,26.132420466279743,26.262063672591047,0.039303172541458764,0.19002229074168397,0.3336167513116982,1.7538750603421465,1.4338045346043269,-0.0038511793571083105,-0.6775837065205605,1,25.0
2025-04-30,229344547409.0,229946220918.0,601673509.0,0.9973834164066799,0.0026165835933201088,256490733656.0,31.966190476190473,122.944,595675849.674771,-2179919118.7724037,26.158491283601904,20.21522551229765,26.161111296433305,26.270358374807206,0.028367729994208446,0.16014265678914086,1.8114819442320766,0.9599572415277233,1.2667483472061907,-0.009756057989127091,-1.732518559187611,1,27.0
2025-05-31,233347791534.0,234059166457.0,711374923.0,0.9969607047065568,0.003039295293443206,400644748755.0,20.46227272727273,122.1112,655566010.858261,-1181130183.0016725,26.175795845119175,20.382710166646472,26.178839768450256,26.716340958270667,0.01730456151727111,0.1674846543488222,0.13230767986261766,0.7945063733257675,1.4948865919502623,-0.005136549660552454,-0.9072212683044276,1,27.0
2025-06-30,239432217844.0,240145899246.0,713681402.0,0.997028134129124,0.002971865870875942,341436641872.0,18.403333333333336,119.8269,641991147.4202114,90113715.11979872,26.201536198475868,20.38594720503374,26.20451248910883,26.556427969819307,0.025740353356692225,0.0032370383872688535,-0.16822628757858174,0.34068862808834505,1.4431761698008085,0.0003850039991335007,0.07923074188406716,1,27.0
2025-07-31,250609502622.0,251664857634.0,1055355012.0,0.9958065062324482,0.004193493767551839,427574621122.0,16.381304347826084,122.1088,743001792.6819206,-248254643.9303632,26.247161798170698,20.77714305153498,26.25136410929222,26.781394662422905,0.045625599694830044,0.3911958465012404,-0.46337261149873377,0.7940295696710079,1.827953750209543,-0.0010337659094318192,-0.17423929835435514,1,27.0
2025-08-31,267349747585.0,268456975738.0,1107228153.0,0.9958755843465934,0.004124415653406589,510156762073.0,15.75,120.6028,878940894.2930118,1696030679.769508,26.31182355420381,20.82512556970817,26.315956498718577,26.957983892047995,0.06466175603311086,0.04798251817318899,-0.5555212200850421,0.4948352763086834,2.345783514244135,0.0067392431971414575,1.2144460121545706,1,28.0
2025-09-30,275312655494.0,276430093224.0,1117437730.0,0.9959576118614029,0.0040423881385971425,500014917669.0,15.789090909090909,120.5624,898481940.7283481,10424599121.414417,26.34117321786767,20.83430416030436,26.34522379854293,26.93790377026154,0.02934966366386149,0.009178590596189196,-0.5498152988546477,0.48680908145354435,2.420220783173192,0.03883154495336445,6.947889446769765,1,28.0
2025-10-31,285135714615.0,286297258786.0,1161544171.0,0.9959428735855685,0.00405712641443146,611321899092.0,18.086521739130436,121.7715,1021340131.1124893,-6154632879.3484335,26.376231095503385,20.873016138724136,26.380296474383616,27.13888949714444,0.03505787763571533,0.03871197841977647,-0.21446982714921342,0.7270187893581846,2.8882217261126746,-0.022264699214065455,-3.9672472318722725,1,28.0
2025-11-30,286610778964.41,287753967958.3,1143188993.89,0.9960271998957955,0.003972800104204526,90434218405.0,17.17,,156500404.2695886,-2653043216.5066695,26.381390961418354,20.857087557075577,26.385371674056454,25.227888554902297,0.005159865914968975,-0.01592858164855926,-0.3482503139949012,,-0.4061928048883256,-0.009266743341366578,-1.6451001534910001,1,28.0
